Grapheme	Dataset	Absolute	Relative
ʊ	jipa	32	0.0052
ɣ	jipa	31	0.0051
kʰ	jipa	29	0.0047
pʰ	jipa	27	0.0044
tʰ	jipa	27	0.0044
ɛː	jipa	25	0.0041
kʷ	jipa	22	0.0036
nː	jipa	21	0.0034
c	jipa	21	0.0034
ɑ	jipa	20	0.0033
y	jipa	20	0.0033
ʎ	jipa	20	0.0033
mː	jipa	19	0.0031
lː	jipa	19	0.0031
ɟ	jipa	19	0.0031
ɔː	jipa	19	0.0031
ĩ	jipa	19	0.0031
q	jipa	18	0.0029
dz	jipa	18	0.0029
t̪	jipa	18	0.0029
tɕ	jipa	18	0.0029
kː	jipa	17	0.0028
ɐ	jipa	17	0.0028
χ	jipa	17	0.0028
sː	jipa	16	0.0026
ã	jipa	16	0.0026
ɕ	jipa	16	0.0026
ɹ	jipa	15	0.0025
æ	jipa	15	0.0025
bː	jipa	15	0.0025
tː	jipa	15	0.0025
ⁿd	jipa	15	0.0025
ɦ	jipa	15	0.0025
ũ	jipa	15	0.0025
ɬ	jipa	15	0.0025
θ	jipa	14	0.0023
gː	jipa	14	0.0023
au	jipa	14	0.0023
ɯ	jipa	14	0.0023
ⁿg	jipa	14	0.0023
ʁ	jipa	14	0.0023
dʑ	jipa	14	0.0023
gʷ	jipa	13	0.0021
jː	jipa	13	0.0021
œ	jipa	13	0.0021
ʈ	jipa	13	0.0021
ɓ	jipa	13	0.0021
ⁿb	jipa	13	0.0021
dː	jipa	12	0.0020
pː	jipa	12	0.0020
ẽ	jipa	12	0.0020
õ	jipa	12	0.0020
ø	jipa	12	0.0020
ɗ	jipa	12	0.0020
ð	jipa	11	0.0018
ʌ	jipa	11	0.0018
ʂ	jipa	11	0.0018
tɕʰ	jipa	11	0.0018
tʃʰ	jipa	11	0.0018
ʋ	jipa	11	0.0018
ɛ̃	jipa	11	0.0018
ŋː	jipa	10	0.0016
fː	jipa	10	0.0016
ɨ	jipa	10	0.0016
ɳ	jipa	10	0.0016
ʈʂ	jipa	10	0.0016
ai	jipa	10	0.0016
yː	jipa	10	0.0016
øː	jipa	10	0.0016
ʑ	jipa	10	0.0016
tsʰ	jipa	10	0.0016
ɔ̃	jipa	10	0.0016
ɖ	jipa	10	0.0016
tʃː	jipa	9	0.0015
kp	jipa	9	0.0015
gb	jipa	9	0.0015
tsʼ	jipa	9	0.0015
aɪ	jipa	8	0.0013
tʼ	jipa	8	0.0013
kʼ	jipa	8	0.0013
tʃʼ	jipa	8	0.0013
ʃː	jipa	8	0.0013
ei	jipa	8	0.0013
ɑː	jipa	8	0.0013
ɒ	jipa	8	0.0013
tʲ	jipa	8	0.0013
nʲ	jipa	8	0.0013
ɽ	jipa	8	0.0013
aʊ	jipa	7	0.0011
pʼ	jipa	7	0.0011
dʒː	jipa	7	0.0011
rː	jipa	7	0.0011
wː	jipa	7	0.0011
ɻ	jipa	7	0.0011
β	jipa	7	0.0011
ʏ	jipa	7	0.0011
d̪	jipa	7	0.0011
hː	jipa	7	0.0011
ʐ	jipa	7	0.0011
xʷ	jipa	7	0.0011
kʼʷ	jipa	6	0.0010
ɲː	jipa	6	0.0010
zː	jipa	6	0.0010
ɭ	jipa	6	0.0010
oi	jipa	6	0.0010
ui	jipa	6	0.0010
œː	jipa	6	0.0010
bʱ	jipa	6	0.0010
gʱ	jipa	6	0.0010
ou	jipa	6	0.0010
ɤ	jipa	6	0.0010
n̪	jipa	6	0.0010
ʔʲ	jipa	6	0.0010
tɬʼ	jipa	6	0.0010
ʈʰ	jipa	6	0.0010
kʷː	jipa	5	0.0008
gʷː	jipa	5	0.0008
au̯	jipa	5	0.0008
ⁿdʒ	jipa	5	0.0008
ŋʷ	jipa	5	0.0008
eu	jipa	5	0.0008
ai̯	jipa	5	0.0008
oi̯	jipa	5	0.0008
ɑ̃	jipa	5	0.0008
m̥	jipa	5	0.0008
n̥	jipa	5	0.0008
ɪ̃	jipa	5	0.0008
ʊ̃	jipa	5	0.0008
lʲ	jipa	5	0.0008
iˑ	jipa	5	0.0008
oˑ	jipa	5	0.0008
ĩː	jipa	5	0.0008
ç	jipa	5	0.0008
ɖʱ	jipa	5	0.0008
dʲ	jipa	5	0.0008
mʲ	jipa	5	0.0008
tɬ	jipa	5	0.0008
ɖʐ	jipa	5	0.0008
χʷ	jipa	5	0.0008
ɔɪ	jipa	4	0.0007
mʷ	jipa	4	0.0007
ħ	jipa	4	0.0007
ʕ	jipa	4	0.0007
æː	jipa	4	0.0007
dʱ	jipa	4	0.0007
t̪ː	jipa	4	0.0007
kʰː	jipa	4	0.0007
gʱː	jipa	4	0.0007
ei̯	jipa	4	0.0007
ɐ̃	jipa	4	0.0007
ɵ	jipa	4	0.0007
ãː	jipa	4	0.0007
õː	jipa	4	0.0007
ɐi	jipa	4	0.0007
ɛu	jipa	4	0.0007
sʲ	jipa	4	0.0007
eˑ	jipa	4	0.0007
kʲ	jipa	4	0.0007
iə	jipa	4	0.0007
qʼ	jipa	4	0.0007
pʰː	jipa	4	0.0007
ʈː	jipa	4	0.0007
ɖː	jipa	4	0.0007
ə̃	jipa	4	0.0007
dzː	jipa	4	0.0007
pʲ	jipa	4	0.0007
bʲ	jipa	4	0.0007
ⁿgʷ	jipa	4	0.0007
ʈʂʰ	jipa	4	0.0007
qʰ	jipa	4	0.0007
qʷ	jipa	4	0.0007
ʒː	jipa	3	0.0005
ɐː	jipa	3	0.0005
ʉː	jipa	3	0.0005
ɑe	jipa	3	0.0005
ɸ	jipa	3	0.0005
ʀ	jipa	3	0.0005
ɪː	jipa	3	0.0005
ⁿp	jipa	3	0.0005
ⁿt	jipa	3	0.0005
ⁿk	jipa	3	0.0005
ⁿs	jipa	3	0.0005
t̪ʰ	jipa	3	0.0005
d̪ʱ	jipa	3	0.0005
tʰː	jipa	3	0.0005
dʱː	jipa	3	0.0005
tɕː	jipa	3	0.0005
dʑː	jipa	3	0.0005
e̤	jipa	3	0.0005
eɪ	jipa	3	0.0005
ɔi	jipa	3	0.0005
əʊ	jipa	3	0.0005
eə	jipa	3	0.0005
ɲ̊	jipa	3	0.0005
ŋ̊	jipa	3	0.0005
cç	jipa	3	0.0005
ɟʝ	jipa	3	0.0005
ɰ	jipa	3	0.0005
ɯ̃	jipa	3	0.0005
aˑ	jipa	3	0.0005
ɐu	jipa	3	0.0005
iu	jipa	3	0.0005
r̝	jipa	3	0.0005
b̥	jipa	3	0.0005
d̥	jipa	3	0.0005
g̊	jipa	3	0.0005
ɛi	jipa	3	0.0005
ɠ	jipa	3	0.0005
ⁿdʑ	jipa	3	0.0005
oe	jipa	3	0.0005
ɒː	jipa	3	0.0005
ɛɪ	jipa	3	0.0005
ˀm	jipa	3	0.0005
ˀn	jipa	3	0.0005
ɖʱː	jipa	3	0.0005
tsː	jipa	3	0.0005
ʌː	jipa	3	0.0005
vʲ	jipa	3	0.0005
ia	jipa	3	0.0005
ua	jipa	3	0.0005
ḭ	jipa	3	0.0005
ḛ	jipa	3	0.0005
a̰	jipa	3	0.0005
o̰	jipa	3	0.0005
ṵ	jipa	3	0.0005
ɯː	jipa	3	0.0005
ʉ	jipa	3	0.0005
l̥	jipa	3	0.0005
pf	jipa	3	0.0005
ɕː	jipa	3	0.0005
ɘ	jipa	3	0.0005
zʲ	jipa	3	0.0005
ə˞	jipa	2	0.0003
fʷ	jipa	2	0.0003
hʷ	jipa	2	0.0003
tˤ	jipa	2	0.0003
dˤ	jipa	2	0.0003
sˤ	jipa	2	0.0003
ðˤ	jipa	2	0.0003
lˤ	jipa	2	0.0003
oɪ	jipa	2	0.0003
ɪə	jipa	2	0.0003
β̞	jipa	2	0.0003
ⁿf	jipa	2	0.0003
dʑʱ	jipa	2	0.0003
bʱː	jipa	2	0.0003
d̪ː	jipa	2	0.0003
t̪ʰː	jipa	2	0.0003
d̪ʱː	jipa	2	0.0003
eu̯	jipa	2	0.0003
ou̯	jipa	2	0.0003
ui̯	jipa	2	0.0003
ɥ	jipa	2	0.0003
w̃	jipa	2	0.0003
eo	jipa	2	0.0003
øy	jipa	2	0.0003
sʰ	jipa	2	0.0003
ʍ	jipa	2	0.0003
i̯e	jipa	2	0.0003
i̯a	jipa	2	0.0003
i̯o	jipa	2	0.0003
i̯u	jipa	2	0.0003
u̯i	jipa	2	0.0003
u̯e	jipa	2	0.0003
u̯a	jipa	2	0.0003
l̪	jipa	2	0.0003
pʷ	jipa	2	0.0003
t̪ʷ	jipa	2	0.0003
tʷ	jipa	2	0.0003
nʷ	jipa	2	0.0003
j̃	jipa	2	0.0003
kʷʰ	jipa	2	0.0003
ɵː	jipa	2	0.0003
ʔʷ	jipa	2	0.0003
vː	jipa	2	0.0003
ũː	jipa	2	0.0003
ie	jipa	2	0.0003
nˤ	jipa	2	0.0003
ʌi	jipa	2	0.0003
ʄ	jipa	2	0.0003
ts̻	jipa	2	0.0003
s̪	jipa	2	0.0003
s̻	jipa	2	0.0003
z̩	jipa	2	0.0003
uˑ	jipa	2	0.0003
ɤː	jipa	2	0.0003
æe	jipa	2	0.0003
æi	jipa	2	0.0003
æo	jipa	2	0.0003
æu	jipa	2	0.0003
s̺	jipa	2	0.0003
kʼʲ	jipa	2	0.0003
xʲ	jipa	2	0.0003
ˀl	jipa	2	0.0003
uə	jipa	2	0.0003
gʲ	jipa	2	0.0003
dʒʱ	jipa	2	0.0003
ɽʱ	jipa	2	0.0003
ʈʲʰː	jipa	2	0.0003
dʒʱː	jipa	2	0.0003
ʋː	jipa	2	0.0003
fʲ	jipa	2	0.0003
sˠ	jipa	2	0.0003
tɬʰ	jipa	2	0.0003
ɣʷ	jipa	2	0.0003
ɛ̃ː	jipa	2	0.0003
ʊː	jipa	2	0.0003
ɨː	jipa	2	0.0003
lˠ	jipa	2	0.0003
cʰ	jipa	2	0.0003
ʝ	jipa	2	0.0003
ʎ̥	jipa	2	0.0003
ɹ̩	jipa	2	0.0003
i̤	jipa	2	0.0003
ɛˑ	jipa	2	0.0003
ɛ̤	jipa	2	0.0003
a̤	jipa	2	0.0003
ɔˑ	jipa	2	0.0003
ɔ̤	jipa	2	0.0003
o̤	jipa	2	0.0003
ṳ	jipa	2	0.0003
ⁿɟ	jipa	2	0.0003
ⁿbʷ	jipa	2	0.0003
βʷ	jipa	2	0.0003
ɭː	jipa	2	0.0003
ⱱ̟	jipa	2	0.0003
ⁿgb	jipa	2	0.0003
qʼʷ	jipa	2	0.0003
ⁿdz	jipa	2	0.0003
ⁿɖʐ	jipa	2	0.0003
tʃʲ	jipa	2	0.0003
rʲ	jipa	2	0.0003
mʱ	jipa	2	0.0003
nʱ	jipa	2	0.0003
lʱ	jipa	2	0.0003
tsʲ	jipa	2	0.0003
dzʲ	jipa	2	0.0003
ɜ	jipa	2	0.0003
ɮ	jipa	2	0.0003
bʷ	jipa	1	0.0002
pʼʷ	jipa	1	0.0002
tʼʷ	jipa	1	0.0002
sʼ	jipa	1	0.0002
bʷː	jipa	1	0.0002
mʷː	jipa	1	0.0002
fʷː	jipa	1	0.0002
pʼː	jipa	1	0.0002
tʼː	jipa	1	0.0002
tʃʼː	jipa	1	0.0002
kʼʷː	jipa	1	0.0002
sʷː	jipa	1	0.0002
u̯ː	jipa	1	0.0002
bʰ	jipa	1	0.0002
dʰ	jipa	1	0.0002
gʰ	jipa	1	0.0002
ɜː	jipa	1	0.0002
æɪ	jipa	1	0.0002
æɔ	jipa	1	0.0002
əʉ	jipa	1	0.0002
ɾ̥	jipa	1	0.0002
ɛiː	jipa	1	0.0002
ɑuː	jipa	1	0.0002
ɔuː	jipa	1	0.0002
œyː	jipa	1	0.0002
iːə	jipa	1	0.0002
yːə	jipa	1	0.0002
uːə	jipa	1	0.0002
oːə	jipa	1	0.0002
ɔːə	jipa	1	0.0002
ⁿʃ	jipa	1	0.0002
ⁿtʃ	jipa	1	0.0002
tɕʰː	jipa	1	0.0002
dʑʱː	jipa	1	0.0002
ɹː	jipa	1	0.0002
iu̯	jipa	1	0.0002
ɛe̯	jipa	1	0.0002
ɛo̯	jipa	1	0.0002
ae̯	jipa	1	0.0002
ao̯	jipa	1	0.0002
ɔe̯	jipa	1	0.0002
ɔo̯	jipa	1	0.0002
oe̯	jipa	1	0.0002
o̯ː	jipa	1	0.0002
ea	jipa	1	0.0002
eaː	jipa	1	0.0002
eoː	jipa	1	0.0002
eã	jipa	1	0.0002
ae	jipa	1	0.0002
ʊə	jipa	1	0.0002
oʊ	jipa	1	0.0002
eɪ̃	jipa	1	0.0002
aɪ̃	jipa	1	0.0002
aʊ̃	jipa	1	0.0002
oʊ̃	jipa	1	0.0002
ỹ	jipa	1	0.0002
u̯o	jipa	1	0.0002
pⁿ	jipa	1	0.0002
t̪ⁿ	jipa	1	0.0002
tⁿʲ	jipa	1	0.0002
tⁿ	jipa	1	0.0002
ʈⁿ	jipa	1	0.0002
kⁿ	jipa	1	0.0002
l̪ʷ	jipa	1	0.0002
tʲʷ	jipa	1	0.0002
nʲʷ	jipa	1	0.0002
lʲʷ	jipa	1	0.0002
jʷ	jipa	1	0.0002
tⁿʷ	jipa	1	0.0002
lʷ	jipa	1	0.0002
ɾʷ	jipa	1	0.0002
ʈʷ	jipa	1	0.0002
ɳʷ	jipa	1	0.0002
ʈⁿʷ	jipa	1	0.0002
ɭʷ	jipa	1	0.0002
ɻʷ	jipa	1	0.0002
kⁿʷ	jipa	1	0.0002
ɬː	jipa	1	0.0002
aːi	jipa	1	0.0002
aːu	jipa	1	0.0002
ɵy	jipa	1	0.0002
ɔːi	jipa	1	0.0002
uːi	jipa	1	0.0002
iːu	jipa	1	0.0002
hʲ	jipa	1	0.0002
ʔː	jipa	1	0.0002
ʔʷː	jipa	1	0.0002
ʔʲː	jipa	1	0.0002
ɓː	jipa	1	0.0002
ɗː	jipa	1	0.0002
ɾː	jipa	1	0.0002
hʷː	jipa	1	0.0002
hʲː	jipa	1	0.0002
ẽː	jipa	1	0.0002
ɔ̃ː	jipa	1	0.0002
mˤ	jipa	1	0.0002
ŋˤ	jipa	1	0.0002
œ̞	jipa	1	0.0002
ɶ	jipa	1	0.0002
oˤː	jipa	1	0.0002
ɔˤː	jipa	1	0.0002
ɑˤː	jipa	1	0.0002
eˤː	jipa	1	0.0002
æˤː	jipa	1	0.0002
œy	jipa	1	0.0002
ʌu	jipa	1	0.0002
ɠɓ	jipa	1	0.0002
ⁿpʰ	jipa	1	0.0002
ⁿtʰ	jipa	1	0.0002
ⁿkʰ	jipa	1	0.0002
ts̪	jipa	1	0.0002
ts̪ʰ	jipa	1	0.0002
dz̪	jipa	1	0.0002
ⁿts̪ʰ	jipa	1	0.0002
ⁿdz̪	jipa	1	0.0002
ts̻ʰ	jipa	1	0.0002
dz̻	jipa	1	0.0002
ⁿts̻ʰ	jipa	1	0.0002
ⁿdz̻	jipa	1	0.0002
ⁿtɕʰ	jipa	1	0.0002
ʈʳ	jipa	1	0.0002
ʈʳʰ	jipa	1	0.0002
ɖʳ	jipa	1	0.0002
ⁿʈʳʰ	jipa	1	0.0002
ⁿɖʳ	jipa	1	0.0002
z̪	jipa	1	0.0002
z̻	jipa	1	0.0002
v̩	jipa	1	0.0002
a˞	jipa	1	0.0002
tʲː	jipa	1	0.0002
sʲː	jipa	1	0.0002
iːː	jipa	1	0.0002
yˑ	jipa	1	0.0002
yːː	jipa	1	0.0002
eːː	jipa	1	0.0002
øˑ	jipa	1	0.0002
øːː	jipa	1	0.0002
æˑ	jipa	1	0.0002
æːː	jipa	1	0.0002
uːː	jipa	1	0.0002
ɤˑ	jipa	1	0.0002
oːː	jipa	1	0.0002
ɑˑ	jipa	1	0.0002
eɑ	jipa	1	0.0002
iɑ	jipa	1	0.0002
oɑ	jipa	1	0.0002
uɑ	jipa	1	0.0002
ɤɑ	jipa	1	0.0002
øɑ	jipa	1	0.0002
yɑ	jipa	1	0.0002
ue	jipa	1	0.0002
ɤe	jipa	1	0.0002
øe	jipa	1	0.0002
ye	jipa	1	0.0002
ɑi	jipa	1	0.0002
ɤi	jipa	1	0.0002
øi	jipa	1	0.0002
yi	jipa	1	0.0002
ɑo	jipa	1	0.0002
io	jipa	1	0.0002
uo	jipa	1	0.0002
ɤo	jipa	1	0.0002
yo	jipa	1	0.0002
ɑu	jipa	1	0.0002
ɤu	jipa	1	0.0002
ɐ̃i	jipa	1	0.0002
õi	jipa	1	0.0002
ũi	jipa	1	0.0002
ɐ̃u	jipa	1	0.0002
œʏ	jipa	1	0.0002
ɞʊ	jipa	1	0.0002
uɪ	jipa	1	0.0002
ɛə	jipa	1	0.0002
ˀj	jipa	1	0.0002
ˀw	jipa	1	0.0002
fʰ	jipa	1	0.0002
ʃʰ	jipa	1	0.0002
ts̺	jipa	1	0.0002
ɯə	jipa	1	0.0002
tʃʰː	jipa	1	0.0002
cçː	jipa	1	0.0002
ɟʝː	jipa	1	0.0002
i̙	jipa	1	0.0002
u̙	jipa	1	0.0002
o̙	jipa	1	0.0002
pˠ	jipa	1	0.0002
bˠ	jipa	1	0.0002
t̪ˠ	jipa	1	0.0002
d̪ˠ	jipa	1	0.0002
fˠ	jipa	1	0.0002
mˠ	jipa	1	0.0002
n̪ˠ	jipa	1	0.0002
ɾˠ	jipa	1	0.0002
ɾʲ	jipa	1	0.0002
l̪ˠ	jipa	1	0.0002
aˀ	jipa	1	0.0002
iˀ	jipa	1	0.0002
ʈʂː	jipa	1	0.0002
cⁿ	jipa	1	0.0002
βː	jipa	1	0.0002
ˀⁿd	jipa	1	0.0002
ˀⁿg	jipa	1	0.0002
ˀr̥	jipa	1	0.0002
ˀβ	jipa	1	0.0002
ɴ	jipa	1	0.0002
iˠ	jipa	1	0.0002
ɪˠ	jipa	1	0.0002
aˠ	jipa	1	0.0002
eˠ	jipa	1	0.0002
ɛˠ	jipa	1	0.0002
eˠː	jipa	1	0.0002
ɛˠː	jipa	1	0.0002
ˀb	jipa	1	0.0002
ˀd	jipa	1	0.0002
ⱱ	jipa	1	0.0002
ɨ̃	jipa	1	0.0002
i̯ɛ	jipa	1	0.0002
i̯ʌ	jipa	1	0.0002
u̯ɛ	jipa	1	0.0002
u̯ʌ	jipa	1	0.0002
ɯi	jipa	1	0.0002
tˠ	jipa	1	0.0002
zˠ	jipa	1	0.0002
ɪ̽	jipa	1	0.0002
ɐ̟	jipa	1	0.0002
ʊ̽	jipa	1	0.0002
iɛ	jipa	1	0.0002
ɢ	jipa	1	0.0002
i̤ˑ	jipa	1	0.0002
i̤ː	jipa	1	0.0002
e̤ˑ	jipa	1	0.0002
e̤ː	jipa	1	0.0002
ɛ̤ˑ	jipa	1	0.0002
ɛ̤ː	jipa	1	0.0002
a̤ˑ	jipa	1	0.0002
a̤ː	jipa	1	0.0002
ɔ̤ˑ	jipa	1	0.0002
ɔ̤ː	jipa	1	0.0002
o̤ˑ	jipa	1	0.0002
o̤ː	jipa	1	0.0002
ṳˑ	jipa	1	0.0002
ṳː	jipa	1	0.0002
d̪ʷ	jipa	1	0.0002
dʷ	jipa	1	0.0002
d̪ʲ	jipa	1	0.0002
ⁿt̪	jipa	1	0.0002
ⁿd̪	jipa	1	0.0002
ⁿc	jipa	1	0.0002
ⁿpʷ	jipa	1	0.0002
ⁿd̪ʷ	jipa	1	0.0002
ⁿtʷ	jipa	1	0.0002
ⁿdʷ	jipa	1	0.0002
ⁿkʷ	jipa	1	0.0002
ⁿpʲ	jipa	1	0.0002
ⁿbʲ	jipa	1	0.0002
ⁿd̪ʲ	jipa	1	0.0002
ⁿtʲ	jipa	1	0.0002
ⁿdʲ	jipa	1	0.0002
n̪ʷ	jipa	1	0.0002
n̪ʲ	jipa	1	0.0002
ɺ	jipa	1	0.0002
ɺʷ	jipa	1	0.0002
ɺʲ	jipa	1	0.0002
vʷ	jipa	1	0.0002
sʷ	jipa	1	0.0002
zʷ	jipa	1	0.0002
βʲ	jipa	1	0.0002
ⁿv	jipa	1	0.0002
ⁿz	jipa	1	0.0002
ⁿvʷ	jipa	1	0.0002
ⁿsʷ	jipa	1	0.0002
ⁿzʷ	jipa	1	0.0002
ɜɪ	jipa	1	0.0002
æːɪ	jipa	1	0.0002
æːʊ	jipa	1	0.0002
ɑɪ	jipa	1	0.0002
ɑʊ	jipa	1	0.0002
ɑ̃ː	jipa	1	0.0002
ɨ̞	jipa	1	0.0002
ə̤	jipa	1	0.0002
ɯ̤	jipa	1	0.0002
cː	jipa	1	0.0002
ɖʰ	jipa	1	0.0002
ŋʲ	jipa	1	0.0002
n̪ː	jipa	1	0.0002
ɳː	jipa	1	0.0002
ʔ̰ʷ	jipa	1	0.0002
iˤ	jipa	1	0.0002
aˤ	jipa	1	0.0002
uˤ	jipa	1	0.0002
ĩˤ	jipa	1	0.0002
ẽˤ	jipa	1	0.0002
ãˤ	jipa	1	0.0002
õˤ	jipa	1	0.0002
ũˤ	jipa	1	0.0002
ḭ̃	jipa	1	0.0002
ḛ̃	jipa	1	0.0002
ã̰	jipa	1	0.0002
õ̰	jipa	1	0.0002
ṵ̃	jipa	1	0.0002
ë	jipa	1	0.0002
ɐ̝	jipa	1	0.0002
ö	jipa	1	0.0002
dzʱ	jipa	1	0.0002
bʰː	jipa	1	0.0002
dʰː	jipa	1	0.0002
tsʰː	jipa	1	0.0002
dzʱː	jipa	1	0.0002
ʌ̃	jipa	1	0.0002
ɐʉ	jipa	1	0.0002
ɑɯ	jipa	1	0.0002
ʉə	jipa	1	0.0002
kˡ	jipa	1	0.0002
ɑ̰	jipa	1	0.0002
ȵ	jipa	1	0.0002
ʙ̥	jipa	1	0.0002
ʙ	jipa	1	0.0002
z̠	jipa	1	0.0002
u̠	jipa	1	0.0002
ʃʲː	jipa	1	0.0002
dɮ	jipa	1	0.0002
ǀ	jipa	1	0.0002
ǀʰ	jipa	1	0.0002
gǀ	jipa	1	0.0002
ⁿǀ	jipa	1	0.0002
ǀʼ	jipa	1	0.0002
ǃ	jipa	1	0.0002
ǃʰ	jipa	1	0.0002
gǃ	jipa	1	0.0002
ⁿǃ	jipa	1	0.0002
ǃʼ	jipa	1	0.0002
ǁ	jipa	1	0.0002
ǁʰ	jipa	1	0.0002
gǁ	jipa	1	0.0002
ⁿǁ	jipa	1	0.0002
ǁʼ	jipa	1	0.0002
qχ	jipa	1	0.0002
e̝	jipa	1	0.0002
o̝	jipa	1	0.0002
ɪˑ	jipa	1	0.0002
ʌˑ	jipa	1	0.0002
ʊˑ	jipa	1	0.0002
ˀr	jipa	1	0.0002
ɹ̪	jipa	1	0.0002
ɟʱ	jipa	1	0.0002
ɳʱ	jipa	1	0.0002
i̞	jipa	1	0.0002
u̞	jipa	1	0.0002
i̞ː	jipa	1	0.0002
u̞ː	jipa	1	0.0002
ɪ̯a	jipa	1	0.0002
ɪ̯ɛ	jipa	1	0.0002
ɪ̯u̞	jipa	1	0.0002
ʊ̯ɔ	jipa	1	0.0002
ʕʷ	jipa	1	0.0002
mˀ	jipa	1	0.0002
nˀ	jipa	1	0.0002
ɹˀ	jipa	1	0.0002
lˀ	jipa	1	0.0002
wˀ	jipa	1	0.0002
ʕˀ	jipa	1	0.0002
ʕʷˀ	jipa	1	0.0002
kˢ	jipa	1	0.0002
aɛ̯	jipa	1	0.0002
ɑɔ̯	jipa	1	0.0002
ɔɛ̯	jipa	1	0.0002
dʒʲ	jipa	1	0.0002
aɛ	jipa	1	0.0002
ɔɜ	jipa	1	0.0002
ɧ	jipa	1	0.0002
ʉ̟	jipa	1	0.0002
rˤ	jipa	1	0.0002
zˤ	jipa	1	0.0002
ʃˤ	jipa	1	0.0002
ʒˤ	jipa	1	0.0002
ʁʷ	jipa	1	0.0002
ʜ	jipa	1	0.0002
tˤː	jipa	1	0.0002
dˤː	jipa	1	0.0002
qː	jipa	1	0.0002
sˤː	jipa	1	0.0002
zˤː	jipa	1	0.0002
ʒˤː	jipa	1	0.0002
χː	jipa	1	0.0002
χʷː	jipa	1	0.0002
ʁː	jipa	1	0.0002
ʁʷː	jipa	1	0.0002
lˤː	jipa	1	0.0002
rˤː	jipa	1	0.0002
ʜː	jipa	1	0.0002
ʕː	jipa	1	0.0002
ʈʰː	jipa	1	0.0002
ɓʲ	jipa	1	0.0002
ɯa	jipa	1	0.0002
ɐ̰	jipa	1	0.0002
iɐ	jipa	1	0.0002
uɐ	jipa	1	0.0002
ʀʲ	jipa	1	0.0002
wʲ	jipa	1	0.0002
ɘ̃	jipa	1	0.0002
h̃	jipa	1	0.0002
kx	jipa	1	0.0002
v̥	jipa	1	0.0002
z̥	jipa	1	0.0002
ʒ̊	jipa	1	0.0002
ɣ̊	jipa	1	0.0002
æi̯	jipa	1	0.0002
iə̯	jipa	1	0.0002
yə̯	jipa	1	0.0002
uə̯	jipa	1	0.0002
æu̯	jipa	1	0.0002
m	PHOIBLE	877	0.0263
i	PHOIBLE	845	0.0253
k	PHOIBLE	840	0.0252
n	PHOIBLE	818	0.0245
u	PHOIBLE	818	0.0245
j	PHOIBLE	809	0.0243
a	PHOIBLE	799	0.0240
s	PHOIBLE	783	0.0235
w	PHOIBLE	779	0.0234
p	PHOIBLE	758	0.0227
l	PHOIBLE	743	0.0223
o	PHOIBLE	742	0.0223
e	PHOIBLE	738	0.0221
b	PHOIBLE	732	0.0220
t	PHOIBLE	703	0.0211
g	PHOIBLE	688	0.0206
d	PHOIBLE	617	0.0185
ŋ	PHOIBLE	597	0.0179
f	PHOIBLE	582	0.0175
h	PHOIBLE	570	0.0171
ɲ	PHOIBLE	515	0.0154
r	PHOIBLE	470	0.0141
ɛ	PHOIBLE	433	0.0130
ɔ	PHOIBLE	429	0.0129
tʃ	PHOIBLE	425	0.0127
ʃ	PHOIBLE	399	0.0120
z	PHOIBLE	391	0.0117
ʔ	PHOIBLE	370	0.0111
dʒ	PHOIBLE	347	0.0104
v	PHOIBLE	340	0.0102
iː	PHOIBLE	314	0.0094
aː	PHOIBLE	302	0.0091
uː	PHOIBLE	292	0.0088
oː	PHOIBLE	268	0.0080
eː	PHOIBLE	265	0.0079
ə	PHOIBLE	251	0.0075
ts	PHOIBLE	227	0.0068
kp	PHOIBLE	205	0.0061
gb	PHOIBLE	199	0.0060
ʒ	PHOIBLE	196	0.0059
t̪	PHOIBLE	184	0.0055
ⁿb	PHOIBLE	171	0.0051
ⁿd	PHOIBLE	168	0.0050
ɾ	PHOIBLE	165	0.0049
ɟ	PHOIBLE	164	0.0049
c	PHOIBLE	163	0.0049
ⁿg	PHOIBLE	163	0.0049
x	PHOIBLE	160	0.0048
ɔː	PHOIBLE	155	0.0046
ɪ	PHOIBLE	154	0.0046
ɓ	PHOIBLE	153	0.0046
kʷ	PHOIBLE	152	0.0046
ɗ	PHOIBLE	152	0.0046
ɣ	PHOIBLE	152	0.0046
ɛː	PHOIBLE	147	0.0044
ʊ	PHOIBLE	143	0.0043
ĩ	PHOIBLE	137	0.0041
d̪	PHOIBLE	136	0.0041
ã	PHOIBLE	129	0.0039
ũ	PHOIBLE	124	0.0037
dz	PHOIBLE	118	0.0035
kʰ	PHOIBLE	117	0.0035
pʰ	PHOIBLE	115	0.0034
gʷ	PHOIBLE	113	0.0034
ɨ	PHOIBLE	101	0.0030
β	PHOIBLE	99	0.0030
tʰ	PHOIBLE	94	0.0028
ⁿdʒ	PHOIBLE	90	0.0027
ɑ	PHOIBLE	88	0.0026
õ	PHOIBLE	86	0.0026
ẽ	PHOIBLE	83	0.0025
ɛ̃	PHOIBLE	79	0.0024
ɔ̃	PHOIBLE	78	0.0023
kʼ	PHOIBLE	77	0.0023
n̪	PHOIBLE	73	0.0022
ⁿgb	PHOIBLE	67	0.0020
q	PHOIBLE	64	0.0019
ŋʷ	PHOIBLE	63	0.0019
tʼ	PHOIBLE	63	0.0019
tʃʼ	PHOIBLE	61	0.0018
ð	PHOIBLE	57	0.0017
