SizeA,SizeB,Glottocode,Parameter,DataA,DataB
28.0,28.0,gali1258,Sounds,PH,SAPHON
45.0,45.0,kabi1261,Sounds,PH,SAPHON
41.0,41.0,mono1270,Sounds,PH,SAPHON
31.0,31.0,indo1316,Sounds,PH,SAPHON
30.0,30.0,ital1282,Sounds,PH,SAPHON
29.0,27.5,sala1272,Sounds,PH,SAPHON
25.0,25.0,seri1257,Sounds,PH,SAPHON
54.0,54.0,sind1272,Sounds,PH,SAPHON
37.0,37.0,slov1268,Sounds,PH,SAPHON
35.0,35.0,swed1254,Sounds,PH,SAPHON
29.0,29.0,tuka1248,Sounds,PH,SAPHON
26.0,26.0,yine1238,Sounds,PH,SAPHON
32.0,32.0,kich1262,Sounds,PH,SAPHON
31.0,31.0,huam1248,Sounds,PH,SAPHON
32.0,32.0,sipa1247,Sounds,PH,SAPHON
36.0,36.0,chim1302,Sounds,PH,SAPHON
34.0,34.0,tlac1235,Sounds,PH,SAPHON
24.0,24.0,ambu1247,Sounds,PH,SAPHON
14.0,14.0,abau1245,Sounds,PH,SAPHON
35.0,35.0,qima1242,Sounds,PH,SAPHON
41.0,41.0,akha1245,Sounds,PH,SAPHON
32.0,32.0,alya1239,Sounds,PH,SAPHON
19.0,19.0,aman1265,Sounds,PH,SAPHON
43.0,43.0,anua1242,Sounds,PH,SAPHON
18.0,18.0,aran1237,Sounds,PH,SAPHON
22.0,22.0,bumb1241,Sounds,PH,SAPHON
49.0,49.0,tana1290,Sounds,PH,SAPHON
17.0,17.0,auuu1241,Sounds,PH,SAPHON
26.0,26.0,tinp1237,Sounds,PH,SAPHON
30.0,30.0,peta1245,Sounds,PH,SAPHON
44.0,44.0,pate1247,Sounds,PH,SAPHON
30.0,30.0,kela1255,Sounds,PH,SAPHON
21.0,21.0,surs1246,Sounds,PH,SAPHON
25.0,25.0,awar1248,Sounds,PH,SAPHON
56.0,56.0,awin1248,Sounds,PH,SAPHON
18.0,18.0,awtu1239,Sounds,PH,SAPHON
30.0,30.0,baba1264,Sounds,PH,SAPHON
33.0,33.0,baba1266,Sounds,PH,SAPHON
33.0,33.0,bako1249,Sounds,PH,SAPHON
37.0,37.0,nyon1241,Sounds,PH,SAPHON
32.0,32.0,bamu1256,Sounds,PH,SAPHON
36.0,36.0,bang1356,Sounds,PH,SAPHON
28.0,28.0,bata1285,Sounds,PH,SAPHON
17.0,17.0,bari1286,Sounds,PH,SAPHON
57.0,57.0,befa1241,Sounds,PH,SAPHON
23.0,23.0,idaa1241,Sounds,PH,SAPHON
25.0,25.0,bemb1257,Sounds,PH,SAPHON
26.0,26.0,berb1259,Sounds,PH,SAPHON
37.0,37.0,bett1235,Sounds,PH,SAPHON
24.0,24.0,biak1248,Sounds,PH,SAPHON
23.0,23.0,bili1250,Sounds,PH,SAPHON
35.0,35.0,bina1277,Sounds,PH,SAPHON
38.0,38.0,sout2840,Sounds,PH,SAPHON
38.0,38.0,nucl1695,Sounds,PH,SAPHON
29.0,29.0,bong1285,Sounds,PH,SAPHON
22.0,22.0,boro1277,Sounds,PH,SAPHON
41.0,41.0,brok1247,Sounds,PH,SAPHON
26.0,26.0,baga1272,Sounds,PH,SAPHON
39.0,39.0,bubi1249,Sounds,PH,SAPHON
30.0,30.0,buku1249,Sounds,PH,SAPHON
51.0,51.0,subi1246,Sounds,PH,SAPHON
54.0,54.0,tote1238,Sounds,PH,SAPHON
52.0,52.0,bamb1265,Sounds,PH,SAPHON
22.0,22.0,nort2845,Sounds,PH,SAPHON
24.0,24.0,onge1236,Sounds,PH,SAPHON
32.0,32.0,olut1240,Sounds,PH,SAPHON
57.0,57.0,jiar1240,Sounds,PH,SAPHON
29.0,29.0,suri1267,Sounds,PH,SAPHON
41.0,41.0,bilu1245,Sounds,PH,SAPHON
21.0,21.0,hoav1238,Sounds,PH,SAPHON
27.0,27.0,fili1244,Sounds,PH,SAPHON
27.0,27.0,ngad1261,Sounds,PH,SAPHON
33.0,33.0,muna1247,Sounds,PH,SAPHON
30.0,30.0,keoo1238,Sounds,PH,SAPHON
35.0,30.5,saki1248,Sounds,PH,SAPHON
18.0,18.0,tiwi1244,Sounds,PH,SAPHON
51.0,51.0,torw1241,Sounds,PH,SAPHON
38.0,38.0,thul1246,Sounds,PH,SAPHON
37.0,37.0,tsha1245,Sounds,PH,SAPHON
25.0,25.5,colo1256,Sounds,PH,SAPHON
35.0,35.0,tzut1248,Sounds,PH,SAPHON
47.0,47.0,pwon1235,Sounds,PH,SAPHON
37.0,37.0,tuvi1240,Sounds,PH,SAPHON
46.0,46.0,kinn1249,Sounds,PH,SAPHON
50.0,50.0,mewa1250,Sounds,PH,SAPHON
26.0,26.0,anei1239,Sounds,PH,SAPHON
29.0,29.0,zaiw1241,Sounds,PH,SAPHON
25.0,25.0,chic1270,Sounds,PH,SAPHON
39.0,39.0,friu1240,Sounds,PH,SAPHON
53.0,53.0,jica1244,Sounds,PH,SAPHON
36.0,36.0,egaa1242,Sounds,PH,SAPHON
36.0,36.0,adam1253,Sounds,PH,SAPHON
29.0,29.0,west2441,Sounds,PH,SAPHON
24.0,24.0,sanu1240,Sounds,PH,SAPHON
20.0,20.5,wari1268,Sounds,PH,SAPHON
20.0,20.0,crow1244,Sounds,PH,SAPHON
31.0,31.0,lyel1241,Sounds,PH,SAPHON
50.0,50.0,fwee1238,Consonants,PH,SAPHON
75.0,75.0,yeyi1239,Consonants,PH,SAPHON
20.0,20.0,cavi1250,Consonants,PH,SAPHON
19.0,19.0,cham1318,Consonants,PH,SAPHON
32.0,32.0,chec1245,Consonants,PH,SAPHON
18.0,18.0,chep1245,Consonants,PH,SAPHON
19.0,19.0,east2328,Consonants,PH,SAPHON
28.0,28.0,leal1235,Consonants,PH,SAPHON
20.0,20.0,chol1282,Consonants,PH,SAPHON
20.0,20.0,chra1242,Consonants,PH,SAPHON
36.0,36.0,barb1263,Consonants,PH,SAPHON
40.0,40.0,coeu1236,Consonants,PH,SAPHON
12.0,12.0,coma1245,Consonants,PH,SAPHON
27.0,27.0,cupe1243,Consonants,PH,SAPHON
27.0,27.0,cuvo1236,Consonants,PH,SAPHON
22.0,22.0,deny1238,Consonants,PH,SAPHON
34.0,34.0,nepa1253,Consonants,PH,SAPHON
17.0,17.0,mufi1238,Consonants,PH,SAPHON
17.0,17.0,usar1243,Consonants,PH,SAPHON
19.0,19.0,kora1295,Consonants,PH,SAPHON
11.0,11.0,binu1245,Consonants,PH,SAPHON
30.0,30.0,eggo1239,Consonants,PH,SAPHON
13.0,13.0,endo1242,Consonants,PH,SAPHON
29.0,29.0,esim1238,Consonants,PH,SAPHON
25.0,25.0,fang1246,Consonants,PH,SAPHON
31.0,31.0,furu1242,Consonants,PH,SAPHON
17.0,17.0,kara1476,Consonants,PH,SAPHON
24.0,24.0,gbar1246,Consonants,PH,SAPHON
13.0,13.0,goli1247,Consonants,PH,SAPHON
14.0,14.5,guaj1255,Consonants,PH,SAPHON
19.0,19.0,gunw1252,Consonants,PH,SAPHON
19.0,19.0,haya1250,Consonants,PH,SAPHON
11.0,11.0,huro1249,Consonants,PH,SAPHON
15.0,15.0,huic1243,Consonants,PH,SAPHON
20.0,20.0,huay1240,Consonants,PH,SAPHON
18.0,18.0,sanm1287,Consonants,PH,SAPHON
22.0,19.0,jauj1238,Consonants,PH,SAPHON
17.0,17.0,luya1241,Consonants,PH,SAPHON
13.0,13.0,imon1245,Consonants,PH,SAPHON
35.0,35.0,ingu1240,Consonants,PH,SAPHON
9.0,9.0,kris1246,Consonants,PH,SAPHON
19.0,19.0,yalu1240,Consonants,PH,SAPHON
28.0,28.0,izer1241,Consonants,PH,SAPHON
11.0,11.0,jama1261,Consonants,PH,SAPHON
39.0,39.0,jeme1245,Consonants,PH,SAPHON
29.0,29.0,liji1238,Consonants,PH,SAPHON
27.0,27.0,kaby1243,Consonants,PH,SAPHON
28.0,28.0,gida1247,Consonants,PH,SAPHON
14.0,14.0,kaya1329,Consonants,PH,SAPHON
23.0,23.0,kama1367,Consonants,PH,SAPHON
12.0,12.0,kano1245,Consonants,PH,SAPHON
55.0,55.0,kens1251,Consonants,PH,SAPHON
16.0,16.0,east2398,Consonants,PH,SAPHON
22.0,22.0,kari1301,Consonants,PH,SAPHON
21.0,21.0,keny1279,Consonants,PH,SAPHON
37.0,37.0,khar1287,Consonants,PH,SAPHON
21.0,21.0,chon1284,Consonants,PH,SAPHON
39.0,39.0,kiny1244,Consonants,PH,SAPHON
24.0,24.0,kiri1254,Consonants,PH,SAPHON
22.0,22.0,koko1269,Consonants,PH,SAPHON
27.0,27.0,bako1250,Consonants,PH,SAPHON
31.0,31.0,konn1242,Consonants,PH,SAPHON
22.0,22.0,kuay1244,Consonants,PH,SAPHON
22.0,22.0,kulu1253,Consonants,PH,SAPHON
13.0,13.0,kuot1243,Consonants,PH,SAPHON
32.0,32.0,kusu1250,Consonants,PH,SAPHON
22.0,22.0,kuvi1243,Consonants,PH,SAPHON
29.0,24.0,kwaz1243,Consonants,PH,SAPHON
33.0,33.0,lada1244,Consonants,PH,SAPHON
32.0,32.0,lang1320,Consonants,PH,SAPHON
28.0,28.0,laoo1244,Consonants,PH,SAPHON
15.0,15.0,lavu1241,Consonants,PH,SAPHON
27.0,27.0,bafa1247,Consonants,PH,SAPHON
22.0,22.0,lund1266,Consonants,PH,SAPHON
32.0,32.0,luch1239,Consonants,PH,SAPHON
22.0,22.0,orok1266,Consonants,PH,SAPHON
26.0,26.0,mace1250,Consonants,PH,SAPHON
22.0,22.0,mada1293,Consonants,PH,SAPHON
45.0,45.0,madi1260,Consonants,PH,SAPHON
13.0,13.0,mana1295,Consonants,PH,SAPHON
39.0,39.0,bame1260,Consonants,PH,SAPHON
30.0,30.0,mana1288,Consonants,PH,SAPHON
29.0,29.0,ngem1255,Consonants,PH,SAPHON
19.0,19.0,mara1385,Consonants,PH,SAPHON
11.0,11.0,maib1239,Consonants,PH,SAPHON
28.0,28.0,gbay1281,Consonants,PH,SAPHON
16.0,16.0,medu1238,Consonants,PH,SAPHON
30.0,30.0,ming1252,Consonants,PH,SAPHON
27.0,27.0,mmen1238,Consonants,PH,SAPHON
22.0,22.0,moke1242,Consonants,PH,SAPHON
26.0,23.0,mose1249,Consonants,PH,SAPHON
29.0,29.0,mpon1254,Consonants,PH,SAPHON
21.0,21.0,mung1266,Consonants,PH,SAPHON
47.0,47.0,mvum1238,Consonants,PH,SAPHON
15.0,15.0,motl1237,Consonants,PH,SAPHON
9.0,9.0,nami1256,Consonants,PH,SAPHON
30.0,30.0,ndem1249,Consonants,PH,SAPHON
31.0,31.0,mesc1238,Consonants,PH,SAPHON
28.0,28.0,quec1382,Consonants,PH,SAPHON
14.0,14.0,nank1250,Consonants,PH,SAPHON
13.0,13.0,nand1266,Consonants,PH,SAPHON
20.0,20.0,kima1246,Consonants,PH,SAPHON
36.0,36.0,naki1238,Consonants,PH,SAPHON
20.0,20.0,mich1245,Consonants,PH,SAPHON
26.0,26.0,naga1394,Consonants,PH,SAPHON
26.0,26.0,ngos1238,Consonants,PH,SAPHON
17.0,17.0,ngal1293,Consonants,PH,SAPHON
20.0,20.0,nang1259,Consonants,PH,SAPHON
21.0,21.0,ngom1272,Consonants,PH,SAPHON
37.0,37.0,ngom1271,Consonants,PH,SAPHON
37.0,37.0,nuuc1236,Consonants,PH,SAPHON
24.0,24.0,nort2684,Consonants,PH,SAPHON
14.0,14.0,nort2954,Consonants,PH,SAPHON
30.0,30.0,nubi1253,Consonants,PH,SAPHON
20.0,20.0,nuer1246,Consonants,PH,SAPHON
19.0,19.0,elip1238,Consonants,PH,SAPHON
36.0,36.0,nyam1276,Consonants,PH,SAPHON
20.0,20.0,nyeu1238,Consonants,PH,SAPHON
22.0,22.0,obol1243,Consonants,PH,SAPHON
13.0,13.0,mian1257,Consonants,PH,SAPHON
12.0,12.0,faiw1243,Consonants,PH,SAPHON
18.0,18.0,okuu1243,Consonants,PH,SAPHON
30.0,30.0,osse1243,Consonants,PH,SAPHON
10.0,10.0,pala1344,Consonants,PH,SAPHON
12.0,12.0,orok1269,Consonants,PH,SAPHON
12.0,12.0,yill1241,Consonants,PH,SAPHON
14.0,14.0,ning1273,Consonants,PH,SAPHON
19.0,19.0,dobu1241,Consonants,PH,SAPHON
12.0,12.0,samo1303,Consonants,PH,SAPHON
16.0,16.0,urii1240,Consonants,PH,SAPHON
17.0,17.0,boik1241,Consonants,PH,SAPHON
17.0,17.0,phai1238,Consonants,PH,SAPHON
17.0,17.0,mall1246,Consonants,PH,SAPHON
19.0,19.0,rama1270,Consonants,PH,SAPHON
15.0,15.0,matb1237,Consonants,PH,SAPHON
22.0,22.0,rund1242,Consonants,PH,SAPHON
20.0,20.0,nyan1307,Consonants,PH,SAPHON
36.0,36.0,marw1260,Consonants,PH,SAPHON
22.0,22.0,samb1305,Consonants,PH,SAPHON
18.0,18.0,sout2844,Consonants,PH,SAPHON
20.0,20.0,samr1245,Consonants,PH,SAPHON
13.0,12.0,saba1268,Consonants,PH,SAPHON
35.0,35.0,saan1246,Consonants,PH,SAPHON
19.0,19.0,sasa1249,Consonants,PH,SAPHON
19.0,19.0,sora1254,Consonants,PH,SAPHON
19.0,19.0,sayu1241,Consonants,PH,SAPHON
12.0,13.0,seco1241,Consonants,PH,SAPHON
33.0,33.0,taro1264,Consonants,PH,SAPHON
11.0,11.0,seim1238,Consonants,PH,SAPHON
33.0,33.0,seme1247,Consonants,PH,SAPHON
33.0,33.0,serr1255,Consonants,PH,SAPHON
28.0,28.0,shab1252,Consonants,PH,SAPHON
14.0,14.5,yawa1260,Consonants,PH,SAPHON
18.0,18.0,mako1251,Consonants,PH,SAPHON
37.0,37.0,shon1251,Consonants,PH,SAPHON
28.0,28.0,bamu1253,Consonants,PH,SAPHON
15.0,15.0,siar1238,Consonants,PH,SAPHON
48.0,48.0,sera1259,Consonants,PH,SAPHON
13.0,13.0,shaw1249,Consonants,PH,SAPHON
13.0,13.0,nucl1634,Consonants,PH,SAPHON
22.0,22.0,aheu1239,Consonants,PH,SAPHON
15.0,15.0,sout2856,Consonants,PH,SAPHON
38.0,38.0,spok1245,Consonants,PH,SAPHON
29.0,29.0,sata1237,Consonants,PH,SAPHON
22.0,22.0,ulwa1239,Consonants,PH,SAPHON
20.0,19.5,hupd1244,Consonants,PH,SAPHON
20.0,20.0,chim1300,Consonants,PH,SAPHON
23.0,23.0,loxi1235,Consonants,PH,SAPHON
24.0,24.0,yuki1243,Consonants,PH,SAPHON
28.0,28.0,yape1248,Consonants,PH,SAPHON
23.0,23.0,yuro1248,Consonants,PH,SAPHON
18.0,18.0,yura1255,Consonants,PH,SAPHON
21.0,21.0,sout2750,Consonants,PH,SAPHON
16.0,16.0,wamb1259,Consonants,PH,SAPHON
26.0,26.0,wash1253,Consonants,PH,SAPHON
9.0,9.0,waya1269,Consonants,PH,SAPHON
15.0,15.0,woge1237,Consonants,PH,SAPHON
12.0,12.0,huar1255,Consonants,PH,SAPHON
28.0,28.0,vaii1241,Consonants,PH,SAPHON
24.0,24.0,ukra1253,Consonants,PH,SAPHON
30.0,30.0,phal1254,Consonants,PH,SAPHON
25.5,25.5,east2440,Consonants,PH,SAPHON
15.0,15.0,tapi1253,Consonants,PH,SAPHON
14.0,14.0,baru1269,Consonants,PH,SAPHON
11.0,11.0,tatu1247,Consonants,PH,SAPHON
23.0,23.0,tagw1240,Consonants,PH,SAPHON
22.0,22.0,maza1291,Consonants,PH,SAPHON
20.0,20.0,paok1235,Consonants,PH,SAPHON
20.0,20.0,tern1247,Consonants,PH,SAPHON
21.0,20.0,toba1269,Consonants,PH,SAPHON
38.0,38.0,east2295,Consonants,PH,SAPHON
24.0,24.0,dutc1256,Consonants,PH,SAPHON
16.0,16.0,malo1243,Consonants,PH,SAPHON
19.0,19.0,gayo1244,Consonants,PH,SAPHON
21.0,21.0,jama1262,Consonants,PH,SAPHON
26.0,26.0,mamb1294,Consonants,PH,SAPHON
17.0,17.0,ibib1240,Consonants,PH,SAPHON
21.0,21.0,tami1289,Consonants,PH,SAPHON
28.0,28.0,zoog1238,Consonants,PH,SAPHON
17.0,17.0,baga1273,Consonants,PH,SAPHON
12.0,12.0,sout2895,Consonants,PH,SAPHON
14.0,14.0,sela1259,Consonants,PH,SAPHON
38.0,38.0,tsuv1239,Consonants,PH,SAPHON
16.0,16.0,hang1263,Consonants,PH,SAPHON
24.0,24.0,blan1242,Consonants,PH,SAPHON
17.0,17.0,tata1257,Consonants,PH,SAPHON
24.0,24.0,tibe1272,Consonants,PH,SAPHON
30.0,30.0,chee1238,Consonants,PH,SAPHON
26.0,26.0,tolo1259,Consonants,PH,SAPHON
42.0,42.0,pagi1243,Consonants,PH,SAPHON
15.0,15.0,choc1276,Consonants,PH,SAPHON
25.0,25.0,mich1243,Consonants,PH,SAPHON
18.0,18.0,pila1245,Consonants,PH,SAPHON
38.0,38.0,yuch1247,Consonants,PH,SAPHON
25.0,18.0,bani1255,Consonants,PH,SAPHON
11.0,11.0,kari1311,Consonants,PH,SAPHON
24.0,24.0,nort2943,Consonants,PH,SAPHON
29.0,29.0,sanj1284,Consonants,PH,SAPHON
21.0,21.0,tzot1259,Consonants,PH,SAPHON
25.0,25.0,sida1246,Consonants,PH,SAPHON
17.0,17.0,west2560,Consonants,PH,SAPHON
33.0,33.0,chim1301,Consonants,PH,SAPHON
26.0,26.0,hueh1236,Consonants,PH,SAPHON
19.0,19.0,utes1238,Consonants,PH,SAPHON
15.0,15.0,dupa1235,Consonants,PH,SAPHON
12.0,12.0,tong1325,Consonants,PH,SAPHON
29.0,29.0,lake1258,Consonants,PH,SAPHON
27.0,27.0,lazz1240,Consonants,PH,SAPHON
19.0,19.0,juan1238,Consonants,PH,SAPHON
18.0,18.0,adan1251,Consonants,PH,SAPHON
38.0,38.0,ambe1247,Consonants,PH,SAPHON
14.0,14.0,apur1254,Consonants,PH,SAPHON
21.0,21.0,achi1257,Consonants,PH,SAPHON
24.0,24.0,anti1245,Consonants,PH,SAPHON
17.0,17.0,akla1241,Consonants,PH,SAPHON
16.0,15.0,arhu1242,Consonants,PH,SAPHON
14.0,14.0,karo1306,Consonants,PH,SAPHON
34.0,34.0,liby1240,Consonants,PH,SAPHON
18.0,18.0,bata1289,Consonants,PH,SAPHON
16.0,16.0,baou1238,Consonants,PH,SAPHON
21.0,21.0,bond1245,Consonants,PH,SAPHON
28.0,28.0,bike1242,Consonants,PH,SAPHON
13.0,13.0,siks1238,Consonants,PH,SAPHON
12.0,12.0,bilo1248,Consonants,PH,SAPHON
22.0,22.0,beli1260,Consonants,PH,SAPHON
15.0,15.0,koas1236,Consonants,PH,SAPHON
37.0,37.0,como1259,Consonants,PH,SAPHON
18.0,18.0,soch1239,Consonants,PH,SAPHON
30.0,30.0,diml1238,Consonants,PH,SAPHON
26.0,26.0,yekh1238,Consonants,PH,SAPHON
23.0,23.0,nort2626,Consonants,PH,SAPHON
32.0,32.0,guja1253,Consonants,PH,SAPHON
16.0,16.0,guan1269,Consonants,PH,SAPHON
20.0,20.0,hung1278,Consonants,PH,SAPHON
32.0,32.0,halk1245,Consonants,PH,SAPHON
26.0,26.0,huas1242,Consonants,PH,SAPHON
17.0,17.0,ilok1237,Consonants,PH,SAPHON
23.0,23.0,kadi1248,Consonants,PH,SAPHON
28.0,28.0,kute1248,Consonants,PH,SAPHON
14.0,15.0,awac1239,Consonants,PH,SAPHON
25.0,25.0,lisu1250,Consonants,PH,SAPHON
16.0,16.0,loni1238,Consonants,PH,SAPHON
23.0,23.0,mola1238,Consonants,PH,SAPHON
15.0,15.0,mats1244,Consonants,PH,SAPHON
25.0,25.0,mani1292,Consonants,PH,SAPHON
19.0,19.0,mand1436,Consonants,PH,SAPHON
23.0,22.0,moco1246,Consonants,PH,SAPHON
33.0,33.0,mamm1241,Consonants,PH,SAPHON
17.0,17.0,mund1330,Consonants,PH,SAPHON
32.0,32.0,nisg1240,Consonants,PH,SAPHON
23.0,23.0,nort2627,Consonants,PH,SAPHON
40.0,40.0,nort2984,Consonants,PH,SAPHON
23.0,23.0,pana1305,Consonants,PH,SAPHON
23.0,23.0,nige1257,Consonants,PH,SAPHON
29.0,29.0,nort2966,Consonants,PH,SAPHON
19.0,19.0,texi1237,Consonants,PH,SAPHON
18.0,18.0,khan1273,Consonants,PH,SAPHON
23.0,23.0,stan1289,Consonants,PH,SAPHON
25.0,25.0,croa1245,Consonants,PH,SAPHON
25.0,25.0,czec1258,Consonants,PH,SAPHON
21.0,21.0,gali1258,Consonants,PH,SAPHON
22.0,22.0,kabi1261,Consonants,PH,SAPHON
33.0,33.0,mono1270,Consonants,PH,SAPHON
22.0,22.0,indo1316,Consonants,PH,SAPHON
23.0,23.0,ital1282,Consonants,PH,SAPHON
24.0,23.5,sala1272,Consonants,PH,SAPHON
17.0,17.0,seri1257,Consonants,PH,SAPHON
44.0,44.0,sind1272,Consonants,PH,SAPHON
21.0,21.0,slov1268,Consonants,PH,SAPHON
18.0,18.0,swed1254,Consonants,PH,SAPHON
24.0,24.0,tuka1248,Consonants,PH,SAPHON
16.0,16.0,yine1238,Consonants,PH,SAPHON
22.0,22.0,kich1262,Consonants,PH,SAPHON
21.0,21.0,huam1248,Consonants,PH,SAPHON
22.0,22.0,sipa1247,Consonants,PH,SAPHON
31.0,31.0,chim1302,Consonants,PH,SAPHON
24.0,24.0,tlac1235,Consonants,PH,SAPHON
17.0,17.0,ambu1247,Consonants,PH,SAPHON
9.0,9.0,abau1245,Consonants,PH,SAPHON
28.0,28.0,qima1242,Consonants,PH,SAPHON
28.0,28.0,akha1245,Consonants,PH,SAPHON
25.0,25.0,alya1239,Consonants,PH,SAPHON
14.0,14.0,aman1265,Consonants,PH,SAPHON
19.0,19.0,anua1242,Consonants,PH,SAPHON
13.0,13.0,aran1237,Consonants,PH,SAPHON
15.0,15.0,bumb1241,Consonants,PH,SAPHON
35.0,35.0,tana1290,Consonants,PH,SAPHON
10.0,10.0,auuu1241,Consonants,PH,SAPHON
12.0,12.0,tinp1237,Consonants,PH,SAPHON
15.0,15.0,peta1245,Consonants,PH,SAPHON
30.0,30.0,pate1247,Consonants,PH,SAPHON
16.0,16.0,kela1255,Consonants,PH,SAPHON
15.0,15.0,surs1246,Consonants,PH,SAPHON
19.0,19.0,awar1248,Consonants,PH,SAPHON
39.0,39.0,awin1248,Consonants,PH,SAPHON
11.0,11.0,awtu1239,Consonants,PH,SAPHON
23.0,23.0,baba1264,Consonants,PH,SAPHON
26.0,26.0,baba1266,Consonants,PH,SAPHON
26.0,26.0,bako1249,Consonants,PH,SAPHON
23.0,23.0,nyon1241,Consonants,PH,SAPHON
23.0,23.0,bamu1256,Consonants,PH,SAPHON
27.0,27.0,bang1356,Consonants,PH,SAPHON
20.0,20.0,bata1285,Consonants,PH,SAPHON
12.0,12.0,bari1286,Consonants,PH,SAPHON
43.0,43.0,befa1241,Consonants,PH,SAPHON
17.0,17.0,idaa1241,Consonants,PH,SAPHON
15.0,15.0,bemb1257,Consonants,PH,SAPHON
20.0,20.0,berb1259,Consonants,PH,SAPHON
22.0,22.0,bett1235,Consonants,PH,SAPHON
14.0,14.0,biak1248,Consonants,PH,SAPHON
17.0,17.0,bili1250,Consonants,PH,SAPHON
11.0,11.0,bina1277,Consonants,PH,SAPHON
19.0,19.0,sout2840,Consonants,PH,SAPHON
28.0,28.0,nucl1695,Consonants,PH,SAPHON
18.0,18.0,bong1285,Consonants,PH,SAPHON
16.0,16.0,boro1277,Consonants,PH,SAPHON
31.0,31.0,brok1247,Consonants,PH,SAPHON
18.0,18.0,baga1272,Consonants,PH,SAPHON
25.0,25.0,bubi1249,Consonants,PH,SAPHON
20.0,20.0,buku1249,Consonants,PH,SAPHON
46.0,46.0,subi1246,Consonants,PH,SAPHON
44.0,44.0,tote1238,Consonants,PH,SAPHON
34.0,34.0,bamb1265,Consonants,PH,SAPHON
12.0,12.0,nort2845,Consonants,PH,SAPHON
16.0,16.0,onge1236,Consonants,PH,SAPHON
20.0,20.0,olut1240,Consonants,PH,SAPHON
49.0,49.0,jiar1240,Consonants,PH,SAPHON
22.0,22.0,suri1267,Consonants,PH,SAPHON
16.0,16.0,bilu1245,Consonants,PH,SAPHON
16.0,16.0,hoav1238,Consonants,PH,SAPHON
17.0,17.0,fili1244,Consonants,PH,SAPHON
21.0,21.0,ngad1261,Consonants,PH,SAPHON
28.0,28.0,muna1247,Consonants,PH,SAPHON
24.0,24.0,keoo1238,Consonants,PH,SAPHON
15.0,15.5,saki1248,Consonants,PH,SAPHON
14.0,14.0,tiwi1244,Consonants,PH,SAPHON
38.0,38.0,torw1241,Consonants,PH,SAPHON
30.0,30.0,thul1246,Consonants,PH,SAPHON
32.0,32.0,tsha1245,Consonants,PH,SAPHON
16.0,16.0,colo1256,Consonants,PH,SAPHON
25.0,25.0,tzut1248,Consonants,PH,SAPHON
23.0,23.0,pwon1235,Consonants,PH,SAPHON
21.0,21.0,tuvi1240,Consonants,PH,SAPHON
31.0,31.0,kinn1249,Consonants,PH,SAPHON
30.0,30.0,mewa1250,Consonants,PH,SAPHON
21.0,21.0,anei1239,Consonants,PH,SAPHON
21.0,21.0,zaiw1241,Consonants,PH,SAPHON
16.0,16.0,chic1270,Consonants,PH,SAPHON
25.0,25.0,friu1240,Consonants,PH,SAPHON
34.0,34.0,jica1244,Consonants,PH,SAPHON
27.0,27.0,egaa1242,Consonants,PH,SAPHON
27.0,27.0,adam1253,Consonants,PH,SAPHON
26.0,26.0,west2441,Consonants,PH,SAPHON
11.0,11.0,sanu1240,Consonants,PH,SAPHON
14.0,14.5,wari1268,Consonants,PH,SAPHON
10.0,10.0,crow1244,Consonants,PH,SAPHON
21.0,21.0,lyel1241,Consonants,PH,SAPHON
10.0,10.0,fwee1238,Vowels,PH,SAPHON
13.0,13.0,yeyi1239,Vowels,PH,SAPHON
4.0,4.0,cavi1250,Vowels,PH,SAPHON
10.0,10.0,cham1318,Vowels,PH,SAPHON
12.0,12.0,chec1245,Vowels,PH,SAPHON
6.0,6.0,chep1245,Vowels,PH,SAPHON
8.0,8.0,east2328,Vowels,PH,SAPHON
7.0,7.0,leal1235,Vowels,PH,SAPHON
6.0,6.0,chol1282,Vowels,PH,SAPHON
13.0,13.0,chra1242,Vowels,PH,SAPHON
6.0,6.0,barb1263,Vowels,PH,SAPHON
8.0,8.0,coeu1236,Vowels,PH,SAPHON
6.0,6.0,coma1245,Vowels,PH,SAPHON
11.0,11.0,cupe1243,Vowels,PH,SAPHON
2.0,2.0,cuvo1236,Vowels,PH,SAPHON
8.0,8.0,deny1238,Vowels,PH,SAPHON
5.0,5.0,nepa1253,Vowels,PH,SAPHON
5.0,5.0,mufi1238,Vowels,PH,SAPHON
5.0,5.0,usar1243,Vowels,PH,SAPHON
5.0,5.0,kora1295,Vowels,PH,SAPHON
5.0,5.0,binu1245,Vowels,PH,SAPHON
7.0,7.0,eggo1239,Vowels,PH,SAPHON
20.0,20.0,endo1242,Vowels,PH,SAPHON
8.0,8.0,esim1238,Vowels,PH,SAPHON
16.0,16.0,fang1246,Vowels,PH,SAPHON
10.0,10.0,furu1242,Vowels,PH,SAPHON
3.0,3.0,kara1476,Vowels,PH,SAPHON
7.0,7.0,gbar1246,Vowels,PH,SAPHON
10.0,10.0,goli1247,Vowels,PH,SAPHON
7.0,7.0,guaj1255,Vowels,PH,SAPHON
5.0,5.0,gunw1252,Vowels,PH,SAPHON
10.0,10.0,haya1250,Vowels,PH,SAPHON
6.0,6.0,huro1249,Vowels,PH,SAPHON
10.0,10.0,huic1243,Vowels,PH,SAPHON
10.0,10.0,huay1240,Vowels,PH,SAPHON
6.0,6.0,sanm1287,Vowels,PH,SAPHON
