SizeA,SizeB,Glottocode,Parameter,DataA,DataB
8.0,8.0,stan1318,Vowels,JIPA,UZ
8.0,10.0,assa1263,Vowels,JIPA,UZ
7.0,7.0,bard1255,Vowels,JIPA,UZ
23.0,23.0,beng1280,Vowels,JIPA,UZ
19.5,15.5,stan1293,Vowels,JIPA,UZ
6.0,6.0,taji1245,Vowels,JIPA,UZ
8.0,7.0,bulg1262,Vowels,JIPA,UZ
4.0,4.0,east2379,Vowels,JIPA,UZ
11.0,6.0,cent2092,Vowels,JIPA,UZ
34.0,21.0,yuec1235,Vowels,JIPA,UZ
6.0,8.0,coco1260,Vowels,JIPA,UZ
23.0,49.0,dani1285,Vowels,JIPA,UZ
22.0,33.0,dutc1256,Vowels,JIPA,UZ
6.0,8.0,ersu1241,Vowels,JIPA,UZ
70.0,9.0,esto1258,Vowels,JIPA,UZ
28.0,28.0,port1283,Vowels,JIPA,UZ
14.0,15.0,stan1290,Vowels,JIPA,UZ
19.0,19.0,stan1295,Vowels,JIPA,UZ
10.0,10.0,haus1257,Vowels,JIPA,UZ
5.0,5.0,hebr1245,Vowels,JIPA,UZ
21.0,11.0,hind1269,Vowels,JIPA,UZ
15.0,15.0,iris1253,Vowels,JIPA,UZ
5.0,14.0,ladi1251,Vowels,JIPA,UZ
12.0,7.0,isth1244,Vowels,JIPA,UZ
5.0,5.0,nucl1643,Vowels,JIPA,UZ
3.0,4.0,keda1250,Vowels,JIPA,UZ
17.0,6.0,kera1255,Vowels,JIPA,UZ
28.0,28.0,kore1280,Vowels,JIPA,UZ
8.0,8.0,kumz1235,Vowels,JIPA,UZ
10.0,8.0,kuna1268,Vowels,JIPA,UZ
14.0,13.5,shix1238,Vowels,JIPA,UZ
38.0,39.0,sout2832,Vowels,JIPA,UZ
30.0,22.0,luxe1241,Vowels,JIPA,UZ
28.0,28.0,besi1244,Vowels,JIPA,UZ
12.0,10.0,nara1262,Vowels,JIPA,UZ
11.0,21.0,nepa1254,Vowels,JIPA,UZ
6.0,6.0,west2369,Vowels,JIPA,UZ
8.0,8.0,pitj1243,Vowels,JIPA,UZ
14.0,15.0,slov1269,Vowels,JIPA,UZ
11.0,11.0,sout2672,Vowels,JIPA,UZ
5.0,5.0,nucl1302,Vowels,JIPA,UZ
6.0,6.0,stan1306,Vowels,JIPA,UZ
5.0,5.0,mode1248,Vowels,JIPA,UZ
6.0,6.0,sumi1235,Vowels,JIPA,UZ
3.0,3.0,tach1250,Vowels,JIPA,UZ
3.0,3.0,taus1251,Vowels,JIPA,UZ
9.0,15.0,timn1235,Vowels,JIPA,UZ
15.0,15.0,tera1251,Vowels,JIPA,UZ
21.0,21.0,thai1261,Vowels,JIPA,UZ
12.0,12.0,nucl1301,Vowels,JIPA,UZ
29.0,29.0,swis1247,Vowels,JIPA,UZ
31.0,31.0,indo1316,Sounds,JIPA,GM
37.0,23.0,maka1311,Sounds,JIPA,GM
59.0,58.0,sand1273,Sounds,JIPA,GM
49.0,51.0,shil1265,Sounds,JIPA,GM
36.0,23.0,east2440,Sounds,JIPA,GM
69.0,37.0,tach1250,Sounds,JIPA,GM
22.0,23.0,indo1316,Consonants,JIPA,GM
32.0,18.0,maka1311,Consonants,JIPA,GM
44.0,43.0,sand1273,Consonants,JIPA,GM
19.0,25.0,shil1265,Consonants,JIPA,GM
31.0,18.0,east2440,Consonants,JIPA,GM
66.0,33.0,tach1250,Consonants,JIPA,GM
9.0,8.0,indo1316,Vowels,JIPA,GM
5.0,5.0,maka1311,Vowels,JIPA,GM
15.0,15.0,sand1273,Vowels,JIPA,GM
30.0,26.0,shil1265,Vowels,JIPA,GM
5.0,5.0,east2440,Vowels,JIPA,GM
3.0,4.0,tach1250,Vowels,JIPA,GM
44.0,36.0,basa1284,Sounds,JIPA,AA
42.0,37.0,haus1257,Sounds,JIPA,AA
38.0,36.0,nucl1417,Sounds,JIPA,AA
51.0,47.0,kabi1261,Sounds,JIPA,AA
28.0,26.0,timn1235,Sounds,JIPA,AA
30.0,29.0,basa1284,Consonants,JIPA,AA
32.0,29.0,haus1257,Consonants,JIPA,AA
27.0,28.0,nucl1417,Consonants,JIPA,AA
26.0,24.0,kabi1261,Consonants,JIPA,AA
19.0,17.0,timn1235,Consonants,JIPA,AA
14.0,7.0,basa1284,Vowels,JIPA,AA
10.0,8.0,haus1257,Vowels,JIPA,AA
11.0,8.0,nucl1417,Vowels,JIPA,AA
25.0,23.0,kabi1261,Vowels,JIPA,AA
9.0,9.0,timn1235,Vowels,JIPA,AA
31.0,37.0,assa1263,Sounds,JIPA,RA
79.0,48.0,beng1280,Sounds,JIPA,RA
85.0,58.0,hind1269,Sounds,JIPA,RA
67.0,47.0,nepa1254,Sounds,JIPA,RA
66.0,61.0,sind1272,Sounds,JIPA,RA
35.0,46.0,sumi1235,Sounds,JIPA,RA
23.0,22.0,assa1263,Consonants,JIPA,RA
56.0,34.0,beng1280,Consonants,JIPA,RA
64.0,37.0,hind1269,Consonants,JIPA,RA
56.0,35.0,nepa1254,Consonants,JIPA,RA
46.0,41.0,sind1272,Consonants,JIPA,RA
29.0,35.0,sumi1235,Consonants,JIPA,RA
8.0,15.0,assa1263,Vowels,JIPA,RA
23.0,14.0,beng1280,Vowels,JIPA,RA
21.0,21.0,hind1269,Vowels,JIPA,RA
11.0,12.0,nepa1254,Vowels,JIPA,RA
20.0,20.0,sind1272,Vowels,JIPA,RA
6.0,11.0,sumi1235,Vowels,JIPA,RA
36.0,25.0,bemb1257,Sounds,JIPA,SAPHON
31.0,39.0,stan1289,Sounds,JIPA,SAPHON
43.0,25.0,chic1270,Sounds,JIPA,SAPHON
37.0,36.0,croa1245,Sounds,JIPA,SAPHON
39.0,38.0,czec1258,Sounds,JIPA,SAPHON
42.0,39.0,dutc1256,Sounds,JIPA,SAPHON
36.0,36.0,egaa1242,Sounds,JIPA,SAPHON
29.0,28.0,gali1258,Sounds,JIPA,SAPHON
27.0,27.0,gayo1244,Sounds,JIPA,SAPHON
31.0,30.0,ibib1240,Sounds,JIPA,SAPHON
31.0,31.0,indo1316,Sounds,JIPA,SAPHON
30.0,30.0,ital1282,Sounds,JIPA,SAPHON
33.0,33.0,jama1262,Sounds,JIPA,SAPHON
52.0,53.0,jica1244,Sounds,JIPA,SAPHON
51.0,45.0,kabi1261,Sounds,JIPA,SAPHON
31.0,30.0,keoo1238,Sounds,JIPA,SAPHON
47.0,33.0,lisu1250,Sounds,JIPA,SAPHON
60.0,50.0,mamb1294,Sounds,JIPA,SAPHON
28.0,28.0,mapu1245,Sounds,JIPA,SAPHON
41.0,41.0,mono1270,Sounds,JIPA,SAPHON
33.0,28.0,niva1238,Sounds,JIPA,SAPHON
42.0,47.0,nuuc1236,Sounds,JIPA,SAPHON
40.0,40.0,phal1254,Sounds,JIPA,SAPHON
27.0,27.5,sala1272,Sounds,JIPA,SAPHON
26.0,25.0,seri1257,Sounds,JIPA,SAPHON
21.0,21.0,jebe1250,Sounds,JIPA,SAPHON
66.0,54.0,sind1272,Sounds,JIPA,SAPHON
29.0,37.0,slov1268,Sounds,JIPA,SAPHON
44.0,43.0,spok1245,Sounds,JIPA,SAPHON
44.0,47.0,east2295,Sounds,JIPA,SAPHON
35.0,35.0,swed1254,Sounds,JIPA,SAPHON
36.0,30.5,east2440,Sounds,JIPA,SAPHON
21.0,21.0,malo1243,Sounds,JIPA,SAPHON
28.0,33.0,tami1289,Sounds,JIPA,SAPHON
23.0,24.0,tena1240,Sounds,JIPA,SAPHON
29.0,29.0,tuka1248,Sounds,JIPA,SAPHON
38.0,30.0,ukra1253,Sounds,JIPA,SAPHON
26.0,26.0,yine1238,Sounds,JIPA,SAPHON
26.0,15.0,bemb1257,Consonants,JIPA,SAPHON
24.0,23.0,stan1289,Consonants,JIPA,SAPHON
31.0,16.0,chic1270,Consonants,JIPA,SAPHON
25.0,25.0,croa1245,Consonants,JIPA,SAPHON
26.0,25.0,czec1258,Consonants,JIPA,SAPHON
20.0,24.0,dutc1256,Consonants,JIPA,SAPHON
27.0,27.0,egaa1242,Consonants,JIPA,SAPHON
21.0,21.0,gali1258,Consonants,JIPA,SAPHON
19.0,19.0,gayo1244,Consonants,JIPA,SAPHON
17.0,17.0,ibib1240,Consonants,JIPA,SAPHON
22.0,22.0,indo1316,Consonants,JIPA,SAPHON
23.0,23.0,ital1282,Consonants,JIPA,SAPHON
21.0,21.0,jama1262,Consonants,JIPA,SAPHON
34.0,34.0,jica1244,Consonants,JIPA,SAPHON
26.0,22.0,kabi1261,Consonants,JIPA,SAPHON
25.0,24.0,keoo1238,Consonants,JIPA,SAPHON
39.0,25.0,lisu1250,Consonants,JIPA,SAPHON
26.0,26.0,mamb1294,Consonants,JIPA,SAPHON
22.0,22.0,mapu1245,Consonants,JIPA,SAPHON
33.0,33.0,mono1270,Consonants,JIPA,SAPHON
21.0,22.0,niva1238,Consonants,JIPA,SAPHON
34.0,37.0,nuuc1236,Consonants,JIPA,SAPHON
30.0,30.0,phal1254,Consonants,JIPA,SAPHON
24.0,23.5,sala1272,Consonants,JIPA,SAPHON
18.0,17.0,seri1257,Consonants,JIPA,SAPHON
17.0,17.0,jebe1250,Consonants,JIPA,SAPHON
46.0,44.0,sind1272,Consonants,JIPA,SAPHON
21.0,21.0,slov1268,Consonants,JIPA,SAPHON
38.0,38.0,spok1245,Consonants,JIPA,SAPHON
35.0,38.0,east2295,Consonants,JIPA,SAPHON
18.0,18.0,swed1254,Consonants,JIPA,SAPHON
31.0,25.5,east2440,Consonants,JIPA,SAPHON
16.0,16.0,malo1243,Consonants,JIPA,SAPHON
16.0,21.0,tami1289,Consonants,JIPA,SAPHON
20.0,21.0,tena1240,Consonants,JIPA,SAPHON
24.0,24.0,tuka1248,Consonants,JIPA,SAPHON
32.0,24.0,ukra1253,Consonants,JIPA,SAPHON
16.0,16.0,yine1238,Consonants,JIPA,SAPHON
10.0,10.0,bemb1257,Vowels,JIPA,SAPHON
7.0,16.0,stan1289,Vowels,JIPA,SAPHON
12.0,9.0,chic1270,Vowels,JIPA,SAPHON
12.0,11.0,croa1245,Vowels,JIPA,SAPHON
13.0,13.0,czec1258,Vowels,JIPA,SAPHON
22.0,15.0,dutc1256,Vowels,JIPA,SAPHON
9.0,9.0,egaa1242,Vowels,JIPA,SAPHON
8.0,7.0,gali1258,Vowels,JIPA,SAPHON
8.0,8.0,gayo1244,Vowels,JIPA,SAPHON
14.0,13.0,ibib1240,Vowels,JIPA,SAPHON
9.0,9.0,indo1316,Vowels,JIPA,SAPHON
7.0,7.0,ital1282,Vowels,JIPA,SAPHON
12.0,12.0,jama1262,Vowels,JIPA,SAPHON
18.0,19.0,jica1244,Vowels,JIPA,SAPHON
25.0,23.0,kabi1261,Vowels,JIPA,SAPHON
6.0,6.0,keoo1238,Vowels,JIPA,SAPHON
8.0,8.0,lisu1250,Vowels,JIPA,SAPHON
34.0,24.0,mamb1294,Vowels,JIPA,SAPHON
6.0,6.0,mapu1245,Vowels,JIPA,SAPHON
8.0,8.0,mono1270,Vowels,JIPA,SAPHON
12.0,6.0,niva1238,Vowels,JIPA,SAPHON
8.0,10.0,nuuc1236,Vowels,JIPA,SAPHON
10.0,10.0,phal1254,Vowels,JIPA,SAPHON
3.0,4.0,sala1272,Vowels,JIPA,SAPHON
8.0,8.0,seri1257,Vowels,JIPA,SAPHON
4.0,4.0,jebe1250,Vowels,JIPA,SAPHON
20.0,10.0,sind1272,Vowels,JIPA,SAPHON
8.0,16.0,slov1268,Vowels,JIPA,SAPHON
6.0,5.0,spok1245,Vowels,JIPA,SAPHON
9.0,9.0,east2295,Vowels,JIPA,SAPHON
17.0,17.0,swed1254,Vowels,JIPA,SAPHON
5.0,5.0,east2440,Vowels,JIPA,SAPHON
5.0,5.0,malo1243,Vowels,JIPA,SAPHON
12.0,12.0,tami1289,Vowels,JIPA,SAPHON
3.0,3.0,tena1240,Vowels,JIPA,SAPHON
5.0,5.0,tuka1248,Vowels,JIPA,SAPHON
6.0,6.0,ukra1253,Vowels,JIPA,SAPHON
10.0,10.0,yine1238,Vowels,JIPA,SAPHON
73.0,59.0,amha1245,Sounds,JIPA,SPA
35.0,34.0,nort2697,Sounds,JIPA,SPA
79.0,53.0,beng1280,Sounds,JIPA,SPA
43.5,40.0,stan1293,Sounds,JIPA,SPA
30.0,49.0,bulg1262,Sounds,JIPA,SPA
47.0,38.0,port1283,Sounds,JIPA,SPA
35.0,40.0,stan1290,Sounds,JIPA,SPA
41.0,39.0,stan1295,Sounds,JIPA,SPA
42.0,42.0,haus1257,Sounds,JIPA,SPA
30.0,30.0,hebr1245,Sounds,JIPA,SPA
85.0,94.0,hind1269,Sounds,JIPA,SPA
68.0,65.0,hung1274,Sounds,JIPA,SPA
38.0,62.0,nucl1417,Sounds,JIPA,SPA
50.0,68.0,iris1253,Sounds,JIPA,SPA
22.0,38.0,nucl1643,Sounds,JIPA,SPA
48.0,40.0,kore1280,Sounds,JIPA,SPA
28.0,26.0,mapu1245,Sounds,JIPA,SPA
42.0,47.0,nuuc1236,Sounds,JIPA,SPA
29.0,30.0,west2369,Sounds,JIPA,SPA
42.0,38.0,russ1263,Sounds,JIPA,SPA
44.0,38.0,wuch1236,Sounds,JIPA,SPA
33.0,35.0,nucl1302,Sounds,JIPA,SPA
30.0,27.0,stan1306,Sounds,JIPA,SPA
23.0,26.0,mode1248,Sounds,JIPA,SPA
69.0,49.0,tach1250,Sounds,JIPA,SPA
37.0,40.0,nucl1301,Sounds,JIPA,SPA
66.0,52.0,amha1245,Consonants,JIPA,SPA
26.0,25.0,nort2697,Consonants,JIPA,SPA
56.0,36.0,beng1280,Consonants,JIPA,SPA
24.0,27.0,stan1293,Consonants,JIPA,SPA
22.0,37.0,bulg1262,Consonants,JIPA,SPA
19.0,23.0,port1283,Consonants,JIPA,SPA
21.0,23.0,stan1290,Consonants,JIPA,SPA
22.0,23.0,stan1295,Consonants,JIPA,SPA
32.0,32.0,haus1257,Consonants,JIPA,SPA
25.0,24.0,hebr1245,Consonants,JIPA,SPA
64.0,71.0,hind1269,Consonants,JIPA,SPA
50.0,50.0,hung1274,Consonants,JIPA,SPA
27.0,46.0,nucl1417,Consonants,JIPA,SPA
35.0,44.0,iris1253,Consonants,JIPA,SPA
17.0,27.0,nucl1643,Consonants,JIPA,SPA
20.0,22.0,kore1280,Consonants,JIPA,SPA
22.0,20.0,mapu1245,Consonants,JIPA,SPA
34.0,37.0,nuuc1236,Consonants,JIPA,SPA
23.0,24.0,west2369,Consonants,JIPA,SPA
36.0,33.0,russ1263,Consonants,JIPA,SPA
29.0,29.0,wuch1236,Consonants,JIPA,SPA
28.0,29.0,nucl1302,Consonants,JIPA,SPA
24.0,21.0,stan1306,Consonants,JIPA,SPA
18.0,21.0,mode1248,Consonants,JIPA,SPA
66.0,45.0,tach1250,Consonants,JIPA,SPA
25.0,24.0,nucl1301,Consonants,JIPA,SPA
7.0,7.0,amha1245,Vowels,JIPA,SPA
9.0,9.0,nort2697,Vowels,JIPA,SPA
23.0,17.0,beng1280,Vowels,JIPA,SPA
19.5,13.0,stan1293,Vowels,JIPA,SPA
8.0,12.0,bulg1262,Vowels,JIPA,SPA
28.0,15.0,port1283,Vowels,JIPA,SPA
14.0,17.0,stan1290,Vowels,JIPA,SPA
19.0,16.0,stan1295,Vowels,JIPA,SPA
10.0,10.0,haus1257,Vowels,JIPA,SPA
5.0,6.0,hebr1245,Vowels,JIPA,SPA
21.0,23.0,hind1269,Vowels,JIPA,SPA
18.0,15.0,hung1274,Vowels,JIPA,SPA
11.0,16.0,nucl1417,Vowels,JIPA,SPA
15.0,24.0,iris1253,Vowels,JIPA,SPA
5.0,11.0,nucl1643,Vowels,JIPA,SPA
28.0,18.0,kore1280,Vowels,JIPA,SPA
6.0,6.0,mapu1245,Vowels,JIPA,SPA
8.0,10.0,nuuc1236,Vowels,JIPA,SPA
6.0,6.0,west2369,Vowels,JIPA,SPA
6.0,5.0,russ1263,Vowels,JIPA,SPA
15.0,9.0,wuch1236,Vowels,JIPA,SPA
5.0,6.0,nucl1302,Vowels,JIPA,SPA
6.0,6.0,stan1306,Vowels,JIPA,SPA
5.0,5.0,mode1248,Vowels,JIPA,SPA
3.0,4.0,tach1250,Vowels,JIPA,SPA
12.0,16.0,nucl1301,Vowels,JIPA,SPA
31.0,36.0,assa1263,Sounds,JIPA,EA
35.0,39.0,nort2697,Sounds,JIPA,EA
79.0,47.0,beng1280,Sounds,JIPA,EA
50.0,66.0,bret1244,Sounds,JIPA,EA
43.5,42.0,stan1293,Sounds,JIPA,EA
29.0,29.0,taji1245,Sounds,JIPA,EA
30.0,43.0,bulg1262,Sounds,JIPA,EA
55.0,54.0,nucl1310,Sounds,JIPA,EA
31.0,35.0,stan1289,Sounds,JIPA,EA
54.0,41.0,yuec1235,Sounds,JIPA,EA
39.0,40.0,czec1258,Sounds,JIPA,EA
47.0,26.0,dani1285,Sounds,JIPA,EA
42.0,43.0,dutc1256,Sounds,JIPA,EA
95.0,26.0,esto1258,Sounds,JIPA,EA
35.0,34.0,stan1290,Sounds,JIPA,EA
29.0,30.0,gali1258,Sounds,JIPA,EA
41.0,40.0,stan1295,Sounds,JIPA,EA
35.0,37.0,viet1252,Sounds,JIPA,EA
30.0,25.0,hebr1245,Sounds,JIPA,EA
85.0,55.0,hind1269,Sounds,JIPA,EA
68.0,39.0,hung1274,Sounds,JIPA,EA
50.0,50.5,iris1253,Sounds,JIPA,EA
25.0,25.0,ladi1251,Sounds,JIPA,EA
30.0,30.0,ital1282,Sounds,JIPA,EA
48.0,38.0,kore1280,Sounds,JIPA,EA
47.0,42.0,lisu1250,Sounds,JIPA,EA
65.0,88.0,shix1238,Sounds,JIPA,EA
55.0,48.0,luxe1241,Sounds,JIPA,EA
58.0,58.0,besi1244,Sounds,JIPA,EA
78.0,53.0,mala1464,Sounds,JIPA,EA
41.0,44.0,munj1244,Sounds,JIPA,EA
67.0,44.0,nepa1254,Sounds,JIPA,EA
54.0,74.0,sich1238,Sounds,JIPA,EA
29.0,29.0,west2369,Sounds,JIPA,EA
39.0,35.0,poli1260,Sounds,JIPA,EA
42.0,42.0,russ1263,Sounds,JIPA,EA
66.0,60.0,sind1272,Sounds,JIPA,EA
43.0,45.0,slov1269,Sounds,JIPA,EA
29.0,35.0,slov1268,Sounds,JIPA,EA
33.0,33.0,nucl1302,Sounds,JIPA,EA
23.0,29.0,mode1248,Sounds,JIPA,EA
44.0,37.0,east2295,Sounds,JIPA,EA
35.0,35.0,swed1254,Sounds,JIPA,EA
28.0,36.0,tami1289,Sounds,JIPA,EA
23.0,23.0,taus1251,Sounds,JIPA,EA
38.0,41.0,ukra1253,Sounds,JIPA,EA
37.0,42.0,uppe1395,Sounds,JIPA,EA
55.0,55.0,swis1247,Sounds,JIPA,EA
23.0,22.0,assa1263,Consonants,JIPA,EA
26.0,24.0,nort2697,Consonants,JIPA,EA
56.0,30.0,beng1280,Consonants,JIPA,EA
25.0,32.0,bret1244,Consonants,JIPA,EA
24.0,24.0,stan1293,Consonants,JIPA,EA
23.0,23.0,taji1245,Consonants,JIPA,EA
22.0,37.0,bulg1262,Consonants,JIPA,EA
34.0,33.0,nucl1310,Consonants,JIPA,EA
24.0,25.0,stan1289,Consonants,JIPA,EA
20.0,19.0,yuec1235,Consonants,JIPA,EA
26.0,27.0,czec1258,Consonants,JIPA,EA
24.0,15.0,dani1285,Consonants,JIPA,EA
20.0,18.0,dutc1256,Consonants,JIPA,EA
25.0,17.0,esto1258,Consonants,JIPA,EA
21.0,20.0,stan1290,Consonants,JIPA,EA
21.0,23.0,gali1258,Consonants,JIPA,EA
22.0,24.0,stan1295,Consonants,JIPA,EA
23.0,21.0,viet1252,Consonants,JIPA,EA
25.0,20.0,hebr1245,Consonants,JIPA,EA
64.0,34.0,hind1269,Consonants,JIPA,EA
50.0,25.0,hung1274,Consonants,JIPA,EA
35.0,34.5,iris1253,Consonants,JIPA,EA
20.0,20.0,ladi1251,Consonants,JIPA,EA
23.0,23.0,ital1282,Consonants,JIPA,EA
20.0,21.0,kore1280,Consonants,JIPA,EA
39.0,32.0,lisu1250,Consonants,JIPA,EA
51.0,51.0,shix1238,Consonants,JIPA,EA
25.0,26.0,luxe1241,Consonants,JIPA,EA
30.0,30.0,besi1244,Consonants,JIPA,EA
64.0,38.0,mala1464,Consonants,JIPA,EA
33.0,35.0,munj1244,Consonants,JIPA,EA
56.0,29.0,nepa1254,Consonants,JIPA,EA
46.0,58.0,sich1238,Consonants,JIPA,EA
23.0,23.0,west2369,Consonants,JIPA,EA
33.0,27.0,poli1260,Consonants,JIPA,EA
36.0,36.0,russ1263,Consonants,JIPA,EA
46.0,46.5,sind1272,Consonants,JIPA,EA
29.0,30.0,slov1269,Consonants,JIPA,EA
21.0,22.0,slov1268,Consonants,JIPA,EA
28.0,28.0,nucl1302,Consonants,JIPA,EA
18.0,24.0,mode1248,Consonants,JIPA,EA
35.0,24.0,east2295,Consonants,JIPA,EA
18.0,18.0,swed1254,Consonants,JIPA,EA
16.0,24.0,tami1289,Consonants,JIPA,EA
20.0,20.0,taus1251,Consonants,JIPA,EA
32.0,35.0,ukra1253,Consonants,JIPA,EA
29.0,33.0,uppe1395,Consonants,JIPA,EA
26.0,26.0,swis1247,Consonants,JIPA,EA
8.0,14.0,assa1263,Vowels,JIPA,EA
9.0,15.0,nort2697,Vowels,JIPA,EA
23.0,17.0,beng1280,Vowels,JIPA,EA
25.0,34.0,bret1244,Vowels,JIPA,EA
19.5,18.0,stan1293,Vowels,JIPA,EA
6.0,6.0,taji1245,Vowels,JIPA,EA
8.0,6.0,bulg1262,Vowels,JIPA,EA
21.0,21.0,nucl1310,Vowels,JIPA,EA
7.0,10.0,stan1289,Vowels,JIPA,EA
34.0,22.0,yuec1235,Vowels,JIPA,EA
13.0,13.0,czec1258,Vowels,JIPA,EA
23.0,11.0,dani1285,Vowels,JIPA,EA
22.0,25.0,dutc1256,Vowels,JIPA,EA
70.0,9.0,esto1258,Vowels,JIPA,EA
14.0,14.0,stan1290,Vowels,JIPA,EA
8.0,7.0,gali1258,Vowels,JIPA,EA
19.0,16.0,stan1295,Vowels,JIPA,EA
12.0,16.0,viet1252,Vowels,JIPA,EA
5.0,5.0,hebr1245,Vowels,JIPA,EA
21.0,21.0,hind1269,Vowels,JIPA,EA
18.0,14.0,hung1274,Vowels,JIPA,EA
15.0,16.0,iris1253,Vowels,JIPA,EA
5.0,5.0,ladi1251,Vowels,JIPA,EA
7.0,7.0,ital1282,Vowels,JIPA,EA
28.0,17.0,kore1280,Vowels,JIPA,EA
8.0,10.0,lisu1250,Vowels,JIPA,EA
14.0,37.0,shix1238,Vowels,JIPA,EA
30.0,22.0,luxe1241,Vowels,JIPA,EA
28.0,28.0,besi1244,Vowels,JIPA,EA
14.0,15.0,mala1464,Vowels,JIPA,EA
8.0,9.0,munj1244,Vowels,JIPA,EA
11.0,15.0,nepa1254,Vowels,JIPA,EA
8.0,16.0,sich1238,Vowels,JIPA,EA
6.0,6.0,west2369,Vowels,JIPA,EA
6.0,8.0,poli1260,Vowels,JIPA,EA
6.0,6.0,russ1263,Vowels,JIPA,EA
20.0,13.5,sind1272,Vowels,JIPA,EA
14.0,15.0,slov1269,Vowels,JIPA,EA
8.0,13.0,slov1268,Vowels,JIPA,EA
5.0,5.0,nucl1302,Vowels,JIPA,EA
5.0,5.0,mode1248,Vowels,JIPA,EA
9.0,13.0,east2295,Vowels,JIPA,EA
17.0,17.0,swed1254,Vowels,JIPA,EA
12.0,12.0,tami1289,Vowels,JIPA,EA
3.0,3.0,taus1251,Vowels,JIPA,EA
6.0,6.0,ukra1253,Vowels,JIPA,EA
8.0,9.0,uppe1395,Vowels,JIPA,EA
29.0,29.0,swis1247,Vowels,JIPA,EA
24.0,24.0,bard1255,Sounds,JIPA,ER
52.0,44.0,east2379,Sounds,JIPA,ER
25.0,23.0,pitj1243,Sounds,JIPA,ER
17.0,17.0,bard1255,Consonants,JIPA,ER
48.0,40.0,east2379,Consonants,JIPA,ER
17.0,17.0,pitj1243,Consonants,JIPA,ER
7.0,7.0,bard1255,Vowels,JIPA,ER
4.0,4.0,east2379,Vowels,JIPA,ER
8.0,6.0,pitj1243,Vowels,JIPA,ER
42.0,43.0,ngas1240,Sounds,LAPSyD,UPSID
35.0,59.0,nucl1417,Sounds,LAPSyD,UPSID
20.0,17.0,alab1237,Sounds,LAPSyD,UPSID
40.0,40.0,hung1274,Sounds,LAPSyD,UPSID
27.0,39.0,pure1242,Sounds,LAPSyD,UPSID
88.0,55.0,seda1262,Sounds,LAPSyD,UPSID
18.0,18.0,suen1241,Sounds,LAPSyD,UPSID
17.0,21.0,wara1290,Sounds,LAPSyD,UPSID
35.0,32.0,mand1415,Sounds,LAPSyD,UPSID
53.0,33.0,paco1243,Sounds,LAPSyD,UPSID
41.0,32.0,nung1283,Sounds,LAPSyD,UPSID
29.0,28.0,basq1248,Sounds,LAPSyD,UPSID
40.0,35.0,cofa1242,Sounds,LAPSyD,UPSID
46.0,45.0,bats1242,Sounds,LAPSyD,UPSID
43.0,43.0,beng1280,Sounds,LAPSyD,UPSID
39.0,37.0,amha1245,Sounds,LAPSyD,UPSID
34.0,35.0,hupa1239,Sounds,LAPSyD,UPSID
14.0,14.0,toar1246,Sounds,LAPSyD,UPSID
43.0,38.0,haus1257,Sounds,LAPSyD,UPSID
44.0,29.0,tuvi1240,Sounds,LAPSyD,UPSID
30.0,30.0,west2369,Sounds,LAPSyD,UPSID
38.0,24.0,mbab1239,Sounds,LAPSyD,UPSID
33.0,35.0,awng1244,Sounds,LAPSyD,UPSID
16.0,16.0,dyir1250,Sounds,LAPSyD,UPSID
43.0,34.0,ndut1239,Sounds,LAPSyD,UPSID
33.0,33.0,nort2697,Sounds,LAPSyD,UPSID
23.0,23.0,kalk1246,Sounds,LAPSyD,UPSID
39.0,23.0,achu1247,Sounds,LAPSyD,UPSID
34.0,29.0,bero1242,Sounds,LAPSyD,UPSID
49.0,69.0,iris1253,Sounds,LAPSyD,UPSID
27.0,23.0,yagu1244,Sounds,LAPSyD,UPSID
39.0,37.0,koho1244,Sounds,LAPSyD,UPSID
36.0,27.0,katc1249,Sounds,LAPSyD,UPSID
34.0,37.0,tulu1258,Sounds,LAPSyD,UPSID
29.0,25.0,nyan1313,Sounds,LAPSyD,UPSID
23.0,23.0,nort2952,Sounds,LAPSyD,UPSID
31.0,22.0,qaqe1238,Sounds,LAPSyD,UPSID
27.0,20.0,aona1235,Sounds,LAPSyD,UPSID
26.0,25.0,wapi1253,Sounds,LAPSyD,UPSID
32.0,29.0,khas1269,Sounds,LAPSyD,UPSID
32.0,32.0,newa1246,Sounds,LAPSyD,UPSID
72.0,55.0,kash1277,Sounds,LAPSyD,UPSID
34.0,34.0,nucl1240,Sounds,LAPSyD,UPSID
33.0,30.0,apin1244,Sounds,LAPSyD,UPSID
40.0,30.0,nezp1238,Sounds,LAPSyD,UPSID
32.0,26.0,kekc1242,Sounds,LAPSyD,UPSID
49.0,48.0,kwak1269,Sounds,LAPSyD,UPSID
23.0,23.0,west2600,Sounds,LAPSyD,UPSID
51.0,39.0,iran1263,Sounds,LAPSyD,UPSID
35.0,36.0,nucl1235,Sounds,LAPSyD,UPSID
24.0,20.0,nort2957,Sounds,LAPSyD,UPSID
42.0,35.0,zand1248,Sounds,LAPSyD,UPSID
37.0,29.0,maba1277,Sounds,LAPSyD,UPSID
27.0,21.0,sout2985,Sounds,LAPSyD,UPSID
18.0,18.0,arab1268,Sounds,LAPSyD,UPSID
22.0,20.0,yess1239,Sounds,LAPSyD,UPSID
42.0,34.0,ogbi1239,Sounds,LAPSyD,UPSID
52.0,33.0,halh1238,Sounds,LAPSyD,UPSID
