Phoneme,Dataset,Dataset Pair,Absolute Count (DatasetA),Absolute Count (DatasetB),Relative Count (DatasetA),Relative Count (DatasetB),Total Inventories,Percent (DatasetA),Percent (DatasetB)
ɹ,phoible,phoible-ea,22,0,0.0047,0.0000,121,0.1818,0.0000
ɹ,phoible,phoible-er,1,0,0.0033,0.0000,12,0.0833,0.0000
ɹ,phoible,phoible-jipa,0,23,0.0000,0.0051,111,0.0000,0.2072
ɹ,phoible,phoible-lapsyd,0,13,0.0000,0.0025,139,0.0000,0.0935
ɹ,phoible,phoible-ra,3,0,0.0043,0.0000,16,0.1875,0.0000
ɹ,phoible,phoible-saphon,4,0,0.0035,0.0000,42,0.0952,0.0000
ɹ,phoible,phoible-upsid,0,1,0.0000,0.0004,61,0.0000,0.0164
ɹ,upsid,upsid-er,3,0,0.0053,0.0000,26,0.1154,0.0000
ɹ,upsid,upsid-jipa,0,1,0.0000,0.0007,38,0.0000,0.0263
ɹ,upsid,upsid-lapsyd,0,8,0.0000,0.0009,303,0.0000,0.0264
ɹ,upsid,upsid-ra,1,0,0.0017,0.0000,16,0.0625,0.0000
ɹ,upsid,upsid-saphon,1,0,0.0006,0.0000,63,0.0159,0.0000
ɹˀ,jipa,jipa-phoible,1,0,0.0002,0.0000,111,0.0090,0.0000
ɹː,jipa,jipa-ea,1,0,0.0004,0.0000,57,0.0175,0.0000
ɹː,jipa,jipa-lapsyd,1,0,0.0004,0.0000,57,0.0175,0.0000
ɹː,jipa,jipa-phoible,1,0,0.0002,0.0000,111,0.0090,0.0000
ɹː,jipa,jipa-ra,1,0,0.0028,0.0000,6,0.1667,0.0000
ɹː,jipa,jipa-upsid,1,0,0.0006,0.0000,38,0.0263,0.0000
ɹ̝,phoible,phoible-saphon,1,0,0.0009,0.0000,42,0.0238,0.0000
ɹ̠˔,upsid,upsid-ea,3,0,0.0010,0.0000,82,0.0366,0.0000
ɹ̠̊˔,upsid,upsid-ea,3,0,0.0010,0.0000,82,0.0366,0.0000
ɹ̥,ea,ea-phoible,0,1,0.0000,0.0002,121,0.0000,0.0083
ɹ̩,jipa,jipa-ea,2,0,0.0008,0.0000,57,0.0351,0.0000
ɹ̩,jipa,jipa-phoible,4,0,0.0009,0.0000,111,0.0360,0.0000
ɹ̩,phoible,phoible-ea,2,0,0.0004,0.0000,121,0.0165,0.0000
ɹ̩,phoible,phoible-jipa,0,4,0.0000,0.0009,111,0.0000,0.0360
ɹ̪,ea,ea-jipa,0,2,0.0000,0.0008,57,0.0000,0.0351
ɹ̪,ea,ea-phoible,0,1,0.0000,0.0002,121,0.0000,0.0083
ɹ̪,jipa,jipa-lapsyd,1,0,0.0004,0.0000,57,0.0175,0.0000
ɹ̪,jipa,jipa-saphon,1,0,0.0063,0.0000,6,0.1667,0.0000
ɹ̪,jipa,jipa-upsid,1,0,0.0006,0.0000,38,0.0263,0.0000
ɹ̪,lapsyd,lapsyd-jipa,0,1,0.0000,0.0005,57,0.0000,0.0175
ɹ̪,lapsyd,lapsyd-phoible,1,0,0.0002,0.0000,139,0.0072,0.0000
ɹ̪,lapsyd,lapsyd-saphon,1,0,0.0003,0.0000,107,0.0093,0.0000
ɹ̪,lapsyd,lapsyd-upsid,2,0,0.0002,0.0000,303,0.0066,0.0000
ɹ̪,phoible,phoible-ea,2,0,0.0004,0.0000,121,0.0165,0.0000
ɹ̪,phoible,phoible-jipa,0,2,0.0000,0.0004,111,0.0000,0.0180
ɹ̪,saphon,saphon-jipa,0,1,0.0000,0.0065,6,0.0000,0.1667
ɹ̪,saphon,saphon-lapsyd,0,2,0.0000,0.0007,107,0.0000,0.0187
ɹ̪,saphon,saphon-upsid,0,3,0.0000,0.0018,63,0.0000,0.0476
ɹ̪ʲ,lapsyd,lapsyd-er,1,0,0.0007,0.0000,61,0.0164,0.0000
ɹ̪ˠ,ea,ea-jipa,0,1,0.0000,0.0004,57,0.0000,0.0175
ɹ̪̩,ea,ea-jipa,0,1,0.0000,0.0004,57,0.0000,0.0175
ɹ̪̰̩,ea,ea-jipa,0,1,0.0000,0.0004,57,0.0000,0.0175
ɹ̰,lapsyd,lapsyd-phoible,1,0,0.0002,0.0000,139,0.0072,0.0000
ɹ̺,er,er-lapsyd,0,23,0.0000,0.0168,61,0.0000,0.3770
ɹ̺,er,er-phoible,0,1,0.0000,0.0029,12,0.0000,0.0833
ɹ̺,er,er-upsid,0,11,0.0000,0.0187,26,0.0000,0.4231
ɺ,ea,ea-lapsyd,0,1,0.0000,0.0003,95,0.0000,0.0105
ɺ,ea,ea-ra,0,1,0.0000,0.0007,32,0.0000,0.0312
ɺ,ea,ea-upsid,0,1,0.0000,0.0003,82,0.0000,0.0122
ɺ,lapsyd,lapsyd-aa,3,0,0.0031,0.0000,27,0.1111,0.0000
ɺ,lapsyd,lapsyd-er,1,0,0.0007,0.0000,61,0.0164,0.0000
ɺ,lapsyd,lapsyd-phoible,1,0,0.0002,0.0000,139,0.0072,0.0000
ɺ,lapsyd,lapsyd-saphon,11,0,0.0037,0.0000,107,0.1028,0.0000
ɺ,lapsyd,lapsyd-upsid,15,0,0.0016,0.0000,303,0.0495,0.0000
ɺ,saphon,saphon-lapsyd,0,3,0.0000,0.0011,107,0.0000,0.0280
ɺ,saphon,saphon-phoible,0,3,0.0000,0.0027,42,0.0000,0.0714
ɺ,saphon,saphon-upsid,0,1,0.0000,0.0006,63,0.0000,0.0159
ɺ,upsid,upsid-aa,2,0,0.0017,0.0000,34,0.0588,0.0000
ɺ,upsid,upsid-lapsyd,0,11,0.0000,0.0013,303,0.0000,0.0363
ɺ,upsid,upsid-saphon,7,0,0.0043,0.0000,63,0.1111,0.0000
ɺʲ,lapsyd,lapsyd-saphon,1,0,0.0003,0.0000,107,0.0093,0.0000
ɺʲ,lapsyd,lapsyd-upsid,1,0,0.0001,0.0000,303,0.0033,0.0000
ɺʲ,upsid,upsid-lapsyd,0,1,0.0000,0.0001,303,0.0000,0.0033
ɺʲ,upsid,upsid-saphon,1,0,0.0006,0.0000,63,0.0159,0.0000
ɺ̠,upsid,upsid-aa,2,0,0.0017,0.0000,34,0.0588,0.0000
ɺ̠,upsid,upsid-ea,3,0,0.0010,0.0000,82,0.0366,0.0000
ɺ̠,upsid,upsid-lapsyd,0,5,0.0000,0.0006,303,0.0000,0.0165
ɺ̠,upsid,upsid-saphon,2,0,0.0012,0.0000,63,0.0317,0.0000
ɺ̠̰,upsid,upsid-lapsyd,0,1,0.0000,0.0001,303,0.0000,0.0033
ɺ̣,lapsyd,lapsyd-saphon,1,0,0.0003,0.0000,107,0.0093,0.0000
ɺ̣,lapsyd,lapsyd-upsid,3,0,0.0003,0.0000,303,0.0099,0.0000
ɻ,er,er-jipa,0,4,0.0000,0.0351,4,0.0000,1.0000
ɻ,er,er-lapsyd,0,36,0.0000,0.0263,61,0.0000,0.5902
ɻ,er,er-phoible,0,11,0.0000,0.0324,12,0.0000,0.9167
ɻ,er,er-upsid,0,13,0.0000,0.0221,26,0.0000,0.5000
ɻ,jipa,jipa-ea,2,0,0.0008,0.0000,57,0.0351,0.0000
ɻ,jipa,jipa-er,4,0,0.0317,0.0000,4,1.0000,0.0000
ɻ,jipa,jipa-lapsyd,3,0,0.0013,0.0000,57,0.0526,0.0000
ɻ,jipa,jipa-phoible,5,0,0.0011,0.0000,111,0.0450,0.0000
ɻ,jipa,jipa-upsid,2,0,0.0012,0.0000,38,0.0526,0.0000
ɻ,lapsyd,lapsyd-er,39,0,0.0277,0.0000,61,0.6393,0.0000
ɻ,lapsyd,lapsyd-jipa,0,3,0.0000,0.0015,57,0.0000,0.0526
ɻ,lapsyd,lapsyd-phoible,4,0,0.0008,0.0000,139,0.0288,0.0000
ɻ,lapsyd,lapsyd-ra,3,0,0.0030,0.0000,26,0.1154,0.0000
ɻ,lapsyd,lapsyd-saphon,1,0,0.0003,0.0000,107,0.0093,0.0000
ɻ,lapsyd,lapsyd-upsid,15,0,0.0016,0.0000,303,0.0495,0.0000
ɻ,phoible,phoible-ea,2,0,0.0004,0.0000,121,0.0165,0.0000
ɻ,phoible,phoible-er,4,0,0.0131,0.0000,12,0.3333,0.0000
ɻ,phoible,phoible-jipa,0,3,0.0000,0.0007,111,0.0000,0.0270
ɻ,phoible,phoible-lapsyd,0,3,0.0000,0.0006,139,0.0000,0.0216
ɻ,phoible,phoible-upsid,0,2,0.0000,0.0008,61,0.0000,0.0328
ɻ,saphon,saphon-lapsyd,0,1,0.0000,0.0004,107,0.0000,0.0093
ɻ,saphon,saphon-phoible,0,1,0.0000,0.0009,42,0.0000,0.0238
ɻ,upsid,upsid-er,18,0,0.0316,0.0000,26,0.6923,0.0000
ɻ,upsid,upsid-jipa,0,2,0.0000,0.0014,38,0.0000,0.0526
ɻ,upsid,upsid-lapsyd,0,14,0.0000,0.0016,303,0.0000,0.0462
ɻ,upsid,upsid-phoible,3,0,0.0015,0.0000,61,0.0492,0.0000
ɻʷ,er,er-jipa,0,1,0.0000,0.0088,4,0.0000,0.2500
ɻʷ,er,er-phoible,0,3,0.0000,0.0088,12,0.0000,0.2500
ɻʷ,er,er-upsid,0,1,0.0000,0.0017,26,0.0000,0.0385
ɻʷ,jipa,jipa-er,1,0,0.0079,0.0000,4,0.2500,0.0000
ɻʷ,jipa,jipa-phoible,1,0,0.0002,0.0000,111,0.0090,0.0000
ɻʷ,jipa,jipa-upsid,1,0,0.0006,0.0000,38,0.0263,0.0000
ɻ̝,lapsyd,lapsyd-upsid,1,0,0.0001,0.0000,303,0.0033,0.0000
ɻ̝,upsid,upsid-ea,4,0,0.0013,0.0000,82,0.0488,0.0000
ɻ̝,upsid,upsid-jipa,0,1,0.0000,0.0007,38,0.0000,0.0263
ɻ̝,upsid,upsid-lapsyd,0,3,0.0000,0.0003,303,0.0000,0.0099
ɻ̝,upsid,upsid-saphon,1,0,0.0006,0.0000,63,0.0159,0.0000
ɻ̝̊,upsid,upsid-lapsyd,0,1,0.0000,0.0001,303,0.0000,0.0033
ɻ̟,phoible,phoible-er,2,0,0.0065,0.0000,12,0.1667,0.0000
ɻ̟,phoible,phoible-jipa,0,1,0.0000,0.0002,111,0.0000,0.0090
ɻ̟,phoible,phoible-lapsyd,0,1,0.0000,0.0002,139,0.0000,0.0072
ɻ̩,ea,ea-jipa,0,2,0.0000,0.0008,57,0.0000,0.0351
ɻ̩,ea,ea-phoible,0,1,0.0000,0.0002,121,0.0000,0.0083
ɻ̺,phoible,phoible-er,1,0,0.0033,0.0000,12,0.0833,0.0000
ɻ̺,phoible,phoible-jipa,0,1,0.0000,0.0002,111,0.0000,0.0090
ɻ̺,phoible,phoible-lapsyd,0,1,0.0000,0.0002,139,0.0000,0.0072
ɻ̺,phoible,phoible-upsid,0,1,0.0000,0.0004,61,0.0000,0.0164
ɽ,aa,aa-jipa,0,1,0.0000,0.0046,6,0.0000,0.1667
ɽ,aa,aa-lapsyd,0,2,0.0000,0.0022,27,0.0000,0.0741
ɽ,aa,aa-phoible,0,1,0.0000,0.0006,47,0.0000,0.0213
ɽ,aa,aa-upsid,0,2,0.0000,0.0017,34,0.0000,0.0588
ɽ,ea,ea-jipa,0,4,0.0000,0.0016,57,0.0000,0.0702
ɽ,ea,ea-lapsyd,0,10,0.0000,0.0026,95,0.0000,0.1053
ɽ,ea,ea-phoible,0,6,0.0000,0.0013,121,0.0000,0.0496
ɽ,ea,ea-ra,0,15,0.0000,0.0112,32,0.0000,0.4688
ɽ,ea,ea-upsid,0,7,0.0000,0.0021,82,0.0000,0.0854
ɽ,er,er-lapsyd,0,2,0.0000,0.0015,61,0.0000,0.0328
ɽ,er,er-upsid,0,1,0.0000,0.0017,26,0.0000,0.0385
ɽ,jipa,jipa-aa,3,0,0.0122,0.0000,6,0.5000,0.0000
ɽ,jipa,jipa-ea,3,0,0.0012,0.0000,57,0.0526,0.0000
ɽ,jipa,jipa-lapsyd,3,0,0.0013,0.0000,57,0.0526,0.0000
ɽ,jipa,jipa-phoible,8,0,0.0017,0.0000,111,0.0721,0.0000
ɽ,jipa,jipa-ra,2,0,0.0055,0.0000,6,0.3333,0.0000
ɽ,jipa,jipa-upsid,2,0,0.0012,0.0000,38,0.0526,0.0000
ɽ,lapsyd,lapsyd-aa,2,0,0.0021,0.0000,27,0.0741,0.0000
ɽ,lapsyd,lapsyd-ea,13,0,0.0036,0.0000,95,0.1368,0.0000
ɽ,lapsyd,lapsyd-er,14,0,0.0099,0.0000,61,0.2295,0.0000
ɽ,lapsyd,lapsyd-jipa,0,4,0.0000,0.0020,57,0.0000,0.0702
ɽ,lapsyd,lapsyd-phoible,7,0,0.0015,0.0000,139,0.0504,0.0000
ɽ,lapsyd,lapsyd-ra,12,0,0.0118,0.0000,26,0.4615,0.0000
ɽ,lapsyd,lapsyd-saphon,3,0,0.0010,0.0000,107,0.0280,0.0000
ɽ,lapsyd,lapsyd-upsid,25,0,0.0026,0.0000,303,0.0825,0.0000
ɽ,phoible,phoible-aa,2,0,0.0011,0.0000,47,0.0426,0.0000
ɽ,phoible,phoible-ea,5,0,0.0011,0.0000,121,0.0413,0.0000
ɽ,phoible,phoible-er,2,0,0.0065,0.0000,12,0.1667,0.0000
ɽ,phoible,phoible-jipa,0,6,0.0000,0.0013,111,0.0000,0.0541
ɽ,phoible,phoible-lapsyd,0,5,0.0000,0.0009,139,0.0000,0.0360
ɽ,phoible,phoible-ra,5,0,0.0072,0.0000,16,0.3125,0.0000
ɽ,phoible,phoible-saphon,3,0,0.0027,0.0000,42,0.0714,0.0000
ɽ,phoible,phoible-upsid,0,3,0.0000,0.0012,61,0.0000,0.0492
ɽ,ra,ra-ea,25,0,0.0174,0.0000,32,0.7812,0.0000
ɽ,ra,ra-jipa,0,4,0.0000,0.0135,6,0.0000,0.6667
ɽ,ra,ra-lapsyd,0,13,0.0000,0.0117,26,0.0000,0.5000
ɽ,ra,ra-phoible,0,10,0.0000,0.0140,16,0.0000,0.6250
ɽ,ra,ra-upsid,0,9,0.0000,0.0126,16,0.0000,0.5625
ɽ,saphon,saphon-lapsyd,0,3,0.0000,0.0011,107,0.0000,0.0280
ɽ,saphon,saphon-phoible,0,1,0.0000,0.0009,42,0.0000,0.0238
ɽ,saphon,saphon-upsid,0,1,0.0000,0.0006,63,0.0000,0.0159
ɽ,upsid,upsid-aa,2,0,0.0017,0.0000,34,0.0588,0.0000
ɽ,upsid,upsid-ea,3,0,0.0010,0.0000,82,0.0366,0.0000
ɽ,upsid,upsid-er,3,0,0.0053,0.0000,26,0.1154,0.0000
ɽ,upsid,upsid-jipa,0,2,0.0000,0.0014,38,0.0000,0.0526
ɽ,upsid,upsid-lapsyd,0,13,0.0000,0.0015,303,0.0000,0.0429
ɽ,upsid,upsid-phoible,3,0,0.0015,0.0000,61,0.0492,0.0000
ɽ,upsid,upsid-ra,3,0,0.0052,0.0000,16,0.1875,0.0000
ɽ,upsid,upsid-saphon,1,0,0.0006,0.0000,63,0.0159,0.0000
ɽʱ,ea,ea-jipa,0,3,0.0000,0.0012,57,0.0000,0.0526
ɽʱ,ea,ea-lapsyd,0,4,0.0000,0.0010,95,0.0000,0.0421
ɽʱ,ea,ea-phoible,0,4,0.0000,0.0008,121,0.0000,0.0331
ɽʱ,ea,ea-ra,0,5,0.0000,0.0037,32,0.0000,0.1562
ɽʱ,ea,ea-upsid,0,2,0.0000,0.0006,82,0.0000,0.0244
ɽʱ,jipa,jipa-ea,3,0,0.0012,0.0000,57,0.0526,0.0000
ɽʱ,jipa,jipa-lapsyd,2,0,0.0009,0.0000,57,0.0351,0.0000
ɽʱ,jipa,jipa-phoible,2,0,0.0004,0.0000,111,0.0180,0.0000
ɽʱ,jipa,jipa-ra,2,0,0.0055,0.0000,6,0.3333,0.0000
ɽʱ,jipa,jipa-upsid,1,0,0.0006,0.0000,38,0.0263,0.0000
ɽʱ,lapsyd,lapsyd-ea,3,0,0.0008,0.0000,95,0.0316,0.0000
ɽʱ,lapsyd,lapsyd-jipa,0,2,0.0000,0.0010,57,0.0000,0.0351
ɽʱ,lapsyd,lapsyd-phoible,2,0,0.0004,0.0000,139,0.0144,0.0000
ɽʱ,lapsyd,lapsyd-ra,2,0,0.0020,0.0000,26,0.0769,0.0000
ɽʱ,lapsyd,lapsyd-upsid,1,0,0.0001,0.0000,303,0.0033,0.0000
ɽʱ,phoible,phoible-ea,4,0,0.0009,0.0000,121,0.0331,0.0000
ɽʱ,phoible,phoible-jipa,0,2,0.0000,0.0004,111,0.0000,0.0180
ɽʱ,phoible,phoible-lapsyd,0,3,0.0000,0.0006,139,0.0000,0.0216
ɽʱ,phoible,phoible-ra,3,0,0.0043,0.0000,16,0.1875,0.0000
ɽʱ,phoible,phoible-upsid,0,2,0.0000,0.0008,61,0.0000,0.0328
ɽʱ,ra,ra-ea,5,0,0.0035,0.0000,32,0.1562,0.0000
ɽʱ,ra,ra-jipa,0,3,0.0000,0.0101,6,0.0000,0.5000
ɽʱ,ra,ra-lapsyd,0,4,0.0000,0.0036,26,0.0000,0.1538
ɽʱ,ra,ra-phoible,0,3,0.0000,0.0042,16,0.0000,0.1875
ɽʱ,ra,ra-upsid,0,3,0.0000,0.0042,16,0.0000,0.1875
ɽ̃,ea,ea-upsid,0,2,0.0000,0.0006,82,0.0000,0.0244
ɽ̃,ra,ra-ea,1,0,0.0007,0.0000,32,0.0312,0.0000
ɽ̃,ra,ra-phoible,0,1,0.0000,0.0014,16,0.0000,0.0625
ɽ̃,upsid,upsid-ea,1,0,0.0003,0.0000,82,0.0122,0.0000
ɽ̃,upsid,upsid-jipa,0,1,0.0000,0.0007,38,0.0000,0.0263
ɽ̃,upsid,upsid-lapsyd,0,1,0.0000,0.0001,303,0.0000,0.0033
ɽ̃,upsid,upsid-phoible,1,0,0.0005,0.0000,61,0.0164,0.0000
ɽ̃,upsid,upsid-ra,1,0,0.0017,0.0000,16,0.0625,0.0000
ɽ̥,lapsyd,lapsyd-phoible,1,0,0.0002,0.0000,139,0.0072,0.0000
ɽ̩,ra,ra-ea,1,0,0.0007,0.0000,32,0.0312,0.0000
ɽ̩,ra,ra-phoible,0,1,0.0000,0.0014,16,0.0000,0.0625
ɾ,aa,aa-jipa,0,1,0.0000,0.0046,6,0.0000,0.1667
ɾ,aa,aa-lapsyd,0,5,0.0000,0.0055,27,0.0000,0.1852
ɾ,aa,aa-phoible,0,3,0.0000,0.0018,47,0.0000,0.0638
ɾ,aa,aa-upsid,0,4,0.0000,0.0034,34,0.0000,0.1176
ɾ,ea,ea-jipa,0,11,0.0000,0.0045,57,0.0000,0.1930
ɾ,ea,ea-lapsyd,0,15,0.0000,0.0039,95,0.0000,0.1579
ɾ,ea,ea-phoible,0,26,0.0000,0.0054,121,0.0000,0.2149
ɾ,ea,ea-ra,0,2,0.0000,0.0015,32,0.0000,0.0625
ɾ,ea,ea-upsid,0,12,0.0000,0.0036,82,0.0000,0.1463
ɾ,er,er-lapsyd,0,3,0.0000,0.0022,61,0.0000,0.0492
ɾ,er,er-upsid,0,2,0.0000,0.0034,26,0.0000,0.0769
ɾ,jipa,jipa-aa,1,0,0.0041,0.0000,6,0.1667,0.0000
ɾ,jipa,jipa-ea,15,0,0.0058,0.0000,57,0.2632,0.0000
ɾ,jipa,jipa-er,1,0,0.0079,0.0000,4,0.2500,0.0000
ɾ,jipa,jipa-lapsyd,13,0,0.0057,0.0000,57,0.2281,0.0000
ɾ,jipa,jipa-phoible,25,0,0.0053,0.0000,111,0.2252,0.0000
ɾ,jipa,jipa-ra,1,0,0.0028,0.0000,6,0.1667,0.0000
ɾ,jipa,jipa-saphon,3,0,0.0190,0.0000,6,0.5000,0.0000
ɾ,jipa,jipa-upsid,9,0,0.0052,0.0000,38,0.2368,0.0000
ɾ,lapsyd,lapsyd-aa,12,0,0.0126,0.0000,27,0.4444,0.0000
ɾ,lapsyd,lapsyd-ea,27,0,0.0075,0.0000,95,0.2842,0.0000
ɾ,lapsyd,lapsyd-er,25,0,0.0178,0.0000,61,0.4098,0.0000
ɾ,lapsyd,lapsyd-jipa,0,19,0.0000,0.0095,57,0.0000,0.3333
ɾ,lapsyd,lapsyd-phoible,46,0,0.0098,0.0000,139,0.3309,0.0000
ɾ,lapsyd,lapsyd-ra,4,0,0.0039,0.0000,26,0.1538,0.0000
ɾ,lapsyd,lapsyd-saphon,59,0,0.0201,0.0000,107,0.5514,0.0000
ɾ,lapsyd,lapsyd-upsid,101,0,0.0107,0.0000,303,0.3333,0.0000
ɾ,phoible,phoible-aa,2,0,0.0011,0.0000,47,0.0426,0.0000
ɾ,phoible,phoible-ea,34,0,0.0073,0.0000,121,0.2810,0.0000
ɾ,phoible,phoible-er,7,0,0.0229,0.0000,12,0.5833,0.0000
ɾ,phoible,phoible-jipa,0,24,0.0000,0.0053,111,0.0000,0.2162
ɾ,phoible,phoible-lapsyd,0,32,0.0000,0.0061,139,0.0000,0.2302
ɾ,phoible,phoible-ra,6,0,0.0086,0.0000,16,0.3750,0.0000
ɾ,phoible,phoible-saphon,18,0,0.0160,0.0000,42,0.4286,0.0000
ɾ,phoible,phoible-upsid,0,17,0.0000,0.0067,61,0.0000,0.2787
ɾ,ra,ra-ea,16,0,0.0112,0.0000,32,0.5000,0.0000
ɾ,ra,ra-jipa,0,3,0.0000,0.0101,6,0.0000,0.5000
ɾ,ra,ra-lapsyd,0,17,0.0000,0.0153,26,0.0000,0.6538
ɾ,ra,ra-phoible,0,7,0.0000,0.0098,16,0.0000,0.4375
ɾ,ra,ra-upsid,0,11,0.0000,0.0154,16,0.0000,0.6875
ɾ,saphon,saphon-jipa,0,4,0.0000,0.0261,6,0.0000,0.6667
ɾ,saphon,saphon-lapsyd,0,83,0.0000,0.0292,107,0.0000,0.7757
ɾ,saphon,saphon-phoible,0,30,0.0000,0.0271,42,0.0000,0.7143
ɾ,saphon,saphon-upsid,0,50,0.0000,0.0298,63,0.0000,0.7937
ɾ,upsid,upsid-aa,14,0,0.0121,0.0000,34,0.4118,0.0000
ɾ,upsid,upsid-ea,20,0,0.0065,0.0000,82,0.2439,0.0000
ɾ,upsid,upsid-er,9,0,0.0158,0.0000,26,0.3462,0.0000
ɾ,upsid,upsid-jipa,0,12,0.0000,0.0086,38,0.0000,0.3158
ɾ,upsid,upsid-lapsyd,0,83,0.0000,0.0094,303,0.0000,0.2739
ɾ,upsid,upsid-phoible,21,0,0.0104,0.0000,61,0.3443,0.0000
ɾ,upsid,upsid-ra,6,0,0.0103,0.0000,16,0.3750,0.0000
ɾ,upsid,upsid-saphon,33,0,0.0202,0.0000,63,0.5238,0.0000
ɾʱ,lapsyd,lapsyd-ea,1,0,0.0003,0.0000,95,0.0105,0.0000
ɾʱ,lapsyd,lapsyd-jipa,0,1,0.0000,0.0005,57,0.0000,0.0175
ɾʱ,lapsyd,lapsyd-phoible,1,0,0.0002,0.0000,139,0.0072,0.0000
ɾʱ,lapsyd,lapsyd-ra,1,0,0.0010,0.0000,26,0.0385,0.0000
ɾʱ,lapsyd,lapsyd-upsid,1,0,0.0001,0.0000,303,0.0033,0.0000
ɾʲ,ea,ea-jipa,0,2,0.0000,0.0008,57,0.0000,0.0351
ɾʲ,ea,ea-lapsyd,0,2,0.0000,0.0005,95,0.0000,0.0211
ɾʲ,ea,ea-phoible,0,1,0.0000,0.0002,121,0.0000,0.0083
ɾʲ,ea,ea-upsid,0,3,0.0000,0.0009,82,0.0000,0.0366
ɾʲ,jipa,jipa-ea,2,0,0.0008,0.0000,57,0.0351,0.0000
ɾʲ,jipa,jipa-lapsyd,1,0,0.0004,0.0000,57,0.0175,0.0000
ɾʲ,jipa,jipa-phoible,1,0,0.0002,0.0000,111,0.0090,0.0000
ɾʲ,jipa,jipa-upsid,1,0,0.0006,0.0000,38,0.0263,0.0000
ɾʲ,lapsyd,lapsyd-ea,2,0,0.0006,0.0000,95,0.0211,0.0000
ɾʲ,lapsyd,lapsyd-jipa,0,1,0.0000,0.0005,57,0.0000,0.0175
ɾʲ,lapsyd,lapsyd-phoible,1,0,0.0002,0.0000,139,0.0072,0.0000
ɾʲ,lapsyd,lapsyd-upsid,1,0,0.0001,0.0000,303,0.0033,0.0000
ɾʲ,phoible,phoible-ea,2,0,0.0004,0.0000,121,0.0165,0.0000
ɾʲ,phoible,phoible-jipa,0,1,0.0000,0.0002,111,0.0000,0.0090
ɾʲ,phoible,phoible-lapsyd,0,1,0.0000,0.0002,139,0.0000,0.0072
ɾʲ,phoible,phoible-upsid,0,1,0.0000,0.0004,61,0.0000,0.0164
ɾʲ,saphon,saphon-lapsyd,0,3,0.0000,0.0011,107,0.0000,0.0280
ɾʲ,saphon,saphon-upsid,0,2,0.0000,0.0012,63,0.0000,0.0317
ɾʲ,upsid,upsid-aa,1,0,0.0009,0.0000,34,0.0294,0.0000
ɾʲ,upsid,upsid-ea,2,0,0.0007,0.0000,82,0.0244,0.0000
ɾʲ,upsid,upsid-jipa,0,2,0.0000,0.0014,38,0.0000,0.0526
ɾʲ,upsid,upsid-lapsyd,0,2,0.0000,0.0002,303,0.0000,0.0066
ɾʲ,upsid,upsid-phoible,1,0,0.0005,0.0000,61,0.0164,0.0000
ɾʷ,jipa,jipa-er,1,0,0.0079,0.0000,4,0.2500,0.0000
ɾʷ,jipa,jipa-phoible,1,0,0.0002,0.0000,111,0.0090,0.0000
ɾʷ,jipa,jipa-upsid,1,0,0.0006,0.0000,38,0.0263,0.0000
ɾˠ,ea,ea-jipa,0,1,0.0000,0.0004,57,0.0000,0.0175
ɾˠ,ea,ea-lapsyd,0,2,0.0000,0.0005,95,0.0000,0.0211
ɾˠ,ea,ea-phoible,0,1,0.0000,0.0002,121,0.0000,0.0083
ɾˠ,ea,ea-upsid,0,1,0.0000,0.0003,82,0.0000,0.0122
ɾˠ,jipa,jipa-ea,2,0,0.0008,0.0000,57,0.0351,0.0000
ɾˠ,jipa,jipa-lapsyd,1,0,0.0004,0.0000,57,0.0175,0.0000
ɾˠ,jipa,jipa-phoible,1,0,0.0002,0.0000,111,0.0090,0.0000
ɾˠ,jipa,jipa-upsid,1,0,0.0006,0.0000,38,0.0263,0.0000
ɾˠ,lapsyd,lapsyd-ea,2,0,0.0006,0.0000,95,0.0211,0.0000
ɾˠ,lapsyd,lapsyd-jipa,0,1,0.0000,0.0005,57,0.0000,0.0175
ɾˠ,lapsyd,lapsyd-phoible,1,0,0.0002,0.0000,139,0.0072,0.0000
ɾˠ,lapsyd,lapsyd-upsid,1,0,0.0001,0.0000,303,0.0033,0.0000
ɾˠ,phoible,phoible-ea,2,0,0.0004,0.0000,121,0.0165,0.0000
ɾˠ,phoible,phoible-jipa,0,1,0.0000,0.0002,111,0.0000,0.0090
ɾˠ,phoible,phoible-lapsyd,0,1,0.0000,0.0002,139,0.0000,0.0072
ɾˠ,phoible,phoible-upsid,0,1,0.0000,0.0004,61,0.0000,0.0164
ɾˠ,upsid,upsid-ea,2,0,0.0007,0.0000,82,0.0244,0.0000
ɾˠ,upsid,upsid-jipa,0,1,0.0000,0.0007,38,0.0000,0.0263
ɾˠ,upsid,upsid-lapsyd,0,1,0.0000,0.0001,303,0.0000,0.0033
ɾˠ,upsid,upsid-phoible,1,0,0.0005,0.0000,61,0.0164,0.0000
ɾˤ,lapsyd,lapsyd-jipa,0,1,0.0000,0.0005,57,0.0000,0.0175
ɾˤ,lapsyd,lapsyd-phoible,5,0,0.0011,0.0000,139,0.0360,0.0000
ɾˤ,lapsyd,lapsyd-upsid,1,0,0.0001,0.0000,303,0.0033,0.0000
ɾˤ,phoible,phoible-lapsyd,0,1,0.0000,0.0002,139,0.0000,0.0072
ɾ̠,ea,ea-jipa,0,1,0.0000,0.0004,57,0.0000,0.0175
ɾ̠,ea,ea-lapsyd,0,1,0.0000,0.0003,95,0.0000,0.0105
