Phoneme,Dataset,Dataset Pair,Absolute Count (DatasetA),Absolute Count (DatasetB),Relative Count (DatasetA),Relative Count (DatasetB),Total Inventories,Percent (DatasetA),Percent (DatasetB)
ɲ,lapsyd,lapsyd-phoible,51,0,0.0108,0.0000,139,0.3669,0.0000
ɲ,lapsyd,lapsyd-ra,9,0,0.0089,0.0000,26,0.3462,0.0000
ɲ,lapsyd,lapsyd-saphon,35,0,0.0119,0.0000,107,0.3271,0.0000
ɲ,lapsyd,lapsyd-upsid,101,0,0.0107,0.0000,303,0.3333,0.0000
ɲ,phoible,phoible-aa,36,0,0.0199,0.0000,47,0.7660,0.0000
ɲ,phoible,phoible-ea,45,0,0.0096,0.0000,121,0.3719,0.0000
ɲ,phoible,phoible-er,5,0,0.0163,0.0000,12,0.4167,0.0000
ɲ,phoible,phoible-jipa,0,35,0.0000,0.0078,111,0.0000,0.3153
ɲ,phoible,phoible-lapsyd,0,56,0.0000,0.0106,139,0.0000,0.4029
ɲ,phoible,phoible-ra,6,0,0.0086,0.0000,16,0.3750,0.0000
ɲ,phoible,phoible-saphon,16,0,0.0142,0.0000,42,0.3810,0.0000
ɲ,phoible,phoible-upsid,0,27,0.0000,0.0106,61,0.0000,0.4426
ɲ,ra,ra-ea,23,0,0.0161,0.0000,32,0.7188,0.0000
ɲ,ra,ra-jipa,0,4,0.0000,0.0135,6,0.0000,0.6667
ɲ,ra,ra-lapsyd,0,17,0.0000,0.0153,26,0.0000,0.6538
ɲ,ra,ra-phoible,0,12,0.0000,0.0168,16,0.0000,0.7500
ɲ,ra,ra-upsid,0,11,0.0000,0.0154,16,0.0000,0.6875
ɲ,saphon,saphon-jipa,0,5,0.0000,0.0327,6,0.0000,0.8333
ɲ,saphon,saphon-lapsyd,0,47,0.0000,0.0165,107,0.0000,0.4393
ɲ,saphon,saphon-phoible,0,18,0.0000,0.0162,42,0.0000,0.4286
ɲ,saphon,saphon-upsid,0,31,0.0000,0.0185,63,0.0000,0.4921
ɲ,upsid,upsid-aa,17,0,0.0147,0.0000,34,0.5000,0.0000
ɲ,upsid,upsid-ea,27,0,0.0088,0.0000,82,0.3293,0.0000
ɲ,upsid,upsid-er,13,0,0.0228,0.0000,26,0.5000,0.0000
ɲ,upsid,upsid-jipa,0,12,0.0000,0.0086,38,0.0000,0.3158
ɲ,upsid,upsid-lapsyd,0,91,0.0000,0.0103,303,0.0000,0.3003
ɲ,upsid,upsid-phoible,24,0,0.0119,0.0000,61,0.3934,0.0000
ɲ,upsid,upsid-ra,4,0,0.0069,0.0000,16,0.2500,0.0000
ɲ,upsid,upsid-saphon,16,0,0.0098,0.0000,63,0.2540,0.0000
ɲʱ,lapsyd,lapsyd-saphon,1,0,0.0003,0.0000,107,0.0093,0.0000
ɲʱ,ra,ra-jipa,0,1,0.0000,0.0034,6,0.0000,0.1667
ɲʱ,ra,ra-phoible,0,1,0.0000,0.0014,16,0.0000,0.0625
ɲʱ,saphon,saphon-lapsyd,0,1,0.0000,0.0004,107,0.0000,0.0093
ɲʷ,phoible,phoible-aa,1,0,0.0006,0.0000,47,0.0213,0.0000
ɲʷ,phoible,phoible-lapsyd,0,1,0.0000,0.0002,139,0.0000,0.0072
ɲʷ,phoible,phoible-upsid,0,1,0.0000,0.0004,61,0.0000,0.0164
ɲʷ,upsid,upsid-aa,1,0,0.0009,0.0000,34,0.0294,0.0000
ɲʷ,upsid,upsid-phoible,1,0,0.0005,0.0000,61,0.0164,0.0000
ɲː,aa,aa-lapsyd,0,1,0.0000,0.0011,27,0.0000,0.0370
ɲː,aa,aa-upsid,0,1,0.0000,0.0008,34,0.0000,0.0294
ɲː,ea,ea-phoible,0,1,0.0000,0.0002,121,0.0000,0.0083
ɲː,jipa,jipa-ea,2,0,0.0008,0.0000,57,0.0351,0.0000
ɲː,jipa,jipa-lapsyd,4,0,0.0017,0.0000,57,0.0702,0.0000
ɲː,jipa,jipa-phoible,4,0,0.0009,0.0000,111,0.0360,0.0000
ɲː,jipa,jipa-upsid,3,0,0.0017,0.0000,38,0.0789,0.0000
ɲː,lapsyd,lapsyd-phoible,1,0,0.0002,0.0000,139,0.0072,0.0000
ɲː,lapsyd,lapsyd-saphon,1,0,0.0003,0.0000,107,0.0093,0.0000
ɲː,lapsyd,lapsyd-upsid,1,0,0.0001,0.0000,303,0.0033,0.0000
ɲː,phoible,phoible-aa,3,0,0.0017,0.0000,47,0.0638,0.0000
ɲː,phoible,phoible-ea,1,0,0.0002,0.0000,121,0.0083,0.0000
ɲː,phoible,phoible-jipa,0,1,0.0000,0.0002,111,0.0000,0.0090
ɲː,phoible,phoible-lapsyd,0,8,0.0000,0.0015,139,0.0000,0.0576
ɲː,phoible,phoible-upsid,0,4,0.0000,0.0016,61,0.0000,0.0656
ɲː,saphon,saphon-lapsyd,0,1,0.0000,0.0004,107,0.0000,0.0093
ɲː,saphon,saphon-upsid,0,1,0.0000,0.0006,63,0.0000,0.0159
ɲː,upsid,upsid-lapsyd,0,1,0.0000,0.0001,303,0.0000,0.0033
ɲː,upsid,upsid-saphon,1,0,0.0006,0.0000,63,0.0159,0.0000
ɲ̊,ea,ea-jipa,0,3,0.0000,0.0012,57,0.0000,0.0526
ɲ̊,ea,ea-lapsyd,0,1,0.0000,0.0003,95,0.0000,0.0105
ɲ̊,ea,ea-phoible,0,1,0.0000,0.0002,121,0.0000,0.0083
ɲ̊,ea,ea-upsid,0,2,0.0000,0.0006,82,0.0000,0.0244
ɲ̊,jipa,jipa-ea,3,0,0.0012,0.0000,57,0.0526,0.0000
ɲ̊,jipa,jipa-lapsyd,1,0,0.0004,0.0000,57,0.0175,0.0000
ɲ̊,jipa,jipa-phoible,3,0,0.0006,0.0000,111,0.0270,0.0000
ɲ̊,jipa,jipa-upsid,1,0,0.0006,0.0000,38,0.0263,0.0000
ɲ̊,lapsyd,lapsyd-ea,1,0,0.0003,0.0000,95,0.0105,0.0000
ɲ̊,lapsyd,lapsyd-jipa,0,1,0.0000,0.0005,57,0.0000,0.0175
ɲ̊,lapsyd,lapsyd-saphon,2,0,0.0007,0.0000,107,0.0187,0.0000
ɲ̊,lapsyd,lapsyd-upsid,6,0,0.0006,0.0000,303,0.0198,0.0000
ɲ̊,phoible,phoible-ea,1,0,0.0002,0.0000,121,0.0083,0.0000
ɲ̊,phoible,phoible-jipa,0,1,0.0000,0.0002,111,0.0000,0.0090
ɲ̊,saphon,saphon-lapsyd,0,2,0.0000,0.0007,107,0.0000,0.0187
ɲ̊,saphon,saphon-upsid,0,1,0.0000,0.0006,63,0.0000,0.0159
ɲ̊,upsid,upsid-ea,2,0,0.0007,0.0000,82,0.0244,0.0000
ɲ̊,upsid,upsid-jipa,0,1,0.0000,0.0007,38,0.0000,0.0263
ɲ̊,upsid,upsid-lapsyd,0,6,0.0000,0.0007,303,0.0000,0.0198
ɲ̊,upsid,upsid-saphon,1,0,0.0006,0.0000,63,0.0159,0.0000
ɲ̟,ea,ea-jipa,0,4,0.0000,0.0016,57,0.0000,0.0702
ɲ̟,ea,ea-lapsyd,0,7,0.0000,0.0018,95,0.0000,0.0737
ɲ̟,ea,ea-phoible,0,7,0.0000,0.0015,121,0.0000,0.0579
ɲ̟,ea,ea-upsid,0,3,0.0000,0.0009,82,0.0000,0.0366
ɲ̟,phoible,phoible-ea,1,0,0.0002,0.0000,121,0.0083,0.0000
ɲ̟,phoible,phoible-jipa,0,3,0.0000,0.0007,111,0.0000,0.0270
ɲ̟̥,phoible,phoible-ea,2,0,0.0004,0.0000,121,0.0165,0.0000
ɲ̟̥,phoible,phoible-jipa,0,4,0.0000,0.0009,111,0.0000,0.0360
ɲ̟̻,phoible,phoible-er,2,0,0.0065,0.0000,12,0.1667,0.0000
ɲ̟̻,phoible,phoible-jipa,0,1,0.0000,0.0002,111,0.0000,0.0090
ɲ̟̻,phoible,phoible-lapsyd,0,1,0.0000,0.0002,139,0.0000,0.0072
ɲ̰,lapsyd,lapsyd-phoible,1,0,0.0002,0.0000,139,0.0072,0.0000
ɲ̰,lapsyd,lapsyd-saphon,1,0,0.0003,0.0000,107,0.0093,0.0000
ɲ̰,lapsyd,lapsyd-upsid,2,0,0.0002,0.0000,303,0.0066,0.0000
ɲ̰,upsid,upsid-ea,1,0,0.0003,0.0000,82,0.0122,0.0000
ɲ̰,upsid,upsid-lapsyd,0,2,0.0000,0.0002,303,0.0000,0.0066
ɲ̻,phoible,phoible-er,1,0,0.0033,0.0000,12,0.0833,0.0000
ɲ̻,phoible,phoible-jipa,0,1,0.0000,0.0002,111,0.0000,0.0090
ɲ̻,phoible,phoible-lapsyd,0,1,0.0000,0.0002,139,0.0000,0.0072
ɲ̻,phoible,phoible-upsid,0,1,0.0000,0.0004,61,0.0000,0.0164
ɲᶣ,phoible,phoible-aa,1,0,0.0006,0.0000,47,0.0213,0.0000
ɲᶣ,phoible,phoible-upsid,0,1,0.0000,0.0004,61,0.0000,0.0164
ɳ,ea,ea-jipa,0,4,0.0000,0.0016,57,0.0000,0.0702
ɳ,ea,ea-lapsyd,0,8,0.0000,0.0021,95,0.0000,0.0842
ɳ,ea,ea-phoible,0,7,0.0000,0.0015,121,0.0000,0.0579
ɳ,ea,ea-ra,0,14,0.0000,0.0105,32,0.0000,0.4375
ɳ,ea,ea-upsid,0,4,0.0000,0.0012,82,0.0000,0.0488
ɳ,er,er-jipa,0,4,0.0000,0.0351,4,0.0000,1.0000
ɳ,er,er-lapsyd,0,36,0.0000,0.0263,61,0.0000,0.5902
ɳ,er,er-phoible,0,11,0.0000,0.0324,12,0.0000,0.9167
ɳ,er,er-upsid,0,13,0.0000,0.0221,26,0.0000,0.5000
ɳ,jipa,jipa-ea,5,0,0.0019,0.0000,57,0.0877,0.0000
ɳ,jipa,jipa-er,4,0,0.0317,0.0000,4,1.0000,0.0000
ɳ,jipa,jipa-lapsyd,5,0,0.0022,0.0000,57,0.0877,0.0000
ɳ,jipa,jipa-phoible,8,0,0.0017,0.0000,111,0.0721,0.0000
ɳ,jipa,jipa-ra,2,0,0.0055,0.0000,6,0.3333,0.0000
ɳ,jipa,jipa-upsid,3,0,0.0017,0.0000,38,0.0789,0.0000
ɳ,lapsyd,lapsyd-ea,8,0,0.0022,0.0000,95,0.0842,0.0000
ɳ,lapsyd,lapsyd-er,38,0,0.0270,0.0000,61,0.6230,0.0000
ɳ,lapsyd,lapsyd-jipa,0,3,0.0000,0.0015,57,0.0000,0.0526
ɳ,lapsyd,lapsyd-phoible,6,0,0.0013,0.0000,139,0.0432,0.0000
ɳ,lapsyd,lapsyd-ra,9,0,0.0089,0.0000,26,0.3462,0.0000
ɳ,lapsyd,lapsyd-saphon,1,0,0.0003,0.0000,107,0.0093,0.0000
ɳ,lapsyd,lapsyd-upsid,19,0,0.0020,0.0000,303,0.0627,0.0000
ɳ,phoible,phoible-ea,8,0,0.0017,0.0000,121,0.0661,0.0000
ɳ,phoible,phoible-er,7,0,0.0229,0.0000,12,0.5833,0.0000
ɳ,phoible,phoible-jipa,0,5,0.0000,0.0011,111,0.0000,0.0450
ɳ,phoible,phoible-lapsyd,0,4,0.0000,0.0008,139,0.0000,0.0288
ɳ,phoible,phoible-ra,6,0,0.0086,0.0000,16,0.3750,0.0000
ɳ,phoible,phoible-upsid,0,2,0.0000,0.0008,61,0.0000,0.0328
ɳ,ra,ra-ea,20,0,0.0140,0.0000,32,0.6250,0.0000
ɳ,ra,ra-jipa,0,2,0.0000,0.0067,6,0.0000,0.3333
ɳ,ra,ra-lapsyd,0,12,0.0000,0.0108,26,0.0000,0.4615
ɳ,ra,ra-phoible,0,7,0.0000,0.0098,16,0.0000,0.4375
ɳ,ra,ra-upsid,0,9,0.0000,0.0126,16,0.0000,0.5625
ɳ,upsid,upsid-ea,8,0,0.0026,0.0000,82,0.0976,0.0000
ɳ,upsid,upsid-er,15,0,0.0264,0.0000,26,0.5769,0.0000
ɳ,upsid,upsid-jipa,0,2,0.0000,0.0014,38,0.0000,0.0526
ɳ,upsid,upsid-lapsyd,0,19,0.0000,0.0022,303,0.0000,0.0627
ɳ,upsid,upsid-phoible,4,0,0.0020,0.0000,61,0.0656,0.0000
ɳ,upsid,upsid-ra,6,0,0.0103,0.0000,16,0.3750,0.0000
ɳʱ,ea,ea-jipa,0,2,0.0000,0.0008,57,0.0000,0.0351
ɳʱ,ea,ea-lapsyd,0,2,0.0000,0.0005,95,0.0000,0.0211
ɳʱ,ea,ea-phoible,0,2,0.0000,0.0004,121,0.0000,0.0165
ɳʱ,ea,ea-ra,0,2,0.0000,0.0015,32,0.0000,0.0625
ɳʱ,jipa,jipa-ea,2,0,0.0008,0.0000,57,0.0351,0.0000
ɳʱ,jipa,jipa-lapsyd,1,0,0.0004,0.0000,57,0.0175,0.0000
ɳʱ,jipa,jipa-phoible,1,0,0.0002,0.0000,111,0.0090,0.0000
ɳʱ,jipa,jipa-ra,1,0,0.0028,0.0000,6,0.1667,0.0000
ɳʱ,lapsyd,lapsyd-ea,2,0,0.0006,0.0000,95,0.0211,0.0000
ɳʱ,lapsyd,lapsyd-jipa,0,1,0.0000,0.0005,57,0.0000,0.0175
ɳʱ,lapsyd,lapsyd-phoible,1,0,0.0002,0.0000,139,0.0072,0.0000
ɳʱ,lapsyd,lapsyd-ra,1,0,0.0010,0.0000,26,0.0385,0.0000
ɳʱ,phoible,phoible-ea,2,0,0.0004,0.0000,121,0.0165,0.0000
ɳʱ,phoible,phoible-jipa,0,1,0.0000,0.0002,111,0.0000,0.0090
ɳʱ,phoible,phoible-lapsyd,0,1,0.0000,0.0002,139,0.0000,0.0072
ɳʱ,phoible,phoible-ra,1,0,0.0014,0.0000,16,0.0625,0.0000
ɳʷ,er,er-jipa,0,1,0.0000,0.0088,4,0.0000,0.2500
ɳʷ,er,er-phoible,0,3,0.0000,0.0088,12,0.0000,0.2500
ɳʷ,er,er-upsid,0,1,0.0000,0.0017,26,0.0000,0.0385
ɳʷ,jipa,jipa-er,1,0,0.0079,0.0000,4,0.2500,0.0000
ɳʷ,jipa,jipa-phoible,1,0,0.0002,0.0000,111,0.0090,0.0000
ɳʷ,jipa,jipa-upsid,1,0,0.0006,0.0000,38,0.0263,0.0000
ɳː,jipa,jipa-ea,1,0,0.0004,0.0000,57,0.0175,0.0000
ɳ̊,lapsyd,lapsyd-phoible,1,0,0.0002,0.0000,139,0.0072,0.0000
ɳ̊,lapsyd,lapsyd-upsid,1,0,0.0001,0.0000,303,0.0033,0.0000
ɳ̊,upsid,upsid-lapsyd,0,1,0.0000,0.0001,303,0.0000,0.0033
ɳ̟,phoible,phoible-er,2,0,0.0065,0.0000,12,0.1667,0.0000
ɳ̟,phoible,phoible-jipa,0,1,0.0000,0.0002,111,0.0000,0.0090
ɳ̟,phoible,phoible-lapsyd,0,1,0.0000,0.0002,139,0.0000,0.0072
ɳ̺,phoible,phoible-er,1,0,0.0033,0.0000,12,0.0833,0.0000
ɳ̺,phoible,phoible-jipa,0,1,0.0000,0.0002,111,0.0000,0.0090
ɳ̺,phoible,phoible-lapsyd,0,1,0.0000,0.0002,139,0.0000,0.0072
ɳ̺,phoible,phoible-upsid,0,1,0.0000,0.0004,61,0.0000,0.0164
ɴ,ea,ea-lapsyd,0,1,0.0000,0.0003,95,0.0000,0.0105
ɴ,ea,ea-upsid,0,1,0.0000,0.0003,82,0.0000,0.0122
ɴ,jipa,jipa-lapsyd,1,0,0.0004,0.0000,57,0.0175,0.0000
ɴ,jipa,jipa-phoible,1,0,0.0002,0.0000,111,0.0090,0.0000
ɴ,jipa,jipa-upsid,1,0,0.0006,0.0000,38,0.0263,0.0000
ɴ,lapsyd,lapsyd-jipa,0,1,0.0000,0.0005,57,0.0000,0.0175
ɴ,lapsyd,lapsyd-phoible,1,0,0.0002,0.0000,139,0.0072,0.0000
ɴ,lapsyd,lapsyd-upsid,1,0,0.0001,0.0000,303,0.0033,0.0000
ɴ,phoible,phoible-jipa,0,1,0.0000,0.0002,111,0.0000,0.0090
ɴ,phoible,phoible-lapsyd,0,1,0.0000,0.0002,139,0.0000,0.0072
ɴ,phoible,phoible-upsid,0,1,0.0000,0.0004,61,0.0000,0.0164
ɴ,upsid,upsid-jipa,0,1,0.0000,0.0007,38,0.0000,0.0263
ɴ,upsid,upsid-lapsyd,0,1,0.0000,0.0001,303,0.0000,0.0033
ɴ,upsid,upsid-phoible,1,0,0.0005,0.0000,61,0.0164,0.0000
ɵ,ea,ea-jipa,0,5,0.0000,0.0021,57,0.0000,0.0877
ɵ,ea,ea-lapsyd,0,1,0.0000,0.0003,95,0.0000,0.0105
ɵ,ea,ea-phoible,0,6,0.0000,0.0013,121,0.0000,0.0496
ɵ,ea,ea-upsid,0,1,0.0000,0.0003,82,0.0000,0.0122
ɵ,er,er-lapsyd,0,1,0.0000,0.0007,61,0.0000,0.0164
ɵ,jipa,jipa-ea,3,0,0.0012,0.0000,57,0.0526,0.0000
ɵ,jipa,jipa-lapsyd,1,0,0.0004,0.0000,57,0.0175,0.0000
ɵ,jipa,jipa-phoible,3,0,0.0006,0.0000,111,0.0270,0.0000
ɵ,jipa,jipa-upsid,1,0,0.0006,0.0000,38,0.0263,0.0000
ɵ,lapsyd,lapsyd-ea,2,0,0.0006,0.0000,95,0.0211,0.0000
ɵ,lapsyd,lapsyd-er,1,0,0.0007,0.0000,61,0.0164,0.0000
ɵ,lapsyd,lapsyd-jipa,0,1,0.0000,0.0005,57,0.0000,0.0175
ɵ,lapsyd,lapsyd-phoible,1,0,0.0002,0.0000,139,0.0072,0.0000
ɵ,lapsyd,lapsyd-upsid,5,0,0.0005,0.0000,303,0.0165,0.0000
ɵ,phoible,phoible-aa,1,0,0.0006,0.0000,47,0.0213,0.0000
ɵ,phoible,phoible-ea,4,0,0.0009,0.0000,121,0.0331,0.0000
ɵ,phoible,phoible-jipa,0,3,0.0000,0.0007,111,0.0000,0.0270
ɵ,phoible,phoible-lapsyd,0,1,0.0000,0.0002,139,0.0000,0.0072
ɵ,phoible,phoible-ra,1,0,0.0014,0.0000,16,0.0625,0.0000
ɵ,phoible,phoible-upsid,0,2,0.0000,0.0008,61,0.0000,0.0328
ɵ,upsid,upsid-lapsyd,0,2,0.0000,0.0002,303,0.0000,0.0066
ɵy,ea,ea-jipa,0,1,0.0000,0.0004,57,0.0000,0.0175
ɵy,ea,ea-phoible,0,1,0.0000,0.0002,121,0.0000,0.0083
ɵy,ea,ea-upsid,0,1,0.0000,0.0003,82,0.0000,0.0122
ɵy,jipa,jipa-ea,1,0,0.0004,0.0000,57,0.0175,0.0000
ɵy,jipa,jipa-phoible,1,0,0.0002,0.0000,111,0.0090,0.0000
ɵy,jipa,jipa-upsid,1,0,0.0006,0.0000,38,0.0263,0.0000
ɵy,phoible,phoible-ea,1,0,0.0002,0.0000,121,0.0083,0.0000
ɵy,phoible,phoible-jipa,0,1,0.0000,0.0002,111,0.0000,0.0090
ɵy,phoible,phoible-upsid,0,1,0.0000,0.0004,61,0.0000,0.0164
ɵː,ea,ea-phoible,0,1,0.0000,0.0002,121,0.0000,0.0083
ɵː,jipa,jipa-ea,1,0,0.0004,0.0000,57,0.0175,0.0000
ɵː,jipa,jipa-phoible,1,0,0.0002,0.0000,111,0.0090,0.0000
ɵː,jipa,jipa-upsid,1,0,0.0006,0.0000,38,0.0263,0.0000
ɵː,phoible,phoible-aa,1,0,0.0006,0.0000,47,0.0213,0.0000
ɵː,phoible,phoible-ea,3,0,0.0006,0.0000,121,0.0248,0.0000
ɵː,phoible,phoible-jipa,0,2,0.0000,0.0004,111,0.0000,0.0180
ɵː,phoible,phoible-lapsyd,0,1,0.0000,0.0002,139,0.0000,0.0072
ɵː,phoible,phoible-upsid,0,1,0.0000,0.0004,61,0.0000,0.0164
ɵ̃,lapsyd,lapsyd-upsid,1,0,0.0001,0.0000,303,0.0033,0.0000
ɵ̃,upsid,upsid-lapsyd,0,1,0.0000,0.0001,303,0.0000,0.0033
ɵ̞,upsid,upsid-ea,5,0,0.0016,0.0000,82,0.0610,0.0000
ɵ̞,upsid,upsid-lapsyd,0,2,0.0000,0.0002,303,0.0000,0.0066
ɵ̞,upsid,upsid-phoible,1,0,0.0005,0.0000,61,0.0164,0.0000
ɵ̞ː,ea,ea-lapsyd,0,1,0.0000,0.0003,95,0.0000,0.0105
ɵ̞ː,ea,ea-phoible,0,1,0.0000,0.0002,121,0.0000,0.0083
ɵ̞ː,ea,ea-upsid,0,1,0.0000,0.0003,82,0.0000,0.0122
ɵ̞̆,upsid,upsid-ea,3,0,0.0010,0.0000,82,0.0366,0.0000
ɵ̞̆,upsid,upsid-lapsyd,0,1,0.0000,0.0001,303,0.0000,0.0033
ɵ̞̆,upsid,upsid-phoible,1,0,0.0005,0.0000,61,0.0164,0.0000
ɶ,jipa,jipa-ea,1,0,0.0004,0.0000,57,0.0175,0.0000
ɶ,jipa,jipa-phoible,1,0,0.0002,0.0000,111,0.0090,0.0000
ɸ,aa,aa-phoible,0,1,0.0000,0.0006,47,0.0000,0.0213
ɸ,aa,aa-upsid,0,1,0.0000,0.0008,34,0.0000,0.0294
ɸ,ea,ea-lapsyd,0,1,0.0000,0.0003,95,0.0000,0.0105
ɸ,ea,ea-upsid,0,2,0.0000,0.0006,82,0.0000,0.0244
ɸ,er,er-phoible,0,1,0.0000,0.0029,12,0.0000,0.0833
ɸ,jipa,jipa-aa,3,0,0.0122,0.0000,6,0.5000,0.0000
ɸ,jipa,jipa-lapsyd,2,0,0.0009,0.0000,57,0.0351,0.0000
ɸ,jipa,jipa-phoible,2,0,0.0004,0.0000,111,0.0180,0.0000
ɸ,jipa,jipa-upsid,1,0,0.0006,0.0000,38,0.0263,0.0000
ɸ,lapsyd,lapsyd-aa,1,0,0.0010,0.0000,27,0.0370,0.0000
ɸ,lapsyd,lapsyd-ea,2,0,0.0006,0.0000,95,0.0211,0.0000
ɸ,lapsyd,lapsyd-jipa,0,2,0.0000,0.0010,57,0.0000,0.0351
ɸ,lapsyd,lapsyd-phoible,4,0,0.0008,0.0000,139,0.0288,0.0000
ɸ,lapsyd,lapsyd-saphon,14,0,0.0048,0.0000,107,0.1308,0.0000
ɸ,lapsyd,lapsyd-upsid,33,0,0.0035,0.0000,303,0.1089,0.0000
ɸ,phoible,phoible-aa,4,0,0.0022,0.0000,47,0.0851,0.0000
ɸ,phoible,phoible-ea,1,0,0.0002,0.0000,121,0.0083,0.0000
ɸ,phoible,phoible-jipa,0,2,0.0000,0.0004,111,0.0000,0.0180
ɸ,phoible,phoible-lapsyd,0,9,0.0000,0.0017,139,0.0000,0.0647
ɸ,phoible,phoible-ra,1,0,0.0014,0.0000,16,0.0625,0.0000
ɸ,phoible,phoible-saphon,7,0,0.0062,0.0000,42,0.1667,0.0000
ɸ,phoible,phoible-upsid,0,2,0.0000,0.0008,61,0.0000,0.0328
ɸ,ra,ra-phoible,0,1,0.0000,0.0014,16,0.0000,0.0625
ɸ,saphon,saphon-jipa,0,1,0.0000,0.0065,6,0.0000,0.1667
ɸ,saphon,saphon-lapsyd,0,16,0.0000,0.0056,107,0.0000,0.1495
ɸ,saphon,saphon-phoible,0,3,0.0000,0.0027,42,0.0000,0.0714
ɸ,saphon,saphon-upsid,0,12,0.0000,0.0072,63,0.0000,0.1905
ɸ,upsid,upsid-aa,4,0,0.0035,0.0000,34,0.1176,0.0000
ɸ,upsid,upsid-ea,4,0,0.0013,0.0000,82,0.0488,0.0000
ɸ,upsid,upsid-jipa,0,2,0.0000,0.0014,38,0.0000,0.0526
ɸ,upsid,upsid-lapsyd,0,29,0.0000,0.0033,303,0.0000,0.0957
ɸ,upsid,upsid-phoible,3,0,0.0015,0.0000,61,0.0492,0.0000
ɸ,upsid,upsid-saphon,8,0,0.0049,0.0000,63,0.1270,0.0000
ɸʲ,lapsyd,lapsyd-saphon,1,0,0.0003,0.0000,107,0.0093,0.0000
ɸʲ,lapsyd,lapsyd-upsid,1,0,0.0001,0.0000,303,0.0033,0.0000
ɸʲ,saphon,saphon-lapsyd,0,1,0.0000,0.0004,107,0.0000,0.0093
ɸʲ,saphon,saphon-upsid,0,1,0.0000,0.0006,63,0.0000,0.0159
ɸʲ,upsid,upsid-ea,2,0,0.0007,0.0000,82,0.0244,0.0000
ɸʲ,upsid,upsid-jipa,0,1,0.0000,0.0007,38,0.0000,0.0263
ɸʲ,upsid,upsid-lapsyd,0,2,0.0000,0.0002,303,0.0000,0.0066
ɸʲ,upsid,upsid-phoible,1,0,0.0005,0.0000,61,0.0164,0.0000
ɸʲ,upsid,upsid-saphon,1,0,0.0006,0.0000,63,0.0159,0.0000
ɸʷ,lapsyd,lapsyd-phoible,1,0,0.0002,0.0000,139,0.0072,0.0000
ɸʷ,lapsyd,lapsyd-saphon,2,0,0.0007,0.0000,107,0.0187,0.0000
ɸʷ,lapsyd,lapsyd-upsid,1,0,0.0001,0.0000,303,0.0033,0.0000
ɸʷ,upsid,upsid-lapsyd,0,1,0.0000,0.0001,303,0.0000,0.0033
ɸʷˠ,upsid,upsid-ea,2,0,0.0007,0.0000,82,0.0244,0.0000
ɸʷˠ,upsid,upsid-jipa,0,1,0.0000,0.0007,38,0.0000,0.0263
ɸʷˠ,upsid,upsid-lapsyd,0,1,0.0000,0.0001,303,0.0000,0.0033
ɸʷˠ,upsid,upsid-phoible,1,0,0.0005,0.0000,61,0.0164,0.0000
ɸʼ,lapsyd,lapsyd-phoible,1,0,0.0002,0.0000,139,0.0072,0.0000
ɸʼ,lapsyd,lapsyd-upsid,1,0,0.0001,0.0000,303,0.0033,0.0000
ɸʼ,upsid,upsid-lapsyd,0,1,0.0000,0.0001,303,0.0000,0.0033
ɸʼ,upsid,upsid-phoible,1,0,0.0005,0.0000,61,0.0164,0.0000
ɸ̞,lapsyd,lapsyd-aa,2,0,0.0021,0.0000,27,0.0741,0.0000
ɸ̞,lapsyd,lapsyd-jipa,0,1,0.0000,0.0005,57,0.0000,0.0175
ɸ̞,lapsyd,lapsyd-phoible,1,0,0.0002,0.0000,139,0.0072,0.0000
ɸ̞,lapsyd,lapsyd-upsid,2,0,0.0002,0.0000,303,0.0066,0.0000
ɸ̞,upsid,upsid-lapsyd,0,1,0.0000,0.0001,303,0.0000,0.0033
ɹ,aa,aa-phoible,0,1,0.0000,0.0006,47,0.0000,0.0213
ɹ,ea,ea-jipa,0,3,0.0000,0.0012,57,0.0000,0.0526
ɹ,ea,ea-lapsyd,0,2,0.0000,0.0005,95,0.0000,0.0211
ɹ,ea,ea-phoible,0,9,0.0000,0.0019,121,0.0000,0.0744
ɹ,jipa,jipa-aa,1,0,0.0041,0.0000,6,0.1667,0.0000
ɹ,jipa,jipa-ea,7,0,0.0027,0.0000,57,0.1228,0.0000
ɹ,jipa,jipa-lapsyd,5,0,0.0022,0.0000,57,0.0877,0.0000
ɹ,jipa,jipa-phoible,11,0,0.0023,0.0000,111,0.0991,0.0000
ɹ,jipa,jipa-ra,3,0,0.0083,0.0000,6,0.5000,0.0000
ɹ,jipa,jipa-upsid,3,0,0.0017,0.0000,38,0.0789,0.0000
ɹ,lapsyd,lapsyd-aa,1,0,0.0010,0.0000,27,0.0370,0.0000
ɹ,lapsyd,lapsyd-ea,6,0,0.0017,0.0000,95,0.0632,0.0000
ɹ,lapsyd,lapsyd-er,6,0,0.0043,0.0000,61,0.0984,0.0000
ɹ,lapsyd,lapsyd-jipa,0,7,0.0000,0.0035,57,0.0000,0.1228
ɹ,lapsyd,lapsyd-phoible,10,0,0.0021,0.0000,139,0.0719,0.0000
ɹ,lapsyd,lapsyd-ra,1,0,0.0010,0.0000,26,0.0385,0.0000
ɹ,lapsyd,lapsyd-saphon,1,0,0.0003,0.0000,107,0.0093,0.0000
ɹ,lapsyd,lapsyd-upsid,11,0,0.0012,0.0000,303,0.0363,0.0000
