Phoneme	Dataset	Dataset_Count	Global_Count	Dataset_Ratio	Global_Ratio	Dataset_InvRatio	Global_InvRatio	Phoneme_Dataset_Ratio
lʼː	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
lˀ	ALL	12	12	0.0001	0.0001	0.0017	0.0017	0.3333
lˀ	aa	2	12	0.0001	0.0001	0.0052	0.0017	0.3333
lˀ	jipa	2	12	0.0002	0.0001	0.0068	0.0017	0.3333
lˀ	phoible	8	12	0.0001	0.0001	0.0044	0.0017	0.3333
lː	ALL	164	164	0.0007	0.0007	0.0236	0.0236	0.5556
lː	aa	6	164	0.0004	0.0007	0.0155	0.0236	0.5556
lː	ea	6	164	0.0002	0.0007	0.0083	0.0236	0.5556
lː	jipa	38	164	0.0031	0.0007	0.1293	0.0236	0.5556
lː	phoible	110	164	0.0016	0.0007	0.0612	0.0236	0.5556
lː	saphon	4	164	0.0002	0.0007	0.0056	0.0236	0.5556
lˑ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
lˑ	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
lˠ	ALL	76	76	0.0003	0.0003	0.0109	0.0109	0.5556
lˠ	ea	48	76	0.0016	0.0003	0.0663	0.0109	0.5556
lˠ	jipa	4	76	0.0003	0.0003	0.0136	0.0109	0.5556
lˠ	lapsyd	8	76	0.0002	0.0003	0.0068	0.0109	0.5556
lˠ	phoible	2	76	0.0	0.0003	0.0011	0.0109	0.5556
lˠ	upsid	14	76	0.0005	0.0003	0.0156	0.0109	0.5556
lˠː	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
lˠː	ea	2	2	0.0001	0.0	0.0028	0.0003	0.1111
lˤ	ALL	28	28	0.0001	0.0001	0.004	0.004	0.6667
lˤ	aa	2	28	0.0001	0.0001	0.0052	0.004	0.6667
lˤ	ea	2	28	0.0001	0.0001	0.0028	0.004	0.6667
lˤ	jipa	4	28	0.0003	0.0001	0.0136	0.004	0.6667
lˤ	lapsyd	10	28	0.0003	0.0001	0.0086	0.004	0.6667
lˤ	phoible	6	28	0.0001	0.0001	0.0033	0.004	0.6667
lˤ	upsid	4	28	0.0001	0.0001	0.0044	0.004	0.6667
lˤː	ALL	4	4	0.0	0.0	0.0006	0.0006	0.2222
lˤː	jipa	2	4	0.0002	0.0	0.0068	0.0006	0.2222
lˤː	phoible	2	4	0.0	0.0	0.0011	0.0006	0.2222
l̃	ALL	14	14	0.0001	0.0001	0.002	0.002	0.3333
l̃	lapsyd	2	14	0.0001	0.0001	0.0017	0.002	0.3333
l̃	phoible	10	14	0.0001	0.0001	0.0056	0.002	0.3333
l̃	upsid	2	14	0.0001	0.0001	0.0022	0.002	0.3333
l̚	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
l̚	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
l̟	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
l̟	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
l̠	ALL	48	48	0.0002	0.0002	0.0069	0.0069	0.3333
l̠	lapsyd	22	48	0.0006	0.0002	0.0188	0.0069	0.3333
l̠	phoible	2	48	0.0	0.0002	0.0011	0.0069	0.3333
l̠	upsid	24	48	0.0009	0.0002	0.0267	0.0069	0.3333
l̠ʱ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
l̠ʱ	upsid	2	2	0.0001	0.0	0.0022	0.0003	0.1111
l̠ʲ	ALL	6	6	0.0	0.0	0.0009	0.0009	0.3333
l̠ʲ	ea	2	6	0.0001	0.0	0.0028	0.0009	0.3333
l̠ʲ	lapsyd	2	6	0.0001	0.0	0.0017	0.0009	0.3333
l̠ʲ	phoible	2	6	0.0	0.0	0.0011	0.0009	0.3333
l̠̥	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
l̠̥	lapsyd	2	2	0.0001	0.0	0.0017	0.0003	0.1111
l̥	ALL	170	170	0.0007	0.0007	0.0244	0.0244	0.8889
l̥	aa	2	170	0.0001	0.0007	0.0052	0.0244	0.8889
l̥	ea	84	170	0.0027	0.0007	0.116	0.0244	0.8889
l̥	jipa	6	170	0.0005	0.0007	0.0204	0.0244	0.8889
l̥	lapsyd	26	170	0.0007	0.0007	0.0223	0.0244	0.8889
l̥	phoible	24	170	0.0004	0.0007	0.0133	0.0244	0.8889
l̥	ra	2	170	0.0002	0.0007	0.0102	0.0244	0.8889
l̥	saphon	2	170	0.0001	0.0007	0.0028	0.0244	0.8889
l̥	upsid	24	170	0.0009	0.0007	0.0267	0.0244	0.8889
l̥ʲ	ALL	6	6	0.0	0.0	0.0009	0.0009	0.2222
l̥ʲ	ea	4	6	0.0001	0.0	0.0055	0.0009	0.2222
l̥ʲ	upsid	2	6	0.0001	0.0	0.0022	0.0009	0.2222
l̥ʲː	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
l̥ʲː	ea	2	2	0.0001	0.0	0.0028	0.0003	0.1111
l̥ː	ALL	4	4	0.0	0.0	0.0006	0.0006	0.2222
l̥ː	ea	2	4	0.0001	0.0	0.0028	0.0006	0.2222
l̥ː	phoible	2	4	0.0	0.0	0.0011	0.0006	0.2222
l̥ˠ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
l̥ˠ	upsid	2	2	0.0001	0.0	0.0022	0.0003	0.1111
l̩	ALL	6	6	0.0	0.0	0.0009	0.0009	0.1111
l̩	ea	6	6	0.0002	0.0	0.0083	0.0009	0.1111
l̪	ALL	556	556	0.0024	0.0024	0.0799	0.0799	0.7778
l̪	ea	56	556	0.0018	0.0024	0.0773	0.0799	0.7778
l̪	er	196	556	0.0104	0.0024	0.2506	0.0799	0.7778
l̪	jipa	4	556	0.0003	0.0024	0.0136	0.0799	0.7778
l̪	lapsyd	134	556	0.0037	0.0024	0.1147	0.0799	0.7778
l̪	phoible	96	556	0.0014	0.0024	0.0534	0.0799	0.7778
l̪	saphon	2	556	0.0001	0.0024	0.0028	0.0799	0.7778
l̪	upsid	68	556	0.0024	0.0024	0.0756	0.0799	0.7778
l̪ʱ	ALL	4	4	0.0	0.0	0.0006	0.0006	0.2222
l̪ʱ	ea	2	4	0.0001	0.0	0.0028	0.0006	0.2222
l̪ʱ	lapsyd	2	4	0.0001	0.0	0.0017	0.0006	0.2222
l̪ʲ	ALL	18	18	0.0001	0.0001	0.0026	0.0026	0.4444
l̪ʲ	ea	6	18	0.0002	0.0001	0.0083	0.0026	0.4444
l̪ʲ	lapsyd	6	18	0.0002	0.0001	0.0051	0.0026	0.4444
l̪ʲ	phoible	2	18	0.0	0.0001	0.0011	0.0026	0.4444
l̪ʲ	upsid	4	18	0.0001	0.0001	0.0044	0.0026	0.4444
l̪ʷ	ALL	24	24	0.0001	0.0001	0.0034	0.0034	0.3333
l̪ʷ	er	20	24	0.0011	0.0001	0.0256	0.0034	0.3333
l̪ʷ	jipa	2	24	0.0002	0.0001	0.0068	0.0034	0.3333
l̪ʷ	phoible	2	24	0.0	0.0001	0.0011	0.0034	0.3333
l̪ː	ALL	4	4	0.0	0.0	0.0006	0.0006	0.2222
l̪ː	phoible	2	4	0.0	0.0	0.0011	0.0006	0.2222
l̪ː	upsid	2	4	0.0001	0.0	0.0022	0.0006	0.2222
l̪ˠ	ALL	36	36	0.0002	0.0002	0.0052	0.0052	0.5556
l̪ˠ	ea	12	36	0.0004	0.0002	0.0166	0.0052	0.5556
l̪ˠ	jipa	2	36	0.0002	0.0002	0.0068	0.0052	0.5556
l̪ˠ	lapsyd	8	36	0.0002	0.0002	0.0068	0.0052	0.5556
l̪ˠ	phoible	8	36	0.0001	0.0002	0.0044	0.0052	0.5556
l̪ˠ	upsid	6	36	0.0002	0.0002	0.0067	0.0052	0.5556
l̪ˤ	ALL	4	4	0.0	0.0	0.0006	0.0006	0.2222
l̪ˤ	lapsyd	2	4	0.0001	0.0	0.0017	0.0006	0.2222
l̪ˤ	phoible	2	4	0.0	0.0	0.0011	0.0006	0.2222
l̪ˤː	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
l̪ˤː	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
l̪̥	ALL	4	4	0.0	0.0	0.0006	0.0006	0.2222
l̪̥	lapsyd	2	4	0.0001	0.0	0.0017	0.0006	0.2222
l̪̥	upsid	2	4	0.0001	0.0	0.0022	0.0006	0.2222
l̪̰	ALL	6	6	0.0	0.0	0.0009	0.0009	0.1111
l̪̰	lapsyd	6	6	0.0002	0.0	0.0051	0.0009	0.1111
l̰	ALL	60	60	0.0003	0.0003	0.0086	0.0086	0.3333
l̰	lapsyd	22	60	0.0006	0.0003	0.0188	0.0086	0.3333
l̰	phoible	14	60	0.0002	0.0003	0.0078	0.0086	0.3333
l̰	upsid	24	60	0.0009	0.0003	0.0267	0.0086	0.3333
l̺	ALL	276	276	0.0012	0.0012	0.0397	0.0397	0.2222
l̺	ea	28	276	0.0009	0.0012	0.0387	0.0397	0.2222
l̺	er	248	276	0.0132	0.0012	0.3171	0.0397	0.2222
l̺ˠ	ALL	6	6	0.0	0.0	0.0009	0.0009	0.1111
l̺ˠ	ea	6	6	0.0002	0.0	0.0083	0.0009	0.1111
l̻	ALL	4	4	0.0	0.0	0.0006	0.0006	0.1111
l̻	ea	4	4	0.0001	0.0	0.0055	0.0006	0.1111
lᶣ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
lᶣ	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
m	ALL	6696	6696	0.0287	0.0287	0.9621	0.9621	1.0
m	aa	374	6696	0.026	0.0287	0.9639	0.9621	1.0
m	ea	718	6696	0.0233	0.0287	0.9917	0.9621	1.0
m	er	782	6696	0.0416	0.0287	1.0	0.9621	1.0
m	jipa	292	6696	0.0239	0.0287	0.9932	0.9621	1.0
m	lapsyd	1098	6696	0.03	0.0287	0.9401	0.9621	1.0
m	phoible	1754	6696	0.0263	0.0287	0.9755	0.9621	1.0
m	ra	192	6696	0.0233	0.0287	0.9796	0.9621	1.0
m	saphon	638	6696	0.0353	0.0287	0.8986	0.9621	1.0
m	upsid	848	6696	0.0304	0.0287	0.9422	0.9621	1.0
mʰ	ALL	6	6	0.0	0.0	0.0009	0.0009	0.1111
mʰ	ea	6	6	0.0002	0.0	0.0083	0.0009	0.1111
mʱ	ALL	66	66	0.0003	0.0003	0.0095	0.0095	0.7778
mʱ	ea	4	66	0.0001	0.0003	0.0055	0.0095	0.7778
mʱ	jipa	4	66	0.0003	0.0003	0.0136	0.0095	0.7778
mʱ	lapsyd	8	66	0.0002	0.0003	0.0068	0.0095	0.7778
mʱ	phoible	18	66	0.0003	0.0003	0.01	0.0095	0.7778
mʱ	ra	22	66	0.0027	0.0003	0.1122	0.0095	0.7778
mʱ	saphon	2	66	0.0001	0.0003	0.0028	0.0095	0.7778
mʱ	upsid	8	66	0.0003	0.0003	0.0089	0.0095	0.7778
mʲ	ALL	160	160	0.0007	0.0007	0.023	0.023	0.8889
mʲ	aa	2	160	0.0001	0.0007	0.0052	0.023	0.8889
mʲ	ea	52	160	0.0017	0.0007	0.0718	0.023	0.8889
mʲ	jipa	10	160	0.0008	0.0007	0.034	0.023	0.8889
mʲ	lapsyd	22	160	0.0006	0.0007	0.0188	0.023	0.8889
mʲ	phoible	42	160	0.0006	0.0007	0.0234	0.023	0.8889
mʲ	ra	2	160	0.0002	0.0007	0.0102	0.023	0.8889
mʲ	saphon	10	160	0.0006	0.0007	0.0141	0.023	0.8889
mʲ	upsid	20	160	0.0007	0.0007	0.0222	0.023	0.8889
mʲʷ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
mʲʷ	lapsyd	2	2	0.0001	0.0	0.0017	0.0003	0.1111
mʲː	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
mʲː	ea	2	2	0.0001	0.0	0.0028	0.0003	0.1111
mʷ	ALL	176	176	0.0008	0.0008	0.0253	0.0253	0.8889
mʷ	aa	4	176	0.0003	0.0008	0.0103	0.0253	0.8889
mʷ	ea	4	176	0.0001	0.0008	0.0055	0.0253	0.8889
mʷ	er	20	176	0.0011	0.0008	0.0256	0.0253	0.8889
mʷ	jipa	8	176	0.0007	0.0008	0.0272	0.0253	0.8889
mʷ	lapsyd	32	176	0.0009	0.0008	0.0274	0.0253	0.8889
mʷ	phoible	96	176	0.0014	0.0008	0.0534	0.0253	0.8889
mʷ	saphon	2	176	0.0001	0.0008	0.0028	0.0253	0.8889
mʷ	upsid	10	176	0.0004	0.0008	0.0111	0.0253	0.8889
mʷː	ALL	4	4	0.0	0.0	0.0006	0.0006	0.2222
mʷː	jipa	2	4	0.0002	0.0	0.0068	0.0006	0.2222
mʷː	phoible	2	4	0.0	0.0	0.0011	0.0006	0.2222
mʷˠ	ALL	4	4	0.0	0.0	0.0006	0.0006	0.2222
mʷˠ	phoible	2	4	0.0	0.0	0.0011	0.0006	0.2222
mʷˠ	upsid	2	4	0.0001	0.0	0.0022	0.0006	0.2222
mʷˠː	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
mʷˠː	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
mʼ	ALL	4	4	0.0	0.0	0.0006	0.0006	0.1111
mʼ	phoible	4	4	0.0001	0.0	0.0022	0.0006	0.1111
mˀ	ALL	12	12	0.0001	0.0001	0.0017	0.0017	0.2222
mˀ	jipa	2	12	0.0002	0.0001	0.0068	0.0017	0.2222
mˀ	phoible	10	12	0.0001	0.0001	0.0056	0.0017	0.2222
mː	ALL	180	180	0.0008	0.0008	0.0259	0.0259	0.7778
mː	aa	6	180	0.0004	0.0008	0.0155	0.0259	0.7778
mː	ea	6	180	0.0002	0.0008	0.0083	0.0259	0.7778
mː	jipa	38	180	0.0031	0.0008	0.1293	0.0259	0.7778
mː	lapsyd	4	180	0.0001	0.0008	0.0034	0.0259	0.7778
mː	phoible	114	180	0.0017	0.0008	0.0634	0.0259	0.7778
mː	saphon	6	180	0.0003	0.0008	0.0085	0.0259	0.7778
mː	upsid	6	180	0.0002	0.0008	0.0067	0.0259	0.7778
mˑ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
mˑ	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
mˠ	ALL	12	12	0.0001	0.0001	0.0017	0.0017	0.4444
mˠ	ea	4	12	0.0001	0.0001	0.0055	0.0017	0.4444
mˠ	jipa	2	12	0.0002	0.0001	0.0068	0.0017	0.4444
mˠ	lapsyd	2	12	0.0001	0.0001	0.0017	0.0017	0.4444
mˠ	phoible	4	12	0.0001	0.0001	0.0022	0.0017	0.4444
mˤ	ALL	10	10	0.0	0.0	0.0014	0.0014	0.3333
mˤ	ea	4	10	0.0001	0.0	0.0055	0.0014	0.3333
mˤ	jipa	2	10	0.0002	0.0	0.0068	0.0014	0.3333
mˤ	lapsyd	4	10	0.0001	0.0	0.0034	0.0014	0.3333
m̚	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
m̚	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
m̥	ALL	172	172	0.0007	0.0007	0.0247	0.0247	0.6667
m̥	ea	48	172	0.0016	0.0007	0.0663	0.0247	0.6667
m̥	jipa	10	172	0.0008	0.0007	0.034	0.0247	0.6667
m̥	lapsyd	42	172	0.0011	0.0007	0.036	0.0247	0.6667
m̥	phoible	30	172	0.0004	0.0007	0.0167	0.0247	0.6667
m̥	saphon	8	172	0.0004	0.0007	0.0113	0.0247	0.6667
m̥	upsid	34	172	0.0012	0.0007	0.0378	0.0247	0.6667
m̥ʰ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
m̥ʰ	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
m̥ʲ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
m̥ʲ	ea	2	2	0.0001	0.0	0.0028	0.0003	0.1111
m̥ʲː	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
m̥ʲː	ea	2	2	0.0001	0.0	0.0028	0.0003	0.1111
m̥ʷ	ALL	4	4	0.0	0.0	0.0006	0.0006	0.1111
m̥ʷ	lapsyd	4	4	0.0001	0.0	0.0034	0.0006	0.1111
m̥ː	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
m̥ː	ea	2	2	0.0001	0.0	0.0028	0.0003	0.1111
m̩	ALL	16	16	0.0001	0.0001	0.0023	0.0023	0.3333
m̩	ea	10	16	0.0003	0.0001	0.0138	0.0023	0.3333
m̩	phoible	4	16	0.0001	0.0001	0.0022	0.0023	0.3333
m̩	ra	2	16	0.0002	0.0001	0.0102	0.0023	0.3333
m̰	ALL	90	90	0.0004	0.0004	0.0129	0.0129	0.4444
m̰	lapsyd	44	90	0.0012	0.0004	0.0377	0.0129	0.4444
m̰	phoible	14	90	0.0002	0.0004	0.0078	0.0129	0.4444
m̰	saphon	4	90	0.0002	0.0004	0.0056	0.0129	0.4444
m̰	upsid	28	90	0.001	0.0004	0.0311	0.0129	0.4444
n	ALL	5754	5754	0.0246	0.0246	0.8267	0.8267	1.0
n	aa	372	5754	0.0259	0.0246	0.9588	0.8267	1.0
n	ea	518	5754	0.0168	0.0246	0.7155	0.8267	1.0
n	er	534	5754	0.0284	0.0246	0.6829	0.8267	1.0
n	jipa	294	5754	0.024	0.0246	1.0	0.8267	1.0
n	lapsyd	904	5754	0.0247	0.0246	0.774	0.8267	1.0
n	phoible	1636	5754	0.0245	0.0246	0.9099	0.8267	1.0
n	ra	132	5754	0.016	0.0246	0.6735	0.8267	1.0
n	saphon	642	5754	0.0355	0.0246	0.9042	0.8267	1.0
n	upsid	722	5754	0.0259	0.0246	0.8022	0.8267	1.0
nm	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
nm	lapsyd	2	2	0.0001	0.0	0.0017	0.0003	0.1111
nmʲ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
nmʲ	lapsyd	2	2	0.0001	0.0	0.0017	0.0003	0.1111
ntɕʰ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ntɕʰ	ea	2	2	0.0001	0.0	0.0028	0.0003	0.1111
nʰ	ALL	8	8	0.0	0.0	0.0011	0.0011	0.2222
nʰ	aa	4	8	0.0003	0.0	0.0103	0.0011	0.2222
nʰ	ea	4	8	0.0001	0.0	0.0055	0.0011	0.2222
nʱ	ALL	48	48	0.0002	0.0002	0.0069	0.0069	0.7778
nʱ	ea	4	48	0.0001	0.0002	0.0055	0.0069	0.7778
nʱ	jipa	4	48	0.0003	0.0002	0.0136	0.0069	0.7778
nʱ	lapsyd	6	48	0.0002	0.0002	0.0051	0.0069	0.7778
nʱ	phoible	18	48	0.0003	0.0002	0.01	0.0069	0.7778
nʱ	ra	10	48	0.0012	0.0002	0.051	0.0069	0.7778
nʱ	saphon	2	48	0.0001	0.0002	0.0028	0.0069	0.7778
nʱ	upsid	4	48	0.0001	0.0002	0.0044	0.0069	0.7778
nʲ	ALL	150	150	0.0006	0.0006	0.0216	0.0216	0.8889
nʲ	aa	2	150	0.0001	0.0006	0.0052	0.0216	0.8889
nʲ	ea	54	150	0.0018	0.0006	0.0746	0.0216	0.8889
nʲ	jipa	16	150	0.0013	0.0006	0.0544	0.0216	0.8889
nʲ	lapsyd	26	150	0.0007	0.0006	0.0223	0.0216	0.8889
nʲ	phoible	30	150	0.0004	0.0006	0.0167	0.0216	0.8889
nʲ	ra	2	150	0.0002	0.0006	0.0102	0.0216	0.8889
nʲ	saphon	4	150	0.0002	0.0006	0.0056	0.0216	0.8889
nʲ	upsid	16	150	0.0006	0.0006	0.0178	0.0216	0.8889
nʲʷ	ALL	4	4	0.0	0.0	0.0006	0.0006	0.2222
nʲʷ	jipa	2	4	0.0002	0.0	0.0068	0.0006	0.2222
nʲʷ	phoible	2	4	0.0	0.0	0.0011	0.0006	0.2222
nʲː	ALL	4	4	0.0	0.0	0.0006	0.0006	0.2222
nʲː	ea	2	4	0.0001	0.0	0.0028	0.0006	0.2222
nʲː	phoible	2	4	0.0	0.0	0.0011	0.0006	0.2222
nʲˑ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
nʲˑ	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
nʷ	ALL	76	76	0.0003	0.0003	0.0109	0.0109	0.6667
nʷ	aa	10	76	0.0007	0.0003	0.0258	0.0109	0.6667
nʷ	er	20	76	0.0011	0.0003	0.0256	0.0109	0.6667
nʷ	jipa	4	76	0.0003	0.0003	0.0136	0.0109	0.6667
nʷ	lapsyd	4	76	0.0001	0.0003	0.0034	0.0109	0.6667
nʷ	phoible	34	76	0.0005	0.0003	0.0189	0.0109	0.6667
nʷ	upsid	4	76	0.0001	0.0003	0.0044	0.0109	0.6667
nʷʱ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
nʷʱ	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
nʼ	ALL	4	4	0.0	0.0	0.0006	0.0006	0.1111
nʼ	phoible	4	4	0.0001	0.0	0.0022	0.0006	0.1111
nˀ	ALL	12	12	0.0001	0.0001	0.0017	0.0017	0.2222
nˀ	jipa	2	12	0.0002	0.0001	0.0068	0.0017	0.2222
nˀ	phoible	10	12	0.0001	0.0001	0.0056	0.0017	0.2222
nː	ALL	180	180	0.0008	0.0008	0.0259	0.0259	0.7778
nː	aa	6	180	0.0004	0.0008	0.0155	0.0259	0.7778
nː	ea	6	180	0.0002	0.0008	0.0083	0.0259	0.7778
nː	jipa	42	180	0.0034	0.0008	0.1429	0.0259	0.7778
nː	lapsyd	6	180	0.0002	0.0008	0.0051	0.0259	0.7778
nː	phoible	108	180	0.0016	0.0008	0.0601	0.0259	0.7778
nː	saphon	6	180	0.0003	0.0008	0.0085	0.0259	0.7778
nː	upsid	6	180	0.0002	0.0008	0.0067	0.0259	0.7778
nˑ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
nˑ	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
nˠ	ALL	6	6	0.0	0.0	0.0009	0.0009	0.3333
nˠ	ea	2	6	0.0001	0.0	0.0028	0.0009	0.3333
nˠ	lapsyd	2	6	0.0001	0.0	0.0017	0.0009	0.3333
nˠ	upsid	2	6	0.0001	0.0	0.0022	0.0009	0.3333
nˤ	ALL	12	12	0.0001	0.0001	0.0017	0.0017	0.4444
nˤ	ea	2	12	0.0001	0.0001	0.0028	0.0017	0.4444
nˤ	jipa	4	12	0.0003	0.0001	0.0136	0.0017	0.4444
nˤ	lapsyd	4	12	0.0001	0.0001	0.0034	0.0017	0.4444
nˤ	phoible	2	12	0.0	0.0001	0.0011	0.0017	0.4444
nˤː	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
nˤː	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
n̚	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
n̚	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
n̠	ALL	164	164	0.0007	0.0007	0.0236	0.0236	0.3333
n̠	lapsyd	72	164	0.002	0.0007	0.0616	0.0236	0.3333
n̠	phoible	2	164	0.0	0.0007	0.0011	0.0236	0.3333
n̠	upsid	90	164	0.0032	0.0007	0.1	0.0236	0.3333
n̠ʱ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
n̠ʱ	upsid	2	2	0.0001	0.0	0.0022	0.0003	0.1111
n̠ʲ	ALL	8	8	0.0	0.0	0.0011	0.0011	0.3333
n̠ʲ	ea	2	8	0.0001	0.0	0.0028	0.0011	0.3333
n̠ʲ	lapsyd	4	8	0.0001	0.0	0.0034	0.0011	0.3333
n̠ʲ	phoible	2	8	0.0	0.0	0.0011	0.0011	0.3333
n̠̥	ALL	4	4	0.0	0.0	0.0006	0.0006	0.1111
n̠̥	upsid	4	4	0.0001	0.0	0.0044	0.0006	0.1111
n̥	ALL	154	154	0.0007	0.0007	0.0221	0.0221	0.6667
n̥	ea	42	154	0.0014	0.0007	0.058	0.0221	0.6667
n̥	jipa	10	154	0.0008	0.0007	0.034	0.0221	0.6667
n̥	lapsyd	32	154	0.0009	0.0007	0.0274	0.0221	0.6667
n̥	phoible	36	154	0.0005	0.0007	0.02	0.0221	0.6667
n̥	saphon	8	154	0.0004	0.0007	0.0113	0.0221	0.6667
n̥	upsid	26	154	0.0009	0.0007	0.0289	0.0221	0.6667
n̥ʲ	ALL	4	4	0.0	0.0	0.0006	0.0006	0.2222
n̥ʲ	ea	2	4	0.0001	0.0	0.0028	0.0006	0.2222
n̥ʲ	upsid	2	4	0.0001	0.0	0.0022	0.0006	0.2222
n̥ʲː	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
n̥ʲː	ea	2	2	0.0001	0.0	0.0028	0.0003	0.1111
n̥ː	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
n̥ː	ea	2	2	0.0001	0.0	0.0028	0.0003	0.1111
n̥ˠ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
n̥ˠ	upsid	2	2	0.0001	0.0	0.0022	0.0003	0.1111
n̩	ALL	12	12	0.0001	0.0001	0.0017	0.0017	0.3333
n̩	ea	4	12	0.0001	0.0001	0.0055	0.0017	0.3333
n̩	phoible	6	12	0.0001	0.0001	0.0033	0.0017	0.3333
n̩	ra	2	12	0.0002	0.0001	0.0102	0.0017	0.3333
n̪	ALL	1308	1308	0.0056	0.0056	0.1879	0.1879	0.8889
n̪	ea	142	1308	0.0046	0.0056	0.1961	0.1879	0.8889
n̪	er	472	1308	0.0251	0.0056	0.6036	0.1879	0.8889
n̪	jipa	12	1308	0.001	0.0056	0.0408	0.1879	0.8889
n̪	lapsyd	266	1308	0.0073	0.0056	0.2277	0.1879	0.8889
n̪	phoible	146	1308	0.0022	0.0056	0.0812	0.1879	0.8889
n̪	ra	102	1308	0.0124	0.0056	0.5204	0.1879	0.8889
n̪	saphon	2	1308	0.0001	0.0056	0.0028	0.1879	0.8889
n̪	upsid	166	1308	0.006	0.0056	0.1844	0.1879	0.8889
n̪ʱ	ALL	18	18	0.0001	0.0001	0.0026	0.0026	0.4444
n̪ʱ	ea	2	18	0.0001	0.0001	0.0028	0.0026	0.4444
n̪ʱ	lapsyd	4	18	0.0001	0.0001	0.0034	0.0026	0.4444
n̪ʱ	ra	10	18	0.0012	0.0001	0.051	0.0026	0.4444
n̪ʱ	upsid	2	18	0.0001	0.0001	0.0022	0.0026	0.4444
n̪ʲ	ALL	22	22	0.0001	0.0001	0.0032	0.0032	0.5556
n̪ʲ	ea	10	22	0.0003	0.0001	0.0138	0.0032	0.5556
n̪ʲ	jipa	2	22	0.0002	0.0001	0.0068	0.0032	0.5556
n̪ʲ	lapsyd	6	22	0.0002	0.0001	0.0051	0.0032	0.5556
n̪ʲ	phoible	2	22	0.0	0.0001	0.0011	0.0032	0.5556
n̪ʲ	upsid	2	22	0.0001	0.0001	0.0022	0.0032	0.5556
n̪ʷ	ALL	22	22	0.0001	0.0001	0.0032	0.0032	0.2222
n̪ʷ	er	20	22	0.0011	0.0001	0.0256	0.0032	0.2222
n̪ʷ	jipa	2	22	0.0002	0.0001	0.0068	0.0032	0.2222
n̪ː	ALL	8	8	0.0	0.0	0.0011	0.0011	0.2222
n̪ː	jipa	2	8	0.0002	0.0	0.0068	0.0011	0.2222
n̪ː	phoible	6	8	0.0001	0.0	0.0033	0.0011	0.2222
n̪ˠ	ALL	10	10	0.0	0.0	0.0014	0.0014	0.4444
n̪ˠ	ea	4	10	0.0001	0.0	0.0055	0.0014	0.4444
n̪ˠ	jipa	2	10	0.0002	0.0	0.0068	0.0014	0.4444
n̪ˠ	lapsyd	2	10	0.0001	0.0	0.0017	0.0014	0.4444
n̪ˠ	phoible	2	10	0.0	0.0	0.0011	0.0014	0.4444
