Phoneme	Dataset	Dataset_Count	Global_Count	Dataset_Ratio	Global_Ratio	Dataset_InvRatio	Global_InvRatio	Phoneme_Dataset_Ratio
yːə	ALL	4	4	0.0	0.0	0.0006	0.0006	0.2222
yːə	jipa	2	4	0.0002	0.0	0.0068	0.0006	0.2222
yːə	phoible	2	4	0.0	0.0	0.0011	0.0006	0.2222
yːː	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
yːː	jipa	2	2	0.0002	0.0	0.0068	0.0003	0.1111
yˑ	ALL	4	4	0.0	0.0	0.0006	0.0006	0.2222
yˑ	ea	2	4	0.0001	0.0	0.0028	0.0006	0.2222
yˑ	jipa	2	4	0.0002	0.0	0.0068	0.0006	0.2222
ỹ	ALL	12	12	0.0001	0.0001	0.0017	0.0017	0.4444
ỹ	ea	6	12	0.0002	0.0001	0.0083	0.0017	0.4444
ỹ	jipa	2	12	0.0002	0.0001	0.0068	0.0017	0.4444
ỹ	phoible	2	12	0.0	0.0001	0.0011	0.0017	0.4444
ỹ	upsid	2	12	0.0001	0.0001	0.0022	0.0017	0.4444
ỹː	ALL	10	10	0.0	0.0	0.0014	0.0014	0.1111
ỹː	ea	10	10	0.0003	0.0	0.0138	0.0014	0.1111
y̞	ALL	12	12	0.0001	0.0001	0.0017	0.0017	0.1111
y̞	ea	12	12	0.0004	0.0001	0.0166	0.0017	0.1111
y̤	ALL	6	6	0.0	0.0	0.0009	0.0009	0.2222
y̤	ea	4	6	0.0001	0.0	0.0055	0.0009	0.2222
y̤	phoible	2	6	0.0	0.0	0.0011	0.0009	0.2222
y̥ː	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
y̥ː	lapsyd	2	2	0.0001	0.0	0.0017	0.0003	0.1111
y̰	ALL	4	4	0.0	0.0	0.0006	0.0006	0.2222
y̰	ea	2	4	0.0001	0.0	0.0028	0.0006	0.2222
y̰	lapsyd	2	4	0.0001	0.0	0.0017	0.0006	0.2222
y̰ː	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
y̰ː	ea	2	2	0.0001	0.0	0.0028	0.0003	0.1111
z	ALL	2128	2128	0.0091	0.0091	0.3057	0.3057	0.8889
z	aa	244	2128	0.017	0.0091	0.6289	0.3057	0.8889
z	ea	330	2128	0.0107	0.0091	0.4558	0.3057	0.8889
z	jipa	176	2128	0.0144	0.0091	0.5986	0.3057	0.8889
z	lapsyd	266	2128	0.0073	0.0091	0.2277	0.3057	0.8889
z	phoible	782	2128	0.0117	0.0091	0.4349	0.3057	0.8889
z	ra	78	2128	0.0095	0.0091	0.398	0.3057	0.8889
z	saphon	42	2128	0.0023	0.0091	0.0592	0.3057	0.8889
z	upsid	210	2128	0.0075	0.0091	0.2333	0.3057	0.8889
zʱ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
zʱ	ra	2	2	0.0002	0.0	0.0102	0.0003	0.1111
zʲ	ALL	62	62	0.0003	0.0003	0.0089	0.0089	0.6667
zʲ	aa	2	62	0.0001	0.0003	0.0052	0.0089	0.6667
zʲ	ea	40	62	0.0013	0.0003	0.0552	0.0089	0.6667
zʲ	jipa	6	62	0.0005	0.0003	0.0204	0.0089	0.6667
zʲ	lapsyd	2	62	0.0001	0.0003	0.0017	0.0089	0.6667
zʲ	phoible	10	62	0.0001	0.0003	0.0056	0.0089	0.6667
zʲ	upsid	2	62	0.0001	0.0003	0.0022	0.0089	0.6667
zʲː	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
zʲː	ea	2	2	0.0001	0.0	0.0028	0.0003	0.1111
zʳ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
zʳ	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
zʷ	ALL	40	40	0.0002	0.0002	0.0057	0.0057	0.6667
zʷ	aa	2	40	0.0001	0.0002	0.0052	0.0057	0.6667
zʷ	ea	4	40	0.0001	0.0002	0.0055	0.0057	0.6667
zʷ	jipa	2	40	0.0002	0.0002	0.0068	0.0057	0.6667
zʷ	lapsyd	2	40	0.0001	0.0002	0.0017	0.0057	0.6667
zʷ	phoible	28	40	0.0004	0.0002	0.0156	0.0057	0.6667
zʷ	upsid	2	40	0.0001	0.0002	0.0022	0.0057	0.6667
zˀ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
zˀ	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
zː	ALL	48	48	0.0002	0.0002	0.0069	0.0069	0.4444
zː	aa	2	48	0.0001	0.0002	0.0052	0.0069	0.4444
zː	ea	2	48	0.0001	0.0002	0.0028	0.0069	0.4444
zː	jipa	12	48	0.001	0.0002	0.0408	0.0069	0.4444
zː	phoible	32	48	0.0005	0.0002	0.0178	0.0069	0.4444
zˠ	ALL	6	6	0.0	0.0	0.0009	0.0009	0.2222
zˠ	jipa	2	6	0.0002	0.0	0.0068	0.0009	0.2222
zˠ	phoible	4	6	0.0001	0.0	0.0022	0.0009	0.2222
zˤ	ALL	30	30	0.0001	0.0001	0.0043	0.0043	0.6667
zˤ	aa	2	30	0.0001	0.0001	0.0052	0.0043	0.6667
zˤ	ea	4	30	0.0001	0.0001	0.0055	0.0043	0.6667
zˤ	jipa	2	30	0.0002	0.0001	0.0068	0.0043	0.6667
zˤ	lapsyd	16	30	0.0004	0.0001	0.0137	0.0043	0.6667
zˤ	phoible	4	30	0.0001	0.0001	0.0022	0.0043	0.6667
zˤ	upsid	2	30	0.0001	0.0001	0.0022	0.0043	0.6667
zˤː	ALL	6	6	0.0	0.0	0.0009	0.0009	0.3333
zˤː	aa	2	6	0.0001	0.0	0.0052	0.0009	0.3333
zˤː	jipa	2	6	0.0002	0.0	0.0068	0.0009	0.3333
zˤː	phoible	2	6	0.0	0.0	0.0011	0.0009	0.3333
z̟	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
z̟	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
z̠	ALL	4	4	0.0	0.0	0.0006	0.0006	0.2222
z̠	ea	2	4	0.0001	0.0	0.0028	0.0006	0.2222
z̠	jipa	2	4	0.0002	0.0	0.0068	0.0006	0.2222
z̥	ALL	10	10	0.0	0.0	0.0014	0.0014	0.3333
z̥	ea	6	10	0.0002	0.0	0.0083	0.0014	0.3333
z̥	jipa	2	10	0.0002	0.0	0.0068	0.0014	0.3333
z̥	phoible	2	10	0.0	0.0	0.0011	0.0014	0.3333
z̩	ALL	6	6	0.0	0.0	0.0009	0.0009	0.2222
z̩	ea	2	6	0.0001	0.0	0.0028	0.0009	0.2222
z̩	jipa	4	6	0.0003	0.0	0.0136	0.0009	0.2222
z̪	ALL	172	172	0.0007	0.0007	0.0247	0.0247	0.6667
z̪	ea	58	172	0.0019	0.0007	0.0801	0.0247	0.6667
z̪	jipa	2	172	0.0002	0.0007	0.0068	0.0247	0.6667
z̪	lapsyd	38	172	0.001	0.0007	0.0325	0.0247	0.6667
z̪	phoible	38	172	0.0006	0.0007	0.0211	0.0247	0.6667
z̪	ra	2	172	0.0002	0.0007	0.0102	0.0247	0.6667
z̪	upsid	34	172	0.0012	0.0007	0.0378	0.0247	0.6667
z̪ʲ	ALL	12	12	0.0001	0.0001	0.0017	0.0017	0.3333
z̪ʲ	ea	4	12	0.0001	0.0001	0.0055	0.0017	0.3333
z̪ʲ	lapsyd	4	12	0.0001	0.0001	0.0034	0.0017	0.3333
z̪ʲ	upsid	4	12	0.0001	0.0001	0.0044	0.0017	0.3333
z̪ʷ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
z̪ʷ	ea	2	2	0.0001	0.0	0.0028	0.0003	0.1111
z̪ː	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
z̪ː	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
z̪ˤ	ALL	10	10	0.0	0.0	0.0014	0.0014	0.4444
z̪ˤ	ea	2	10	0.0001	0.0	0.0028	0.0014	0.4444
z̪ˤ	lapsyd	2	10	0.0001	0.0	0.0017	0.0014	0.4444
z̪ˤ	phoible	2	10	0.0	0.0	0.0011	0.0014	0.4444
z̪ˤ	upsid	4	10	0.0001	0.0	0.0044	0.0014	0.4444
z̪ˤː	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
z̪ˤː	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
z̪̻	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
z̪̻	ea	2	2	0.0001	0.0	0.0028	0.0003	0.1111
z̫	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
z̫	lapsyd	2	2	0.0001	0.0	0.0017	0.0003	0.1111
z̰	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
z̰	lapsyd	2	2	0.0001	0.0	0.0017	0.0003	0.1111
z̺	ALL	36	36	0.0002	0.0002	0.0052	0.0052	0.3333
z̺	ea	32	36	0.001	0.0002	0.0442	0.0052	0.3333
z̺	er	2	36	0.0001	0.0002	0.0026	0.0052	0.3333
z̺	phoible	2	36	0.0	0.0002	0.0011	0.0052	0.3333
z̻	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
z̻	jipa	2	2	0.0002	0.0	0.0068	0.0003	0.1111
æ	ALL	488	488	0.0021	0.0021	0.0701	0.0701	1.0
æ	aa	6	488	0.0004	0.0021	0.0155	0.0701	1.0
æ	ea	112	488	0.0036	0.0021	0.1547	0.0701	1.0
æ	er	18	488	0.001	0.0021	0.023	0.0701	1.0
æ	jipa	30	488	0.0025	0.0021	0.102	0.0701	1.0
æ	lapsyd	88	488	0.0024	0.0021	0.0753	0.0701	1.0
æ	phoible	106	488	0.0016	0.0021	0.059	0.0701	1.0
æ	ra	30	488	0.0036	0.0021	0.1531	0.0701	1.0
æ	saphon	20	488	0.0011	0.0021	0.0282	0.0701	1.0
æ	upsid	78	488	0.0028	0.0021	0.0867	0.0701	1.0
æe	ALL	8	8	0.0	0.0	0.0011	0.0011	0.2222
æe	jipa	4	8	0.0003	0.0	0.0136	0.0011	0.2222
æe	phoible	4	8	0.0001	0.0	0.0022	0.0011	0.2222
æi	ALL	12	12	0.0001	0.0001	0.0017	0.0017	0.4444
æi	jipa	4	12	0.0003	0.0001	0.0136	0.0017	0.4444
æi	lapsyd	2	12	0.0001	0.0001	0.0017	0.0017	0.4444
æi	phoible	2	12	0.0	0.0001	0.0011	0.0017	0.4444
æi	upsid	4	12	0.0001	0.0001	0.0044	0.0017	0.4444
æi̯	ALL	12	12	0.0001	0.0001	0.0017	0.0017	0.3333
æi̯	ea	8	12	0.0003	0.0001	0.011	0.0017	0.3333
æi̯	jipa	2	12	0.0002	0.0001	0.0068	0.0017	0.3333
æi̯	phoible	2	12	0.0	0.0001	0.0011	0.0017	0.3333
æo	ALL	6	6	0.0	0.0	0.0009	0.0009	0.2222
æo	jipa	4	6	0.0003	0.0	0.0136	0.0009	0.2222
æo	phoible	2	6	0.0	0.0	0.0011	0.0009	0.2222
æu	ALL	6	6	0.0	0.0	0.0009	0.0009	0.2222
æu	jipa	4	6	0.0003	0.0	0.0136	0.0009	0.2222
æu	phoible	2	6	0.0	0.0	0.0011	0.0009	0.2222
æu̯	ALL	8	8	0.0	0.0	0.0011	0.0011	0.3333
æu̯	ea	2	8	0.0001	0.0	0.0028	0.0011	0.3333
æu̯	jipa	2	8	0.0002	0.0	0.0068	0.0011	0.3333
æu̯	phoible	4	8	0.0001	0.0	0.0022	0.0011	0.3333
æɔ	ALL	4	4	0.0	0.0	0.0006	0.0006	0.2222
æɔ	jipa	2	4	0.0002	0.0	0.0068	0.0006	0.2222
æɔ	phoible	2	4	0.0	0.0	0.0011	0.0006	0.2222
æɛ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
æɛ	ea	2	2	0.0001	0.0	0.0028	0.0003	0.1111
æɪ	ALL	6	6	0.0	0.0	0.0009	0.0009	0.2222
æɪ	jipa	2	6	0.0002	0.0	0.0068	0.0009	0.2222
æɪ	phoible	4	6	0.0001	0.0	0.0022	0.0009	0.2222
æɪ̯	ALL	6	6	0.0	0.0	0.0009	0.0009	0.1111
æɪ̯	ea	6	6	0.0002	0.0	0.0083	0.0009	0.1111
æʉ	ALL	4	4	0.0	0.0	0.0006	0.0006	0.2222
æʉ	lapsyd	2	4	0.0001	0.0	0.0017	0.0006	0.2222
æʉ	upsid	2	4	0.0001	0.0	0.0022	0.0006	0.2222
æʌ̯	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
æʌ̯	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
æː	ALL	160	160	0.0007	0.0007	0.023	0.023	0.8889
æː	aa	2	160	0.0001	0.0007	0.0052	0.023	0.8889
æː	ea	52	160	0.0017	0.0007	0.0718	0.023	0.8889
æː	er	4	160	0.0002	0.0007	0.0051	0.023	0.8889
æː	jipa	8	160	0.0007	0.0007	0.0272	0.023	0.8889
æː	lapsyd	44	160	0.0012	0.0007	0.0377	0.023	0.8889
æː	phoible	30	160	0.0004	0.0007	0.0167	0.023	0.8889
æː	saphon	4	160	0.0002	0.0007	0.0056	0.023	0.8889
æː	upsid	16	160	0.0006	0.0007	0.0178	0.023	0.8889
æːi	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
æːi	ea	2	2	0.0001	0.0	0.0028	0.0003	0.1111
æːɪ	ALL	4	4	0.0	0.0	0.0006	0.0006	0.2222
æːɪ	jipa	2	4	0.0002	0.0	0.0068	0.0006	0.2222
æːɪ	phoible	2	4	0.0	0.0	0.0011	0.0006	0.2222
æːʊ	ALL	6	6	0.0	0.0	0.0009	0.0009	0.3333
æːʊ	ea	2	6	0.0001	0.0	0.0028	0.0009	0.3333
æːʊ	jipa	2	6	0.0002	0.0	0.0068	0.0009	0.3333
æːʊ	phoible	2	6	0.0	0.0	0.0011	0.0009	0.3333
æːː	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
æːː	jipa	2	2	0.0002	0.0	0.0068	0.0003	0.1111
æˑ	ALL	4	4	0.0	0.0	0.0006	0.0006	0.2222
æˑ	ea	2	4	0.0001	0.0	0.0028	0.0006	0.2222
æˑ	jipa	2	4	0.0002	0.0	0.0068	0.0006	0.2222
æˤ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
æˤ	upsid	2	2	0.0001	0.0	0.0022	0.0003	0.1111
æˤː	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
æˤː	jipa	2	2	0.0002	0.0	0.0068	0.0003	0.1111
æ̃	ALL	102	102	0.0004	0.0004	0.0147	0.0147	0.8889
æ̃	aa	2	102	0.0001	0.0004	0.0052	0.0147	0.8889
æ̃	ea	18	102	0.0006	0.0004	0.0249	0.0147	0.8889
æ̃	er	2	102	0.0001	0.0004	0.0026	0.0147	0.8889
æ̃	lapsyd	26	102	0.0007	0.0004	0.0223	0.0147	0.8889
æ̃	phoible	24	102	0.0004	0.0004	0.0133	0.0147	0.8889
æ̃	ra	2	102	0.0002	0.0004	0.0102	0.0147	0.8889
æ̃	saphon	8	102	0.0004	0.0004	0.0113	0.0147	0.8889
æ̃	upsid	20	102	0.0007	0.0004	0.0222	0.0147	0.8889
æ̃ɪ̯̃	ALL	4	4	0.0	0.0	0.0006	0.0006	0.1111
æ̃ɪ̯̃	ea	4	4	0.0001	0.0	0.0055	0.0006	0.1111
æ̃ː	ALL	14	14	0.0001	0.0001	0.002	0.002	0.3333
æ̃ː	lapsyd	6	14	0.0002	0.0001	0.0051	0.002	0.3333
æ̃ː	phoible	6	14	0.0001	0.0001	0.0033	0.002	0.3333
æ̃ː	saphon	2	14	0.0001	0.0001	0.0028	0.002	0.3333
æ̞̃	ALL	54	54	0.0002	0.0002	0.0078	0.0078	0.1111
æ̞̃	ra	54	54	0.0066	0.0002	0.2755	0.0078	0.1111
æ̤	ALL	6	6	0.0	0.0	0.0009	0.0009	0.2222
æ̤	lapsyd	2	6	0.0001	0.0	0.0017	0.0009	0.2222
æ̤	phoible	4	6	0.0001	0.0	0.0022	0.0009	0.2222
æ̤ː	ALL	4	4	0.0	0.0	0.0006	0.0006	0.1111
æ̤ː	phoible	4	4	0.0001	0.0	0.0022	0.0006	0.1111
æ̰	ALL	6	6	0.0	0.0	0.0009	0.0009	0.1111
æ̰	ea	6	6	0.0002	0.0	0.0083	0.0009	0.1111
ð	ALL	358	358	0.0015	0.0015	0.0514	0.0514	1.0
ð	aa	8	358	0.0006	0.0015	0.0206	0.0514	1.0
ð	ea	48	358	0.0016	0.0015	0.0663	0.0514	1.0
ð	er	56	358	0.003	0.0015	0.0716	0.0514	1.0
ð	jipa	22	358	0.0018	0.0015	0.0748	0.0514	1.0
ð	lapsyd	50	358	0.0014	0.0015	0.0428	0.0514	1.0
ð	phoible	114	358	0.0017	0.0015	0.0634	0.0514	1.0
ð	ra	8	358	0.001	0.0015	0.0408	0.0514	1.0
ð	saphon	8	358	0.0004	0.0015	0.0113	0.0514	1.0
ð	upsid	44	358	0.0016	0.0015	0.0489	0.0514	1.0
ðʲ	ALL	8	8	0.0	0.0	0.0011	0.0011	0.3333
ðʲ	ea	4	8	0.0001	0.0	0.0055	0.0011	0.3333
ðʲ	phoible	2	8	0.0	0.0	0.0011	0.0011	0.3333
ðʲ	upsid	2	8	0.0001	0.0	0.0022	0.0011	0.3333
ðʼ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ðʼ	ea	2	2	0.0001	0.0	0.0028	0.0003	0.1111
ðː	ALL	8	8	0.0	0.0	0.0011	0.0011	0.2222
ðː	ea	2	8	0.0001	0.0	0.0028	0.0011	0.2222
ðː	phoible	6	8	0.0001	0.0	0.0033	0.0011	0.2222
ðˠ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ðˠ	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
ðˤ	ALL	6	6	0.0	0.0	0.0009	0.0009	0.2222
ðˤ	ea	2	6	0.0001	0.0	0.0028	0.0009	0.2222
ðˤ	jipa	4	6	0.0003	0.0	0.0136	0.0009	0.2222
ð̙ˤ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ð̙ˤ	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
ð̠	ALL	10	10	0.0	0.0	0.0014	0.0014	0.2222
ð̠	lapsyd	4	10	0.0001	0.0	0.0034	0.0014	0.2222
ð̠	upsid	6	10	0.0002	0.0	0.0067	0.0014	0.2222
ð̠ˠ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ð̠ˠ	ea	2	2	0.0001	0.0	0.0028	0.0003	0.1111
ð̺	ALL	12	12	0.0001	0.0001	0.0017	0.0017	0.1111
ð̺	ea	12	12	0.0004	0.0001	0.0166	0.0017	0.1111
ð̼	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ð̼	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
ø	ALL	230	230	0.001	0.001	0.033	0.033	1.0
ø	aa	2	230	0.0001	0.001	0.0052	0.033	1.0
ø	ea	50	230	0.0016	0.001	0.0691	0.033	1.0
ø	er	16	230	0.0009	0.001	0.0205	0.033	1.0
ø	jipa	24	230	0.002	0.001	0.0816	0.033	1.0
ø	lapsyd	48	230	0.0013	0.001	0.0411	0.033	1.0
ø	phoible	56	230	0.0008	0.001	0.0311	0.033	1.0
ø	ra	6	230	0.0007	0.001	0.0306	0.033	1.0
ø	saphon	4	230	0.0002	0.001	0.0056	0.033	1.0
ø	upsid	24	230	0.0009	0.001	0.0267	0.033	1.0
øe	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
øe	jipa	2	2	0.0002	0.0	0.0068	0.0003	0.1111
øi	ALL	4	4	0.0	0.0	0.0006	0.0006	0.2222
øi	jipa	2	4	0.0002	0.0	0.0068	0.0006	0.2222
øi	lapsyd	2	4	0.0001	0.0	0.0017	0.0006	0.2222
øu	ALL	4	4	0.0	0.0	0.0006	0.0006	0.1111
øu	ea	4	4	0.0001	0.0	0.0055	0.0006	0.1111
øu̯	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
øu̯	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
øy	ALL	12	12	0.0001	0.0001	0.0017	0.0017	0.4444
øy	jipa	4	12	0.0003	0.0001	0.0136	0.0017	0.4444
øy	lapsyd	4	12	0.0001	0.0001	0.0034	0.0017	0.4444
øy	phoible	2	12	0.0	0.0001	0.0011	0.0017	0.4444
øy	upsid	2	12	0.0001	0.0001	0.0022	0.0017	0.4444
øy̯	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
øy̯	ea	2	2	0.0001	0.0	0.0028	0.0003	0.1111
øɑ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
øɑ	jipa	2	2	0.0002	0.0	0.0068	0.0003	0.1111
øɘ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
øɘ	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
øə	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
øə	ea	2	2	0.0001	0.0	0.0028	0.0003	0.1111
øɪ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
øɪ	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
øɪ̯	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
øɪ̯	ea	2	2	0.0001	0.0	0.0028	0.0003	0.1111
øʌ̯	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
øʌ̯	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
øː	ALL	132	132	0.0006	0.0006	0.019	0.019	0.8889
øː	aa	2	132	0.0001	0.0006	0.0052	0.019	0.8889
øː	ea	48	132	0.0016	0.0006	0.0663	0.019	0.8889
øː	er	2	132	0.0001	0.0006	0.0026	0.019	0.8889
øː	jipa	20	132	0.0016	0.0006	0.068	0.019	0.8889
øː	lapsyd	24	132	0.0007	0.0006	0.0205	0.019	0.8889
øː	phoible	30	132	0.0004	0.0006	0.0167	0.019	0.8889
øː	ra	2	132	0.0002	0.0006	0.0102	0.019	0.8889
øː	upsid	4	132	0.0001	0.0006	0.0044	0.019	0.8889
øːy̯	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
øːy̯	ea	2	2	0.0001	0.0	0.0028	0.0003	0.1111
øːː	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
øːː	jipa	2	2	0.0002	0.0	0.0068	0.0003	0.1111
øˑ	ALL	4	4	0.0	0.0	0.0006	0.0006	0.2222
øˑ	ea	2	4	0.0001	0.0	0.0028	0.0006	0.2222
øˑ	jipa	2	4	0.0002	0.0	0.0068	0.0006	0.2222
ø̃	ALL	6	6	0.0	0.0	0.0009	0.0009	0.2222
ø̃	ea	4	6	0.0001	0.0	0.0055	0.0009	0.2222
ø̃	lapsyd	2	6	0.0001	0.0	0.0017	0.0009	0.2222
ø̃ː	ALL	10	10	0.0	0.0	0.0014	0.0014	0.2222
ø̃ː	ea	8	10	0.0003	0.0	0.011	0.0014	0.2222
ø̃ː	lapsyd	2	10	0.0001	0.0	0.0017	0.0014	0.2222
ø̆	ALL	4	4	0.0	0.0	0.0006	0.0006	0.2222
ø̆	lapsyd	2	4	0.0001	0.0	0.0017	0.0006	0.2222
ø̆	upsid	2	4	0.0001	0.0	0.0022	0.0006	0.2222
ø̞	ALL	22	22	0.0001	0.0001	0.0032	0.0032	0.2222
ø̞	ea	20	22	0.0006	0.0001	0.0276	0.0032	0.2222
ø̞	upsid	2	22	0.0001	0.0001	0.0022	0.0032	0.2222
ø̞ː	ALL	6	6	0.0	0.0	0.0009	0.0009	0.2222
ø̞ː	ea	2	6	0.0001	0.0	0.0028	0.0009	0.2222
ø̞ː	upsid	4	6	0.0001	0.0	0.0044	0.0009	0.2222
ø̞ˤ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ø̞ˤ	upsid	2	2	0.0001	0.0	0.0022	0.0003	0.1111
ø̞̜	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ø̞̜	ea	2	2	0.0001	0.0	0.0028	0.0003	0.1111
ø̞̜ː	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ø̞̜ː	ea	2	2	0.0001	0.0	0.0028	0.0003	0.1111
ø̠	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ø̠	upsid	2	2	0.0001	0.0	0.0022	0.0003	0.1111
ø̤	ALL	4	4	0.0	0.0	0.0006	0.0006	0.1111
ø̤	ea	4	4	0.0001	0.0	0.0055	0.0006	0.1111
ø̥ː	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ø̥ː	lapsyd	2	2	0.0001	0.0	0.0017	0.0003	0.1111
ø̰	ALL	4	4	0.0	0.0	0.0006	0.0006	0.2222
ø̰	ea	2	4	0.0001	0.0	0.0028	0.0006	0.2222
ø̰	lapsyd	2	4	0.0001	0.0	0.0017	0.0006	0.2222
ħ	ALL	176	176	0.0008	0.0008	0.0253	0.0253	0.6667
ħ	aa	6	176	0.0004	0.0008	0.0155	0.0253	0.6667
ħ	ea	44	176	0.0014	0.0008	0.0608	0.0253	0.6667
ħ	jipa	8	176	0.0007	0.0008	0.0272	0.0253	0.6667
ħ	lapsyd	32	176	0.0009	0.0008	0.0274	0.0253	0.6667
ħ	phoible	48	176	0.0007	0.0008	0.0267	0.0253	0.6667
ħ	upsid	38	176	0.0014	0.0008	0.0422	0.0253	0.6667
ħʷ	ALL	8	8	0.0	0.0	0.0011	0.0011	0.3333
ħʷ	ea	4	8	0.0001	0.0	0.0055	0.0011	0.3333
ħʷ	lapsyd	2	8	0.0001	0.0	0.0017	0.0011	0.3333
ħʷ	phoible	2	8	0.0	0.0	0.0011	0.0011	0.3333
ħː	ALL	4	4	0.0	0.0	0.0006	0.0006	0.2222
ħː	aa	2	4	0.0001	0.0	0.0052	0.0006	0.2222
ħː	phoible	2	4	0.0	0.0	0.0011	0.0006	0.2222
ħ̃ʲ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ħ̃ʲ	ea	2	2	0.0001	0.0	0.0028	0.0003	0.1111
ŋ	ALL	4242	4242	0.0182	0.0182	0.6095	0.6095	1.0
ŋ	aa	290	4242	0.0202	0.0182	0.7474	0.6095	1.0
ŋ	ea	440	4242	0.0143	0.0182	0.6077	0.6095	1.0
ŋ	er	782	4242	0.0416	0.0182	1.0	0.6095	1.0
ŋ	jipa	160	4242	0.0131	0.0182	0.5442	0.6095	1.0
ŋ	lapsyd	588	4242	0.0161	0.0182	0.5034	0.6095	1.0
ŋ	phoible	1194	4242	0.0179	0.0182	0.6641	0.6095	1.0
ŋ	ra	166	4242	0.0202	0.0182	0.8469	0.6095	1.0
ŋ	saphon	148	4242	0.0082	0.0182	0.2085	0.6095	1.0
ŋ	upsid	474	4242	0.017	0.0182	0.5267	0.6095	1.0
ŋm	ALL	174	174	0.0007	0.0007	0.025	0.025	0.4444
ŋm	aa	60	174	0.0042	0.0007	0.1546	0.025	0.4444
ŋm	lapsyd	10	174	0.0003	0.0007	0.0086	0.025	0.4444
ŋm	phoible	90	174	0.0013	0.0007	0.0501	0.025	0.4444
ŋm	upsid	14	174	0.0005	0.0007	0.0156	0.025	0.4444
ŋmʲ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ŋmʲ	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
ŋmʷ	ALL	4	4	0.0	0.0	0.0006	0.0006	0.2222
ŋmʷ	lapsyd	2	4	0.0001	0.0	0.0017	0.0006	0.2222
ŋmʷ	phoible	2	4	0.0	0.0	0.0011	0.0006	0.2222
ŋmˤ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ŋmˤ	aa	2	2	0.0001	0.0	0.0052	0.0003	0.1111
ŋǀ	ALL	10	10	0.0	0.0	0.0014	0.0014	0.2222
