ID	Glottocode	Dataset	Name	Family	Macroarea	Latitude	Longitude	Num_Phonemes	Num_Consonants	Num_Vowels	Num_Clusters	Num_Long_Consonants	Num_Long_Vowels	Num_Diphthongs	Ratio	Phonemes	Consonants	Vowels	Diphthongs
cent2194-1609	cent2194	phoible	Central Moroccan Berber	Afro-Asiatic	Africa	32.7415	-2.4087	39	36	3	0	0	0	0	12.0000	a b d dˀ f g gʷ h i j k kʷ l lˀ m n q qʷ r rˀ s sˀ t tˀ u w x xʷ z zˀ ħ ɣ ɣʷ ɣˀ ʃ ʃˀ ʒ ʒˀ ʕ	b d dˀ f g gʷ h j k kʷ l lˀ m n q qʷ r rˀ s sˀ t tˀ w x xʷ z zˀ ħ ɣ ɣʷ ɣˀ ʃ ʃˀ ʒ ʒˀ ʕ	a i u	
cerm1238-685	cerm1238	aa	Cerma	Atlantic-Congo	Africa	10.1245	-4.9492	42	21	21	0	0	7	0	1.0000	a aː ã b d dʒ e eː ẽ f g gb h i iː ĩ j k kp l m n o oː õ p r s t tʃ u uː ũ v w ŋ ɔ ɔː ɔ̃ ɛ ɛː ɛ̃	b d dʒ f g gb h j k kp l m n p r s t tʃ v w ŋ	a aː ã e eː ẽ i iː ĩ o oː õ u uː ũ ɔ ɔː ɔ̃ ɛ ɛː ɛ̃	
chachi_chac1249	chac1249	lapsyd	Chachi	Barbacoan	South America	0.7149	-79.0508	32	24	8	0	0	4	0	3.0000	b d d̠ g h i iː j k l l̠ m n n̠ p s t ts tʃ t̠ w ŋ ɑ ɑː ɛ ɛː ɸ ɾ ʃ ʊ ʊː ʔ	b d d̠ g h j k l l̠ m n n̠ p s t ts tʃ t̠ w ŋ ɸ ɾ ʃ ʔ	i iː ɑ ɑː ɛ ɛː ʊ ʊː	
chac1249-1854	chac1249	saphon	Cha'palaa	Barbacoan	South America	0.7149	-79.0508	27	23	4	0	0	0	0	5.7500	a b d dʲ e g i j k l m n p s t ts tʃ tʲ u ŋ ɲ ɾ ʃ ʎ ʔ β χ	b d dʲ g j k l m n p s t ts tʃ tʲ ŋ ɲ ɾ ʃ ʎ ʔ β χ	a e i u	
chac1249-273	chac1249	upsid	Cha'palaa	Barbacoan	South America	0.7149	-79.0508	28	24	4	0	0	0	0	6.0000	b d d̠ g h i j k l l̠ m n n̠ p r s t ts tʃ t̠ w ŋ ɑ ɛ ɸ ʃ ʊ ʔ	b d d̠ g h j k l l̠ m n n̠ p r s t ts tʃ t̠ w ŋ ɸ ʃ ʔ	i ɑ ɛ ʊ	
chac1250-2023	chac1250	saphon	Chachapoyas Quechua	Quechuan	South America	-6.2702	-77.6615	18	15	3	0	0	0	0	5.0000	a i j k l m n p s t tʃ u w ɲ ɾ ʃ ʈʂ ʎ	j k l m n p s t tʃ w ɲ ɾ ʃ ʈʂ ʎ	a i u	
chac1251-2002	chac1251	saphon	Chácobo	Pano-Tacanan	South America	-12.1330	-66.7164	20	16	4	0	0	0	0	4.0000	a h i j k m n o p s t ts tʃ w ɯ ʂ ʃ ʐ ʔ β	h j k m n p s t ts tʃ w ʂ ʃ ʐ ʔ β	a i o ɯ	
chah1248-1461	chah1248	phoible	Chaha	Afro-Asiatic	Africa	8.1188	37.9891	44	36	8	0	0	0	0	4.5000	a b bʷ d e f fʷ g gʲ gʷ h hʲ hʷ i j k kʲ kʷ kʼ kʼʲ kʼʷ l m mʷ n o p pʷ r s t tʃ tʃʼ tʼ u w z œ ɔ ɣ ʃ ʌ ʒ β	b bʷ d f fʷ g gʲ gʷ h hʲ hʷ j k kʲ kʷ kʼ kʼʲ kʼʷ l m mʷ n p pʷ r s t tʃ tʃʼ tʼ w z ɣ ʃ ʒ β	a e i o u œ ɔ ʌ	
chal1275-2281	chal1275	ea	Chaldean Neo-Aramaic	Afro-Asiatic	Eurasia	37.0972	43.5027	45	37	8	0	0	5	0	4.6250	a aː b bˤ d dʒ dˤ eː f g h iː j k l lˤ m mˤ n oː p pˤ q r rˤ s sˤ t tʃ tʃˤ tˤ uː v w x z zˤ ħ ɣ ɨ ʃ ʉ ʒ ʔ ʕ	b bˤ d dʒ dˤ f g h j k l lˤ m mˤ n p pˤ q r rˤ s sˤ t tʃ tʃˤ tˤ v w x z zˤ ħ ɣ ʃ ʒ ʔ ʕ	a aː eː iː oː uː ɨ ʉ	
chamorro_cham1312	cham1312	lapsyd	Chamorro	Austronesian	Papunesia	13.4380	144.7447	25	19	6	0	0	0	0	3.1667	b d dz e f g h i j k l m n o p s t ts u w æ ŋ ɒ ɻ ʔ	b d dz f g h j k l m n p s t ts w ŋ ɻ ʔ	e i o u æ ɒ	
cham1312-277	cham1312	upsid	Chamorro	Austronesian	Papunesia	13.4380	144.7447	26	20	6	0	0	0	0	3.3333	b d dz e̞ f g h i j k l m n o̞ p s t ts u w æ ŋ ɑ ɲ ɻ ʔ	b d dz f g h j k l m n p s t ts w ŋ ɲ ɻ ʔ	e̞ i o̞ u æ ɑ	
cham1315-2136	cham1315	saphon	Chamacoco	Zamucoan	South America	-20.5899	-58.2005	37	21	16	0	0	0	0	1.3125	a ã b d dʒ e ẽ g h i ĩ k l m n p r s t tʃ u ũ w z ɑ ɔ ɔ̃ ə ɣ ɨ ɨ̃ ɪ ɪ̃ ɹ ʃ ʒ ʔ	b d dʒ g h k l m n p r s t tʃ w z ɣ ɹ ʃ ʒ ʔ	a ã e ẽ i ĩ u ũ ɑ ɔ ɔ̃ ə ɨ ɨ̃ ɪ ɪ̃	
chamicuro_cham1318	cham1318	lapsyd	Chamicuro	Arawakan	South America	-5.1149	-75.6778	29	19	10	0	0	5	0	1.9000	a aː e eː h i iː j k l m n o oː p s t ts tʃ u uː w ɲ ɾ ʂ ʃ ʈʂ ʎ ʔ	h j k l m n p s t ts tʃ w ɲ ɾ ʂ ʃ ʈʂ ʎ ʔ	a aː e eː i iː o oː u uː	
cham1318-855	cham1318	phoible	Chamicuro	Arawakan	South America	-5.1149	-75.6778	29	19	10	0	0	5	0	1.9000	a aː ç e eː h i iː j k l m n o oː p r s t ts tʃ u uː w ɲ ʂ ʃ ʎ ʔ	ç h j k l m n p r s t ts tʃ w ɲ ʂ ʃ ʎ ʔ	a aː e eː i iː o oː u uː	
cham1318-1816	cham1318	saphon	Chamicuro	Arawakan	South America	-5.1149	-75.6778	29	19	10	0	0	5	0	1.9000	a aː e eː h i iː j k l m n o oː p s t ts tʃ u uː w ɲ ɾ ʂ ʃ ʈʂ ʎ ʔ	h j k l m n p s t ts tʃ w ɲ ɾ ʂ ʃ ʈʂ ʎ ʔ	a aː e eː i iː o oː u uː	
chan1310-2356	chan1310	ea	Chantyal	Sino-Tibetan	Eurasia	28.6840	83.4488	48	21	18	0	0	0	9	0.7778	b d dz e ei̯ ẽ e̤ g i iu ĩ i̤ j k kʰ l m n o oi̯ õ o̤ p pʰ r s t ts tsʰ tʰ u ue ui̯ ũ ṳ w ŋ ɑ ɑy ɑɯ ɑ̃ ɑ̤ ɲ ʌ ʌy ʌɯ ʌ̃ ʌ̤	b d dz g j k kʰ l m n p pʰ r s t ts tsʰ tʰ w ŋ ɲ	e ẽ e̤ i ĩ i̤ o õ o̤ u ũ ṳ ɑ ɑ̃ ɑ̤ ʌ ʌ̃ ʌ̤	ei̯ iu oi̯ ue ui̯ ɑy ɑɯ ʌy ʌɯ
chau1259-1717	chau1259	ra	Chaudangsi	Sino-Tibetan	Eurasia	29.7033	80.4832	42	34	8	0	0	0	0	4.2500	b bʱ cç cçʰ ç d̪ d̪ʱ e g gʱ i j k kʰ m n̪ o p pʰ r s ts t̪ t̪ʰ u w x z ŋ ɑ ɔ ɖ ɖʱ ə ɛ ɟʝ ɟʝʱ ɭ ɭʱ ɲ ʈ ʈʰ	b bʱ cç cçʰ ç d̪ d̪ʱ g gʱ j k kʰ m n̪ p pʰ r s ts t̪ t̪ʰ w x z ŋ ɖ ɖʱ ɟʝ ɟʝʱ ɭ ɭʱ ɲ ʈ ʈʰ	e i o u ɑ ɔ ə ɛ	
chay1248-1861	chay1248	saphon	Shawi	Cahuapanan	South America	-5.6376	-76.8252	18	14	4	0	0	0	0	3.5000	a h i j k m n p s t tʃ u w ɨ ɾ ʃ ʔ β	h j k m n p s t tʃ w ɾ ʃ ʔ β	a i u ɨ	
chec1245-856	chec1245	phoible	Chechen	Nakh-Daghestanian	Eurasia	43.5000	45.5000	44	32	12	0	2	6	0	2.6667	a aː b c ç d̪ e eː g h i iː j k k̰ l m n o oː p pʰ pʼ q qː q̰ r rʱ sː t̪ t̪ʰ t̪ʼ u uː v x z ħ ɟ ʊ ʊː ʒ ʔ ʕ	b c ç d̪ g h j k k̰ l m n p pʰ pʼ q qː q̰ r rʱ sː t̪ t̪ʰ t̪ʼ v x z ħ ɟ ʒ ʔ ʕ	a aː e eː i iː o oː u uː ʊ ʊː	
chee1238-1068	chee1238	phoible	Che	Atlantic-Congo	Africa	10.0031	8.6702	54	30	16	0	0	8	8	1.2500	a au aɪ aː b d dʒ f g gb h hʲ hʷ i iː j j̊ k kp l m n p s t tʃ u uː v w̞ z ŋ ŋm ɐ ɐi ɐu ɐː ɔ ɔɪ ɔː ɛ ɛʊ ɛː ɥ ɥ̥ ɪ ɪː ɲ ɾ ʊ ʊu ʊɪ ʊː ⱱ	b d dʒ f g gb h hʲ hʷ j j̊ k kp l m n p s t tʃ v w̞ z ŋ ŋm ɥ ɥ̥ ɲ ɾ ⱱ	a aː i iː u uː ɐ ɐː ɔ ɔː ɛ ɛː ɪ ɪː ʊ ʊː	au aɪ ɐi ɐu ɔɪ ɛʊ ʊu ʊɪ
chen1255-2474	chen1255	ea	Chenchu	Dravidian	Eurasia	15.8787	79.2534	70	46	24	0	0	12	0	1.9167	ã ãː b d dz dʑ e eː ẽː g h i iː ĩː j k kʰ l l̥ m n o oː õː p pʰ r s sʰ t ts tsʰ tɕ tɕʰ tʰ u uː ũː w x xʰ z æ ŋ ɑ ɑː ɔ ɕ ɕʰ ɖʐ ə ɛ ɣ ɪ ɪː ɲ ʁ ʂ ʂʰ ʈʂ ʈʂʰ ʉ ʉː ʑ ⁿb ⁿd ⁿdz ⁿdʑ ⁿg ⁿɖʐ	b d dz dʑ g h j k kʰ l l̥ m n p pʰ r s sʰ t ts tsʰ tɕ tɕʰ tʰ w x xʰ z ŋ ɕ ɕʰ ɖʐ ɣ ɲ ʁ ʂ ʂʰ ʈʂ ʈʂʰ ʑ ⁿb ⁿd ⁿdz ⁿdʑ ⁿg ⁿɖʐ	ã ãː e eː ẽː i iː ĩː o oː õː u uː ũː æ ɑ ɑː ɔ ə ɛ ɪ ɪː ʉ ʉː	
chep1245-857	chep1245	phoible	Chepang	Sino-Tibetan	Eurasia	27.7206	84.9017	24	18	6	0	0	0	0	3.0000	a b dz d̪ e g h i j k l̪ m n̪ o p r s ts t̪ u w ŋ ə ʔ	b dz d̪ g h j k l̪ m n̪ p r s ts t̪ w ŋ ʔ	a e i o u ə	
cher1271-1323	cher1271	phoible	Cherepon	Atlantic-Congo	Africa	6.0539	-0.1095	36	26	10	0	0	0	0	2.6000	b ç dʷ d̪ e ẽ f g gʲ gʷ h hʷ i ĩ kp kʰ kʲ kʷ l̪ l̪ʷ m n̪ o õ s̪ tʷ t̪ʰ u ũ w æ æ̃ ŋ ŋʷ ɲ ɲʷ	b ç dʷ d̪ f g gʲ gʷ h hʷ kp kʰ kʲ kʷ l̪ l̪ʷ m n̪ s̪ tʷ t̪ʰ w ŋ ŋʷ ɲ ɲʷ	e ẽ i ĩ o õ u ũ æ æ̃	
cher1273-280	cher1273	upsid	Cherokee	Iroquoian	North America	35.4664	-83.1630	17	11	6	0	0	0	0	1.8333	a d dz e̞ g h i j l m n o̞ u w ə̃ ʃ ʔ	d dz g h j l m n w ʃ ʔ	a e̞ i o̞ u ə̃	
chib1270-1893	chib1270	saphon	Chibcha	Chibchan	South America	6.2500	-74.1666	22	16	6	0	0	0	0	2.6667	a e h i j k kp m n o p s t ts tʲ u w ɣ ɨ ɾ ʃ β	h j k kp m n p s t ts tʲ w ɣ ɾ ʃ β	a e i o u ɨ	
chikasaw	chic1270	jipa	Chikasaw	Muskogean	North America	34.0000	-88.0000	43	31	12	0	15	9	0	2.5833	a aː aˑ ãː b bː f fː h hː i iː iˑ ĩː j jː k kː l lː m mː n nː o oː oˑ õː p pː s sː t tʃ tʃː tː w wː ɬ ɬː ʃ ʃː ʔ	b bː f fː h hː j jː k kː l lː m mː n nː p pː s sː t tʃ tʃː tː w wː ɬ ɬː ʃ ʃː ʔ	a aː aˑ ãː i iː iˑ ĩː o oː oˑ õː	
chic1270-1230	chic1270	phoible	Chickasaw	Muskogean	North America	34.0000	-88.0000	25	16	9	0	0	6	0	1.7778	a aː ãː b f h i iː ĩː j k l m n o oː õː p s t tʃ w ɬ ʃ ʔ	b f h j k l m n p s t tʃ w ɬ ʃ ʔ	a aː ãː i iː ĩː o oː õː	
chicahuaxtlatriqui	chic1273	jipa	Chicahuaxtla Triqui	Otomanguean	North America	17.1628	-97.8547	42	31	11	0	5	0	0	2.8182	a ã b d̪ e g gʷ h i ĩ j jː j̃ k kʷ l lː m mː n nː o p s ts tɕ t̪ u ũ w wː z ə ɯ ɯ̃ ʃ ʈʂ ʐ ʒ ʔ ⁿd ⁿg	b d̪ g gʷ h j jː j̃ k kʷ l lː m mː n nː p s ts tɕ t̪ w wː z ʃ ʈʂ ʐ ʒ ʔ ⁿd ⁿg	a ã e i ĩ o u ũ ə ɯ ɯ̃	
nkorekiga_chig1238	chig1238	lapsyd	Nkore-Kiga	Atlantic-Congo	Africa	-1.0439	29.9122	31	21	10	0	0	5	0	2.1000	a aː b dʒ d̪ f g h i iː j k m n̪ o oː p s tʃ t̪ u uː v w z ŋ ɛ ɛː ɹ ʃ ʒ	b dʒ d̪ f g h j k m n̪ p s tʃ t̪ v w z ŋ ɹ ʃ ʒ	a aː i iː o oː u uː ɛ ɛː	
chim1300-1021	chim1300	phoible	Chimalapa Zoque	Mixe-Zoque	North America	16.6543	-94.6913	26	20	6	0	0	0	0	3.3333	a b d e f g h i j k l m n o p r s t ts tʃ u w ŋ ə ʃ ʔ	b d f g h j k l m n p r s t ts tʃ w ŋ ʃ ʔ	a e i o u ə	
chim1301-1082	chim1301	phoible	Chimariko		North America	41.0000	-123.0000	42	33	5	0	0	0	4	3.6667	a ai e ei h i j k kʰ kʼ l m n o oi p pʰ pʼ q qʰ qʼ r s t ts tsʰ tsʼ tʃ tʃʰ tʃʼ tʰ tʼ u ui w x ʃ ʈ ʈʰ ʈʼ ʔ χ	h j k kʰ kʼ l m n p pʰ pʼ q qʰ qʼ r s t ts tsʰ tsʼ tʃ tʃʰ tʃʼ tʰ tʼ w x ʃ ʈ ʈʰ ʈʼ ʔ χ	a e i o u	ai ei oi ui
chim1302-1157	chim1302	phoible	Bolivar-North Chimborazo Highland Quichua	Quechuan	South America	-1.3673	-78.8521	36	31	5	0	0	0	0	6.2000	a b dʲ d̪ e g h i j k kʰ l m n nʲ o p pʰ r s s̪ t ts tʰ tʲ tʲʰ t̪ t̪ʰ u w x z z̪ ʂ ʐ ʔ	b dʲ d̪ g h j k kʰ l m n nʲ p pʰ r s s̪ t ts tʰ tʲ tʲʰ t̪ t̪ʰ w x z z̪ ʂ ʐ ʔ	a e i o u	
chimila_chim1309	chim1309	lapsyd	Chimila	Chibchan	South America	10.1902	-74.2559	41	21	20	0	0	10	0	1.0500	a aː ã ãː e eː ẽ ẽː h i iː ĩ ĩː j k kʷ l̪ m n̪ o oː õ õː p s̪ tʃ t̪ u uː ũ ũː w ŋ ɲ ɾ ʔ ⁿb ⁿd̠ʲ ⁿd̪ ⁿg ⁿgʷ	h j k kʷ l̪ m n̪ p s̪ tʃ t̪ w ŋ ɲ ɾ ʔ ⁿb ⁿd̠ʲ ⁿd̪ ⁿg ⁿgʷ	a aː ã ãː e eː ẽ ẽː i iː ĩ ĩː o oː õ õː u uː ũ ũː	
chim1309-1894	chim1309	saphon	Chimila	Chibchan	South America	10.1902	-74.2559	36	16	20	0	0	10	0	0.8000	a aː ã ãː e eː ẽ ẽː h i iː ĩ ĩː j k l m n o oː õ õː p s t u uː ũ ũː w ŋ ɾ ʔ ⁿb ⁿd ⁿg	h j k l m n p s t w ŋ ɾ ʔ ⁿb ⁿd ⁿg	a aː ã ãː e eː ẽ ẽː i iː ĩ ĩː o oː õ õː u uː ũ ũː	
chip1261-278	chip1261	upsid	Chipewyan	Athabaskan-Eyak-Tlingit	North America	58.9800	-104.4400	52	38	14	0	0	6	0	2.7143	a aː ã ãː e h i iː ĩ ĩː j k kxʰ kxʷʰ kʷ kʼ kʼʷ l l̥ n o p r s t ts tsʰ tsʼ tɬ tɬʰ tɬʼ tʃ tʃʰ tʃʼ tʼ tˠʰ tθ tθʰ tθʼ u uː ũ ũː x xʷ z ð ɣ ɣʷ ʃ ʔ θ	h j k kxʰ kxʷʰ kʷ kʼ kʼʷ l l̥ n p r s t ts tsʰ tsʼ tɬ tɬʰ tɬʼ tʃ tʃʰ tʃʼ tʼ tˠʰ tθ tθʰ tθʼ x xʷ z ð ɣ ɣʷ ʃ ʔ θ	a aː ã ãː e i iː ĩ ĩː o u uː ũ ũː	
chip1262-2126	chip1262	saphon	Chipaya	Uru-Chipaya	South America	-18.7395	-67.8963	51	41	10	0	0	5	0	4.1000	a aː e eː i iː j k kʰ kʷ kʼ l m n o oː p pʰ pʼ q qʰ qʷ qʼ s s̪ t ts tsʰ tsʼ tʃ tʃʰ tʃʼ tʰ tʼ u uː w x xʷ ŋ ɬ ɲ ɾ ʂ ʃ ʈʂ ʈʂʰ ʈʂʼ ʎ χ χʷ	j k kʰ kʷ kʼ l m n p pʰ pʼ q qʰ qʷ qʼ s s̪ t ts tsʰ tsʼ tʃ tʃʰ tʃʼ tʰ tʼ w x xʷ ŋ ɬ ɲ ɾ ʂ ʃ ʈʂ ʈʂʰ ʈʂʼ ʎ χ χʷ	a aː e eː i iː o oː u uː	
chiq1248-1957	chiq1248	saphon	Lomeriano-Ignaciano Chiquitano	Chiquitano	South America	-16.7696	-61.8178	26	14	12	0	0	0	0	1.1667	a ã c e ẽ i ĩ k m n o õ p s t tʃ u ũ ɨ ɨ̃ ɲ ɾ ʂ ʃ ʔ β	c k m n p s t tʃ ɲ ɾ ʂ ʃ ʔ β	a ã e ẽ i ĩ o õ u ũ ɨ ɨ̃	
chiq1250-450	chiq1250	upsid	Chiquihuitlán Mazatec	Otomanguean	North America	18.0541	-96.6659	33	25	8	0	0	0	0	3.1250	a ã b h i ĩ j k l m n n̠ o õ p r s t ts tʃ ð ɛ ɛ̃ ɣ ʂ ʈʂ ʔ β ⁿd ⁿdz ⁿdʒ ⁿg ⁿɖʐ	b h j k l m n n̠ p r s t ts tʃ ð ɣ ʂ ʈʂ ʔ β ⁿd ⁿdz ⁿdʒ ⁿg ⁿɖʐ	a ã i ĩ o õ ɛ ɛ̃	
chir1286-2142	chir1286	saphon	Chiripá	Tupian	South America	-25.6521	-55.0510	29	17	12	0	0	0	0	1.4167	a ã dʒ g gʷ i ĩ j k kʷ p t ts tʃ u ũ w ɔ ɔ̃ ɛ ɛ̃ ɨ ɨ̃ ɰ ɾ ʔ ⁿb ⁿd ⁿg	dʒ g gʷ j k kʷ p t ts tʃ w ɰ ɾ ʔ ⁿb ⁿd ⁿg	a ã i ĩ u ũ ɔ ɔ̃ ɛ ɛ̃ ɨ ɨ̃	
choc1276-1071	choc1276	phoible	Choctaw	Muskogean	North America	32.2500	-88.5000	21	15	6	0	0	3	0	2.5000	a aː b f h i iː j k l m n o oː p s t tʃ w ɬ ʃ	b f h j k l m n p s t tʃ w ɬ ʃ	a aː i iː o oː	
chok1243-1718	chok1243	ra	Chokri Naga	Sino-Tibetan	Eurasia	25.5636	94.2887	39	34	5	0	0	0	0	6.8000	b cç cçʰ ç dz d̪ e f g h i j k kʰ l lʱ m mʱ n̪ n̪ʱ o p pʰ s ts tsʰ t̪ t̪ʰ u v w z ŋ ə ɟʝ ɦ ɾ ɾʱ ʝ	b cç cçʰ ç dz d̪ f g h j k kʰ l lʱ m mʱ n̪ n̪ʱ p pʰ s ts tsʰ t̪ t̪ʰ v w z ŋ ɟʝ ɦ ɾ ɾʱ ʝ	e i o u ə	
chol1282-860	chol1282	phoible	Chol	Mayan	North America	17.4897	-92.4698	26	20	6	0	0	0	0	3.3333	a b c cʼ e h i j k kʼ l m o p pʼ s ts tsʼ tʲ tʼʲ u w ɨ ɲ ʃ ʔ	b c cʼ h j k kʼ l m p pʼ s ts tsʼ tʲ tʼʲ w ɲ ʃ ʔ	a e i o u ɨ	
chol1284-1921	chol1284	saphon	Cholón	Hibito-Cholon	South America	-9.2313	-75.9621	20	15	5	0	0	0	0	3.0000	a i j k l m n p s t tʃ tʶ u w ŋ ɪ ɲ ʊ ʎ ʔ	j k l m n p s t tʃ tʶ w ŋ ɲ ʎ ʔ	a i u ɪ ʊ	
chon1284-910	chon1284	phoible	Chong of Chanthaburi	Austroasiatic	Eurasia	12.5218	102.5140	40	21	18	0	0	9	1	1.1053	a aː b c cʰ d e eː h i iː j k kʰ l m n o oː p pʰ r s t tʰ u uə uː w ŋ ɔ ɔː ə əː ɛ ɛː ɨ ɨː ɲ ʔ	b c cʰ d h j k kʰ l m n p pʰ r s t tʰ w ŋ ɲ ʔ	a aː e eː i iː o oː u uː ɔ ɔː ə əː ɛ ɛː ɨ ɨː	uə
chon1287-1586	chon1287	phoible	Chonyi-Dzihana-Kauma	Atlantic-Congo	Africa	-6.5180	38.6720	45	40	5	0	0	0	0	8.0000	a b d dz dʒ d̪ e f g gb h i j k kp l m n o p r s t ts tʃ t̪ u v w z ð ŋ ŋm ɦ ɲ ʃ ʔ β ⁿb ⁿd ⁿdz ⁿdʒ ⁿd̪ ⁿg ⁿgb	b d dz dʒ d̪ f g gb h j k kp l m n p r s t ts tʃ t̪ v w z ð ŋ ŋm ɦ ɲ ʃ ʔ β ⁿb ⁿd ⁿdz ⁿdʒ ⁿd̪ ⁿg ⁿgb	a e i o u	
chra1242-861	chra1242	phoible	Chrau	Austroasiatic	Eurasia	10.8021	107.2930	33	20	11	0	0	8	2	1.5385	aː b c d eː g h i iaː iː j k l m n oː p s t̪ uaː uː w ŋ ɐ ɓ ɔː ɗ əː ɛ ɛː ɟ ɲ ɽ	b c d g h j k l m n p s t̪ w ŋ ɓ ɗ ɟ ɲ ɽ	aː eː i iː oː uː ɐ ɔː əː ɛ ɛː	iaː uaː
chuave_chua1250	chua1250	lapsyd	Chuave	Nuclear Trans New Guinea	Papunesia	-6.1782	145.1390	27	17	5	0	0	0	5	1.7000	a ai au b bʷ d e ei f fʷ g gʷ i j k kʷ m mʷ n o oi ou s t u w ɾ	b bʷ d f fʷ g gʷ j k kʷ m mʷ n s t w ɾ	a e i o u	ai au ei oi ou
chua1250-284	chua1250	upsid	Chuave	Nuclear Trans New Guinea	Papunesia	-6.1782	145.1390	17	12	5	0	0	0	0	2.4000	a b d e̞ f g i j k m n o̞ s t u w ɾ	b d f g j k m n s t w ɾ	a e̞ i o̞ u	
chua1256-291	chua1256	upsid	Chuanqiandian Cluster Miao	Bookkeeping	Eurasia	22.5638	101.9500	56	46	6	0	0	0	4	4.6000	a ai au e̞ f h i k kʰ l l̥ m m̥ n̠ n̠̥ n̪ n̪̥ o̞ p pʰ q qʰ s̪ ts̪ ts̪ʰ tʃ tʃʰ t̪ t̪ʰ u v w ŋ ɒ əu ɛɯ ʂ ʃ ʈʂ ʈʂʰ ʐ ʒ ⁿk ⁿkʰ ⁿp ⁿpʰ ⁿq ⁿqʰ ⁿts̪ ⁿts̪ʰ ⁿtʃ ⁿtʃʰ ⁿt̪ ⁿt̪ʰ ⁿʈʂ ⁿʈʂʰ	f h k kʰ l l̥ m m̥ n̠ n̠̥ n̪ n̪̥ p pʰ q qʰ s̪ ts̪ ts̪ʰ tʃ tʃʰ t̪ t̪ʰ v w ŋ ʂ ʃ ʈʂ ʈʂʰ ʐ ʒ ⁿk ⁿkʰ ⁿp ⁿpʰ ⁿq ⁿqʰ ⁿts̪ ⁿts̪ʰ ⁿtʃ ⁿtʃʰ ⁿt̪ ⁿt̪ʰ ⁿʈʂ ⁿʈʂʰ	a e̞ i o̞ u ɒ	ai au əu ɛɯ
chuk1273-2362	chuk1273	ea	Chukchi	Chukotko-Kamchatkan	Eurasia	68.6436	170.0450	20	14	6	0	0	0	0	2.3333	ä e̞ i j kx m n̪̺ o̞ p qχ r̺ tɕ t̪̺ u w ŋ ə̆ ɣ ɬ̪̺ ʔ	j kx m n̪̺ p qχ r̺ tɕ t̪̺ w ŋ ɣ ɬ̪̺ ʔ	ä e̞ i o̞ u ə̆	
chukchi_chuk1273	chuk1273	lapsyd	Chukchi	Chukotko-Kamchatkan	Eurasia	68.6436	170.0450	20	14	6	0	0	0	0	2.3333	a e i j k m n o p q t ts u w ŋ ə ɬ ɰ ɾ ʔ	j k m n p q t ts w ŋ ɬ ɰ ɾ ʔ	a e i o u ə	
chuk1273-285	chuk1273	upsid	Chukchi	Chukotko-Kamchatkan	Eurasia	68.6436	170.0450	22	15	7	0	0	0	0	2.1429	a e j k m n o̞ p q sʲ t ts u w ŋ ə̆ ɛ ɣ ɪ ɬ ɻ̝ ʔ	j k m n p q sʲ t ts w ŋ ɣ ɬ ɻ̝ ʔ	a e o̞ u ə̆ ɛ ɪ	
chum1261-686	chum1261	aa	Chumburung	Atlantic-Congo	Africa	8.1521	-0.2755	30	21	9	0	0	0	0	2.3333	a b d dʒ e f g gb h i j k kp l m n o p r s t tʃ u w ŋ ɔ ɛ ɪ ɲ ʊ	b d dʒ f g gb h j k kp l m n p r s t tʃ w ŋ ɲ	a e i o u ɔ ɛ ɪ ʊ	
chuvash_chuv1255	chuv1255	lapsyd	Chuvash	Turkic	Eurasia	55.4870	47.1630	30	21	9	0	0	0	0	2.3333	b ç d e f g i j k l m n o p r s t tʃ u w x y z ø̆ ɑ ɔ̆ ɯ ʃ ʈ ʒ	b ç d f g j k l m n p r s t tʃ w x z ʃ ʈ ʒ	e i o u y ø̆ ɑ ɔ̆ ɯ	
chuv1255-281	chuv1255	upsid	Chuvash	Turkic	Eurasia	55.4870	47.1630	30	21	9	0	0	0	0	2.3333	b d e̞ f g i j k l m n o̞ p r s t ts tʃ u w x y z ø̆ ɑ ɔ̆ ɕ ɯ ʃ ʒ	b d f g j k l m n p r s t ts tʃ w x z ɕ ʃ ʒ	e̞ i o̞ u y ø̆ ɑ ɔ̆ ɯ	
cicipu	cici1237	jipa	Cicipu	Atlantic-Congo	Africa	11.0417	5.5407	82	54	24	0	27	12	4	1.9286	a ai au aː ã ãː b bː d dʒ dʒː dː e ei eu eː ẽ ẽː g gʷ gʷː gː h hʲ hʲː hʷ hʷː hː i iː ĩ ĩː j jː k kʷ kʷː kː l lː m mː n nː o oː õ õː p pː s sː t tʃ tʃː tː u uː ũ ũː v vː w wː z zː ɓ ɓː ɔ ɔː ɔ̃ ɔ̃ː ɗ ɗː ɾ ɾː ʔ ʔʲ ʔʲː ʔʷ ʔʷː ʔː	b bː d dʒ dʒː dː g gʷ gʷː gː h hʲ hʲː hʷ hʷː hː j jː k kʷ kʷː kː l lː m mː n nː p pː s sː t tʃ tʃː tː v vː w wː z zː ɓ ɓː ɗ ɗː ɾ ɾː ʔ ʔʲ ʔʲː ʔʷ ʔʷː ʔː	a aː ã ãː e eː ẽ ẽː i iː ĩ ĩː o oː õ õː u uː ũ ũː ɔ ɔː ɔ̃ ɔ̃ː	ai au ei eu
